A
1050 Generated by WorldEditor 1.6.0r1

1    266 0 0 KPNN Princeton Municipal Airport
100 30.48 1 0 0.25 0 2 0 15  45.20409742 -067.57344002    0    0 2 0 0 0 33  45.19668401 -067.56202637    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 7
111  45.19979077 -067.56873581
111  45.19969630 -067.56885395
111  45.19961654 -067.56872526
113  45.19970873 -067.56861012
110 2 0.00 0.0000 New Taxiway 7
111  45.19949339 -067.56828021
111  45.19941656 -067.56837449
111  45.19933680 -067.56824580
113  45.19941178 -067.56815517
110 2 0.00 0.0000 New Taxiway 6
111  45.19988853 -067.56888559
111  45.19984751 -067.56894081
111  45.19981883 -067.56889863
111  45.19978515 -067.56894254
111  45.19975676 -067.56889899
111  45.19979105 -067.56885349
111  45.19976756 -067.56881519
113  45.19980576 -067.56875877
110 2 0.00 0.0000 New Taxiway 6
111  45.20001901 -067.56908549
111  45.19998114 -067.56913833
111  45.19995178 -067.56909130
111  45.19992699 -067.56912551
111  45.19990202 -067.56908874
111  45.19992742 -067.56905295
111  45.19990119 -067.56901271
113  45.19993718 -067.56896012
110 2 0.00 0.0000 New Taxiway 6
111  45.20031071 -067.56953239
111  45.20027268 -067.56958437
111  45.20024332 -067.56953734
111  45.20021853 -067.56957156
111  45.20019356 -067.56953479
111  45.20021896 -067.56949900
111  45.20019273 -067.56945875
113  45.20022854 -067.56940650
110 2 0.00 0.0000 New Taxiway 6
111  45.20021864 -067.56939134
111  45.20018176 -067.56944272
111  45.20015239 -067.56939569
111  45.20012760 -067.56942990
111  45.20010263 -067.56939313
111  45.20012803 -067.56935734
111  45.20010180 -067.56931710
113  45.20013696 -067.56926620
110 2 0.00 0.0000 New Taxiway 6
111  45.20011686 -067.56923540
111  45.20008021 -067.56928657
111  45.20005085 -067.56923954
111  45.20002606 -067.56927375
111  45.20000109 -067.56923699
111  45.20002649 -067.56920119
111  45.20000026 -067.56916095
113  45.20003517 -067.56911026
110 2 0.00 0.0000 New Taxiway 6
111  45.19959631 -067.56843788
111  45.19955925 -067.56848981
111  45.19952989 -067.56844278
111  45.19950510 -067.56847699
111  45.19948013 -067.56844023
111  45.19950553 -067.56840443
111  45.19947930 -067.56836419
113  45.19951464 -067.56831276
110 2 0.00 0.0000 New Taxiway 6
111  45.19939304 -067.56812646
111  45.19935645 -067.56817824
111  45.19932709 -067.56813121
111  45.19930229 -067.56816543
111  45.19927732 -067.56812866
111  45.19930273 -067.56809287
111  45.19927649 -067.56805263
113  45.19931155 -067.56800162
110 2 0.00 0.0000 New Taxiway 6
111  45.19929960 -067.56798322
111  45.19926294 -067.56803517
111  45.19923358 -067.56798814
111  45.19920879 -067.56802235
111  45.19918382 -067.56798559
111  45.19920922 -067.56794979
111  45.19918299 -067.56790955
113  45.19921818 -067.56785847
110 4 0.00 0.0000 New Taxiway 5
111  45.20045410 -067.56942959
111  45.20034088 -067.56957862
111  45.20031071 -067.56953239
111  45.20022854 -067.56940650
111  45.20021864 -067.56939134
111  45.20013696 -067.56926620
111  45.20011686 -067.56923540
111  45.20003517 -067.56911026
111  45.20001901 -067.56908549
111  45.19993718 -067.56896012
111  45.19988853 -067.56888559
111  45.19980576 -067.56875877
111  45.19979077 -067.56873581
111  45.19970873 -067.56861012
111  45.19959631 -067.56843788
111  45.19951464 -067.56831276
111  45.19949339 -067.56828021
111  45.19941178 -067.56815517
111  45.19939304 -067.56812646
111  45.19931155 -067.56800162
111  45.19929960 -067.56798322
111  45.19921818 -067.56785847
111  45.19935268 -067.56767899
112  45.19935268 -067.56767899  45.19936494 -067.56778339
113  45.19940694 -067.56785085
110 1 0.00 0.0000 New Taxiway 4
111  45.20132998 -067.56945728
111  45.20107077 -067.56990761
111  45.20078348 -067.57040674
111  45.20058208 -067.57013283
111  45.20047652 -067.57027669
111  45.20038881 -067.57039622
111  45.20030031 -067.57051684
111  45.20027197 -067.57055546
111  45.20011422 -067.57031425
111  45.19995447 -067.57006995
111  45.20001075 -067.56999827
111  45.20015499 -067.56981452
111  45.20022684 -067.56972299
111  45.20027853 -067.56981148
111  45.20039202 -067.56965527
