I
1050 Generated by WorldEditor 2.0.0r4

1   1059 0 0 KROX Roseau Municipal/Rudy Billberg Field
100 22.86 1 0 0.25 0 2 0 16  48.86349041 -095.70027733    0    0 2 0 0 1 34  48.85175232 -095.69605737    0    0 2 0 0 1
100 76.20 3 0 0.25 0 0 0 6  48.85234979 -095.69854378    0  125 0 0 0 0 24  48.85447862 -095.69042884    0    0 0 0 0 0
110 3 0.00 0.0000 New Taxiway 5
111  48.85049099 -095.70004692
111  48.85051190 -095.69992373
111  48.85061632 -095.69996106
113  48.85059687 -095.70008411
110 2 0.00 0.0000 New Taxiway 4
111  48.85056816 -095.70026360
111  48.85046134 -095.70022499
111  48.85049099 -095.70004692
113  48.85059687 -095.70008411
110 2 0.00 0.0000 New Taxiway 3
111  48.85096600 -095.70008609
111  48.85094760 -095.70019939
111  48.85097961 -095.70020805
111  48.85094397 -095.70042790
111  48.85082461 -095.70038376
111  48.85085970 -095.70016137
111  48.85089164 -095.70017574
113  48.85091071 -095.70006632
110 2 0.00 0.0000 New Taxiway 3
111  48.85078269 -095.70002055
111  48.85076493 -095.70013417
111  48.85079270 -095.70014283
111  48.85074530 -095.70043539
111  48.85062212 -095.70039083
111  48.85066898 -095.70009574
111  48.85070003 -095.70010766
113  48.85071900 -095.69999778
110 2 0.00 0.0000 New Taxiway 2
111  48.85042749 -095.69967797
111  48.85046325 -095.69946490
111  48.85106865 -095.69968717
113  48.85103280 -095.69991730
110 2 0.00 0.0000 New Taxiway 1
111  48.85113171 -095.69859674
111  48.85117769 -095.69831359
111  48.85134207 -095.69837177
113  48.85129444 -095.69865680
110 2 0.00 0.0000 New Taxiway 121
111  48.85224338 -095.69317507
111  48.85225263 -095.69304698
111  48.85224621 -095.69291651
111  48.85216372 -095.69288658
111  48.85214179 -095.69300687
111  48.85209089 -095.69298992
111  48.85213102 -095.69274597
111  48.85218229 -095.69277025
111  48.85221425 -095.69256753
111  48.85217375 -095.69255341
111  48.85218750 -095.69249242
111  48.85254607 -095.69262343
111  48.85252159 -095.69276330
111  48.85248177 -095.69299080
111  48.85247992 -095.69300136
111  48.85237156 -095.69296204
111  48.85233131 -095.69305710
113  48.85230090 -095.69319246
110 1 0.00 0.0000 New Taxiway 120
111  48.86346665 -095.70042880
111  48.86336421 -095.70108047
111  48.86334328 -095.70121362
111  48.86344365 -095.70140935
112  48.86344365 -095.70140935  48.86344772 -095.70142687
111  48.86344543 -095.70144586
111  48.86335326 -095.70202344
111  48.85300065 -095.69829528
111  48.85195177 -095.69791756
111  48.85173681 -095.69784015
112  48.85173681 -095.69784015  48.85162963 -095.69784644
111  48.85159934 -095.69795602
111  48.85110928 -095.70104870
111  48.85021078 -095.70073149
111  48.85022565 -095.70064709
111  48.85090015 -095.70088608
112  48.85103258 -095.70074446  48.85106928 -095.70061145
111  48.85103258 -095.70074446
111  48.85109818 -095.70035207
112  48.85109818 -095.70035207  48.85110745 -095.70016749
111  48.85102951 -095.70010880
111  48.85096600 -095.70008609
111  48.85091071 -095.70006632
111  48.85078269 -095.70002055
111  48.85071900 -095.69999778
111  48.85061632 -095.69996106
111  48.85051190 -095.69992373
111  48.85039627 -095.69988238
111  48.85040229 -095.69984299
111  48.85042749 -095.69967797
111  48.85103280 -095.69991730
111  48.85102263 -095.70000593
111  48.85110189 -095.70003033
112  48.85110189 -095.70003033  48.85120973 -095.70004677
112  48.85117727 -095.69960505  48.85107092 -095.69945702
111  48.85117727 -095.69960505
111  48.85108684 -095.69956764
111  48.85106865 -095.69968717
111  48.85046325 -095.69946490
111  48.85048499 -095.69930824
111  48.85049089 -095.69926568
111  48.85118934 -095.69951558
112  48.85118934 -095.69951558  48.85124842 -095.69952416
112  48.85124024 -095.69912933  48.85108283 -095.69897630
111  48.85124024 -095.69912933
111  48.85126376 -095.69895485
111  48.85108451 -095.69888736
111  48.85112162 -095.69865886
111  48.85113171 -095.69859674
111  48.85129444 -095.69865680
111  48.85134207 -095.69837177
111  48.85117769 -095.69831359
111  48.85118747 -095.69825338
111  48.85124101 -095.69792370
111  48.85101004 -095.69783115
112  48.85101004 -095.69783115  48.85097710 -095.69782972
111  48.85095610 -095.69789067
111  48.85083368 -095.69784974
111  48.85067424 -095.69779643
111  48.85060295 -095.69777260
111  48.85072221 -095.69698474
111  48.85146343 -095.69725289
112  48.85158579 -095.69713002  48.85160951 -095.69706823
111  48.85158579 -095.69713002
111  48.85162998 -095.69684913
111  48.85178127 -095.69588754
112  48.85183395 -095.69578024  48.85184881 -095.69569441
111  48.85183395 -095.69578024
111  48.85184506 -095.69578507
111  48.85223872 -095.69325002
111  48.85224338 -095.69317507
111  48.85230090 -095.69319246
111  48.85228648 -095.69326305
111  48.85188978 -095.69578400
112  48.85188978 -095.69578400  48.85189870 -095.69590462
111  48.85192766 -095.69595281
111  48.85198930 -095.69629434
112  48.85183649 -095.69644852  48.85180543 -095.69662015
111  48.85183649 -095.69644852
111  48.85176586 -095.69689685
111  48.85167381 -095.69748118
112  48.85176447 -095.69768428  48.85184682 -095.69773145
111  48.85176447 -095.69768428
111  48.85197897 -095.69776117
111  48.85302752 -095.69813706
111  48.85507148 -095.69886980
112  48.85510180 -095.69886641  48.85512113 -095.69885938
111  48.85510180 -095.69886641
111  48.85592753 -095.69839675
111  48.85629384 -095.69818840
112  48.85629384 -095.69818840  48.85641093 -095.69800687
111  48.85627522 -095.69783903
111  48.85686605 -095.69804297
111  48.85596838 -095.69855177
111  48.85565585 -095.69872891
112  48.85565585 -095.69872891  48.85555534 -095.69889907
112  48.85569887 -095.69909877  48.85575905 -095.69912803
111  48.85569887 -095.69909877
111  48.85855037 -095.70012761
112  48.85868681 -095.70000237  48.85873058 -095.69986504
111  48.85868681 -095.70000237
111  48.85877762 -095.69942444
111  48.85884948 -095.69896706
112  48.85884948 -095.69896706  48.85886170 -095.69879103
111  48.85877296 -095.69873365
111  48.85911273 -095.69885483
