I
1050 Generated by WorldEditor 2.1.0r1

1    784 1 0 LQTZ Tuzla
1302 city Tuzla
1302 country Bosnia and Herzegovina
1302 datum_lat 44.4586528
1302 datum_lon 018.7247806
1302 iata_code TZL
1302 icao_code LQTZ
1302 region_code LQ
1302 state Federacija Bosna i Hercegovina
1302 transition_alt 9500
100 45.00 1 0 0.00 0 2 0 09  44.45987500  018.70926390    0    0 3 1 0 1 27  44.45742220  018.74035830    0    0 3 0 0 1
110 1 0.00 153.0000 New Taxiway 67
111  44.45946817  018.73786745
112  44.45946817  018.73786745  44.45938742  018.73784482
111  44.45935509  018.73776948
111  44.45933342  018.73804295
112  44.45945202  018.73800321  44.45952200  018.73801453
111  44.45945202  018.73800321
111  44.45967274  018.73804469
111  44.45970235  018.73814275
111  44.45997691  018.73818800
111  44.46002267  018.73774677
111  44.45976426  018.73769397
111  44.45974811  018.73787122
112  44.45964582  018.73789762  44.45957584  018.73787876
113  44.45964582  018.73789762
110 1 0.00 153.0000 New Taxiway 66
111  44.46098300  018.72607122
111  44.46090978  018.72702278
111  44.46059980  018.72697695
111  44.46052970  018.72697695
111  44.46042845  018.72701405
111  44.46034589  018.72706861
111  44.46026956  018.72716246
111  44.46021944  018.72728044
111  44.46017267  018.72744531
111  44.46016498  018.72752208
111  44.46018676  018.72752258
112  44.46061199  018.72701330  44.46097537  018.72706673
111  44.46061199  018.72701330
111  44.46088116  018.72705416
111  44.46087668  018.72715787
111  44.46086770  018.72728987
111  44.46083181  018.72739986
111  44.46059629  018.72737786
111  44.46058675  018.72750196
111  44.46074547  018.72752956
111  44.46073095  018.72764395
111  44.46057805  018.72761512
111  44.46056488  018.72778642
111  44.46052675  018.72794356
111  44.46048413  018.72793099
111  44.46035627  018.72798127
112  44.46024187  018.72797184  44.46018804  018.72793413
111  44.46015883  018.72788620
111  44.46014734  018.72803575
112  44.46021047  018.72802213  44.46025757  018.72805041
111  44.46021047  018.72802213
111  44.46040786  018.72814470
112  44.46040786  018.72814470  44.46046843  018.72818241
111  44.46045497  018.72830183
111  44.46041011  018.72845897
112  44.46036524  018.72846840  44.46033384  018.72844640
111  44.46036524  018.72846840
111  44.46019477  018.72839611
112  44.46019477  018.72839611  44.46015439  018.72837411
111  44.46012726  018.72832153
111  44.46011474  018.72848367
112  44.46018579  018.72845897  44.46024411  018.72848341
111  44.46018579  018.72845897
111  44.46079721  018.72875375
112  44.46080656  018.72873411  44.46078475  018.72872320
111  44.46081123  018.72871447
111  44.46077384  018.72869264
111  44.46078163  018.72842201
111  44.46054486  018.72832380
111  44.46056199  018.72826269
111  44.46063521  018.72829761
111  44.46065702  018.72827797
111  44.46070842  018.72802262
111  44.46061496  018.72799643
111  44.46056667  018.72795060
111  44.46060250  018.72777600
111  44.46062119  018.72776945
111  44.46073179  018.72778473
111  44.46075515  018.72765160
111  44.46080656  018.72765596
111  44.46082213  018.72769525
111  44.46086731  018.72769743
111  44.46087791  018.72754891
111  44.46094520  018.72755833
111  44.46095506  018.72742028
111  44.46088776  018.72741085
111  44.46091248  018.72706451
111  44.46093585  018.72706451
111  44.46100750  018.72614349
111  44.46103243  018.72611512
111  44.46125051  018.72612385
111  44.46122870  018.72635083
111  44.46159479  018.72641640
111  44.46155710  018.72690667
111  44.46181403  018.72695269
111  44.46185172  018.72646242
111  44.46228590  018.72654019
113  44.46238732  018.72627520
110 1 0.00 153.0000 New Taxiway 65
111  44.46218786  018.72548337
111  44.46220401  018.72530687
111  44.46141034  018.72517139
113  44.46139419  018.72534789
110 1 0.00 153.0000 New Taxiway 64
111  44.46065648  018.72397088
111  44.46064859  018.72407314
111  44.46096459  018.72401370
111  44.46097428  018.72405896
111  44.46062563  018.72437075
111  44.46061690  018.72448384
