A
1100 Generated by WorldEditor 1.6.0r1

1   1184 0 0 KJYM Hillsdale Municipal Airport
100 30.48 1 0 0.25 0 3 0 10  41.92171172 -084.59591797    0    0 2 0 0 1 28  41.92087619 -084.57749103    0    0 2 0 0 1
110 1 0.00 0.0000 New Taxiway 1
111  41.92101473 -084.57753126 3 102
111  41.92120979 -084.57751391 3 102
111  41.92216954 -084.57742854 3 102
111  41.92218543 -084.57776620
112  41.92218543 -084.57776620  41.92218652 -084.57793902 3 102
111  41.92206359 -084.57798487 3 102
111  41.92194705 -084.57799097 3 102
111  41.92193797 -084.57778248 3 102
112  41.92177552 -084.57759454  41.92163298 -084.57760706
111  41.92177552 -084.57759454 3 102
111  41.92121418 -084.57764061 3 102
111  41.92117360 -084.57764394
112  41.92117360 -084.57764394  41.92104501 -084.57767469 3 102
113  41.92102679 -084.57783514
110 2 0.00 0.0000 New Taxiway 10
111  41.92230745 -084.58495761
111  41.92229703 -084.58474253
111  41.92227969 -084.58474379
111  41.92226988 -084.58455778
111  41.92229930 -084.58455498
111  41.92229405 -084.58444970
111  41.92229164 -084.58440160
111  41.92228382 -084.58424500
111  41.92228186 -084.58420578
111  41.92227860 -084.58414038
111  41.92237994 -084.58413452
111  41.92238805 -084.58430035
111  41.92238993 -084.58433884
111  41.92240937 -084.58473646
111  41.92238103 -084.58474086
113  41.92239302 -084.58494736
110 2 0.00 0.0000 New Taxiway 9
111  41.92265332 -084.58454371
111  41.92266296 -084.58474199
111  41.92251131 -084.58475542
113  41.92250039 -084.58454866
110 2 0.00 0.0000 New Taxiway 8
111  41.92262281 -084.58394909
111  41.92279910 -084.58393862
111  41.92281480 -084.58429539
113  41.92264121 -084.58430774
110 2 0.00 0.0000 New Taxiway 7
111  41.92266976 -084.58361022
111  41.92262320 -084.58361224
111  41.92258731 -084.58361381
111  41.92247241 -084.58361881
111  41.92243488 -084.58362044
111  41.92232373 -084.58362528
111  41.92228808 -084.58362683
111  41.92224777 -084.58362858
111  41.92224566 -084.58350851
111  41.92235631 -084.58350298
111  41.92239517 -084.58350103
111  41.92250378 -084.58349560
111  41.92254560 -084.58349351
113  41.92266924 -084.58348732
110 2 0.00 0.0000 New Taxiway 6
111  41.92223698 -084.58316383
111  41.92223780 -084.58304242
111  41.92235446 -084.58303770
111  41.92238544 -084.58303644
111  41.92250982 -084.58303141
111  41.92254782 -084.58302987
111  41.92267672 -084.58302465
111  41.92267672 -084.58315009
111  41.92262827 -084.58315161
111  41.92259452 -084.58315266
