A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1      869 1 0 LKOL Olomouc
100   39.93   1   0 0.00 0 0 0 11   49.58833378  017.20536133    0.00    0.00 1  0 0 0 29   49.58793027  017.21099919    0.00    0.00 1  0 0 0
100   29.87   3   0 0.00 0 0 0 10L  49.58784052  017.20472323    0.00    0.00 1  0 0 0 28R  49.58707754  017.21514202    0.00    0.00 1  0 0 0
100   29.87   3   0 0.00 0 0 0 10R  49.58757195  017.20467633    0.00    0.00 1  0 0 0 28L  49.58680897  017.21509524    0.00    0.00 1  0 0 0
110   2 0.00  96.30 TWY
111  49.59036532  017.20519913 
111  49.59038067  017.20526800 
111  49.59034339  017.20542195 
111  49.59019736  017.20553002 
111  49.59016215  017.20549931 
111  49.58991692  017.20562779 
111  49.58999555  017.20586585 
111  49.59016333  017.20575778 
111  49.59019204  017.20569106 
111  49.59039133  017.20558969 
111  49.59046946  017.20565417 
111  49.59052042  017.20587316 
111  49.59049126  017.20600692 
111  49.59031762  017.20612104 
111  49.59025550  017.20608748 
111  49.59006014  017.20620718 
111  49.59013277  017.20645506 
111  49.59035757  017.20631266 
111  49.59035805  017.20626755 
111  49.59052155  017.20616484 
111  49.59060320  017.20625488 
111  49.59060727  017.20649419 
111  49.59058041  017.20689346 
111  49.59051117  017.20697347 
111  49.59033576  017.20694756 
111  49.59031247  017.20688767 
111  49.59007441  017.20685572 
111  49.59006375  017.20711864 
111  49.59028755  017.20714740 
111  49.59030854  017.20708772 
111  49.59050702  017.20711795 
111  49.59056281  017.20722922 
111  49.59054845  017.20749249 
111  49.59046517  017.20759143 
111  49.59029013  017.20756233 
111  49.59028769  017.20750140 
111  49.59005680  017.20747376 
111  49.59003283  017.20772631 
111  49.59025853  017.20776022 
111  49.59027978  017.20771113 
111  49.59046183  017.20773383 
111  49.59052566  017.20783975 
111  49.59050562  017.20811068 
111  49.59044725  017.20818679 
111  49.59026417  017.20816054 
111  49.59026313  017.20810051 
111  49.59001582  017.20808408 
111  49.59001537  017.20837710 
111  49.59022977  017.20838614 
111  49.59023428  017.20833537 
111  49.59043295  017.20836058 
111  49.59055518  017.20846489 
111  49.59052485  017.20859441 
111  49.59038577  017.20870840 
111  49.59035819  017.20864587 
111  49.59011710  017.20883895 
111  49.59019262  017.20907702 
111  49.59040717  017.20892877 
111  49.59041042  017.20887139 
111  49.59057130  017.20875887 
111  49.59065453  017.20878568 
111  49.59107324  017.21013683 
111  49.59107473  017.21026648 
111  49.59097907  017.21033065 
111  49.59100489  017.21041133 
111  49.59171038  017.20992133 
111  49.59194929  017.20982134 
111  49.59199353  017.20983492 
111  49.59202445  017.20992015 
111  49.59200314  017.21000050 
111  49.59175420  017.21049852 
111  49.59185445  017.21078930 
111  49.59192658  017.21080789 
111  49.59200233  017.21109137 
111  49.59205730  017.21105633 
111  49.59197556  017.21076805 
111  49.59198142  017.21063122 
111  49.59216117  017.21040881 
111  49.59204200  017.21011941 
111  49.59205649  017.21002470 
112  49.59217075  017.20977639  49.59222439  017.20971871 
111  49.59251428  017.20967208 
111  49.59275091  017.20965754 
111  49.59287874  017.20965754 
111  49.59293164  017.20967912 
111  49.59303587  017.20934119 
111  49.59279618  017.20942336 
111  49.59243932  017.20950233 
111  49.59223781  017.20959362 
111  49.59205013  017.20871032 
111  49.59182412  017.20883997 
111  49.59196919  017.20941778 
111  49.59213535  017.20933332 
112  49.59216324  017.20961541  49.59211854  017.20963548 
111  49.59216324  017.20961541 
111  49.59170576  017.20980816 
112  49.59170576  017.20980816  49.59165943  017.20980566 
112  49.59156641  017.20969025  49.59153959  017.20962380 
111  49.59149397  017.20938194 
111  49.59143715  017.20941745 
112  49.59151054  017.20971623  49.59151542  017.20976263 
112  49.59145994  017.20999624  49.59142661  017.21002132 
111  49.59125821  017.21013558 
111  49.59118120  017.21009268 
111  49.59104417  017.20970719 
111  49.59106881  017.20959216 
111  49.59126774  017.20945144 
111  49.59129148  017.20950143 
111  49.59148716  017.20934670 
111  49.59143087  017.20910669 
111  49.59121380  017.20925939 
111  49.59123037  017.20930661 
111  49.59104593  017.20945499 
111  49.59095705  017.20942609 
111  49.59087137  017.20914025 
111  49.59090414  017.20899931 
111  49.59108502  017.20889842 
111  49.59110506  017.20893289 
111  49.59132041  017.20878088 
111  49.59124111  017.20854922 
111  49.59104647  017.20870032 
111  49.59104913  017.20872908 
111  49.59085680  017.20887753 
111  49.59078069  017.20885971 
111  49.59066726  017.20849400 
111  49.59060794  017.20819228 
111  49.59067976  017.20809369 
111  49.59089747  017.20812231 
111  49.59090515  017.20816910 
111  49.59111025  017.20821018 
111  49.59112401  017.20794029 
111  49.59090044  017.20790799 
111  49.59089629  017.20796550 
111  49.59070152  017.20796425 
111  49.59061372  017.20786864 
111  49.59064116  017.20752467 
111  49.59071831  017.20744675 
111  49.59091412  017.20747300 
111  49.59091376  017.20753713 
111  49.59114383  017.20757570 
111  49.59116225  017.20730227 
111  49.59092685  017.20727407 
111  49.59091354  017.20733249 
111  49.59073849  017.20730944 
111  49.59065692  017.20718737 
111  49.59067290  017.20693295 
111  49.59074309  017.20683713 
111  49.59094942  017.20685231 
111  49.59095718  017.20692340 
111  49.59117046  017.20695168 
111  49.59117845  017.20668067 
111  49.59095682  017.20665874 
111  49.59095430  017.20673555 
111  49.59076454  017.20670143 
111  49.59068978  017.20659453 
111  49.59070878  017.20628551 
111  49.59077866  017.20621679 
111  49.59093488  017.20622570 
111  49.59099533  017.20631253 
111  49.59117290  017.20633009 
111  49.59119908  017.20604662 
111  49.59095848  017.20602530 
111  49.59095262  017.20610128 
111  49.59067357  017.20603944 
113  49.59045189  017.20514050 
110   2 0.00   0.00 TWY
111  49.58828347  017.20535389 
111  49.58841134  017.20537532 
111  49.58845867  017.20459182 
111  49.58856871  017.20450348 
111  49.59016981  017.20478608 
111  49.59028639  017.20489756 
111  49.59036532  017.20519913 
111  49.59045189  017.20514050 
111  49.59028265  017.20444780 
111  49.59018881  017.20444666 
111  49.59019578  017.20454400 
111  49.59015080  017.20464087 
111  49.58846983  017.20436046 
111  49.58846123  017.20431034 
111  49.58834692  017.20430985 
111  49.58833329  017.20446768 
111  49.58826684  017.20446817 
113  49.58833947  017.20455406 
110   2 0.00  96.30 TWY
111  49.58775185  017.21096659 
111  49.58773981  017.21110246 
111  49.58974236  017.21129071 
111  49.58966899  017.21153913 
111  49.58972599  017.21157691 
111  49.58984240  017.21121776 
111  49.58987696  017.21122056 
111  49.59007539  017.21227176 
111  49.59000624  017.21232046 
111  49.59004833  017.21249207 
111  49.59019265  017.21239003 
111  49.59014789  017.21222407 
111  49.59010927  017.21225250 
111  49.58990853  017.21122127 
112  49.58994955  017.21115615  49.58998010  017.21115222 
112  49.59010245  017.21129547  49.59011942  017.21137009 
111  49.59010245  017.21129547 
111  49.59021069  017.21169202 
111  49.59020834  017.21172692 
112  49.59030101  017.21199016  49.59033325  017.21199801 
111  49.59038461  017.21192272 
111  49.59030389  017.21164332 
111  49.59027764  017.21165319 
111  49.59013599  017.21120616 
112  49.59013599  017.21120616  49.59012241  017.21114725 
112  49.59018028  017.21098440  49.59020404  017.21093073 
111  49.59018028  017.21098440 
111  49.59032193  017.21088270 
112  49.59032193  017.21088270  49.59037370  017.21084604 
112  49.59048700  017.21096300  49.59050822  017.21102976 
111  49.59056304  017.21119699 
111  49.59056038  017.21128309 
111  49.59062783  017.21151548 
111  49.59072875  017.21145519 
111  49.59066326  017.21122758 
111  49.59060717  017.21116116 
112  49.59053208  017.21088524  49.59053208  017.21085120 
111  49.59058482  017.21071049 
112  49.59076710  017.21059240  49.59078662  017.21059371 
112  49.59089018  017.21067398  49.59090461  017.21070932 
111  49.59102548  017.21113546 
111  49.59102359  017.21122138 
111  49.59109162  017.21140679 
111  49.59119385  017.21133954 
111  49.59112921  017.21110763 
111  49.59107889  017.21110139 
112  49.59095189  017.21061671  49.59095189  017.21054210 
111  49.59100489  017.21041133 
111  49.59097907  017.21033065 
111  49.59073521  017.21049892 
111  49.59055265  017.21006871 
112  49.59054991  017.20982413  49.59052955  017.20976392 
112  49.59043969  017.20976451  49.59040575  017.20977106 
112  49.59036319  017.20987990  49.59036064  017.20996760 
112  49.59040863  017.21005401  49.59042814  017.21008673 
111  49.59045795  017.21011741 
111  49.59056572  017.21062284 
111  49.59028827  017.21080604 
111  49.59020898  017.21073998 
111  49.59010899  017.21038301 
111  49.59011396  017.21028479 
111  49.59006212  017.21008453 
111  49.58991140  017.21016682 
111  49.58997885  017.21039640 
111  49.59003212  017.21044349 
111  49.59013173  017.21078064 
111  49.59012421  017.21092674 
111  49.58992728  017.21106819 
111  49.58985362  017.21098239 
111  49.58973787  017.21063223 
111  49.58977094  017.21056266 
111  49.58969427  017.21032149 
111  49.58955897  017.21042120 
111  49.58962512  017.21064614 
111  49.58966120  017.21067629 
111  49.58978597  017.21114472 
111  49.58972630  017.21120853 
113  49.58810925  017.21102714 
110   3 0.00  96.30 STRIP
111  49.58733735  017.20431984 
111  49.58653105  017.21529628 
111  49.58736243  017.21542623 
111  49.58767446  017.21127857 
111  49.58813475  017.21133997 
111  49.58864927  017.20427578 
111  49.58814627  017.20418153 
113  49.58812419  017.20447131 
130 Airport Boundary 46
111  49.58698055  017.20317101 
111  49.58629274  017.21569712 
111  49.58825827  017.21612672 
111  49.58848628  017.21286308 
111  49.59018691  017.21295665 
111  49.59369792  017.20997589 
113  49.59046386  017.20405870 
14   49.59255960  017.21019471   82 0 TW
15   49.59202112  017.21035545 234.86 Stojanka
19   49.59275688  017.21002623 0 WS
19   49.58803047  017.21550930 0 WS
19   49.58826271  017.21075825 0 WS
54 11800 INFO

99
