I
1100 Generated by WorldEditor 2.2.0r2

1    585 0 0 C75 Marshall County
100 22.86 2 0 0.25 0 2 0 13  41.02180673 -089.39159500    0    0 2 0 0 1 31  41.01502194 -089.38018163    0    0 2 0 0 0
100 15.24 1 0 0.25 0 2 0 18  41.02259632 -089.38547670    0    0 2 0 0 0 36  41.01656194 -089.38565446    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 45
111  41.02140586 -089.38609402
112  41.02113981 -089.38570261  41.02113827 -089.38570261
111  41.02113981 -089.38570261
112  41.02113981 -089.38570261  41.02107233 -089.38562232
111  41.02098645 -089.38561724
111  41.02098492 -089.38559590
111  41.02132383 -089.38558066
111  41.02132537 -089.38560708
112  41.02127783 -089.38573920  41.02131463 -089.38583473
111  41.02127783 -089.38573920
112  41.02127783 -089.38573920  41.02128089 -089.38574123
113  41.02146880 -089.38602523
110 1 0.00 0.0000 New Taxiway 44
111  41.01670531 -089.38213930
111  41.01682914 -089.38201121
112  41.01693864 -089.38197706  41.01701041 -089.38199535
111  41.01705067 -089.38207237
112  41.01900502 -089.38537585  41.01900630 -089.38537839
111  41.01900502 -089.38537585
112  41.01900502 -089.38537585  41.01903889 -089.38543683
111  41.01909446 -089.38548268
111  41.01910219 -089.38551342
111  41.01889240 -089.38551634
111  41.01889350 -089.38549293
112  41.01890454 -089.38545781  41.01890199 -089.38544171
111  41.01884934 -089.38531293
111  41.01703108 -089.38225648
111  41.01695670 -089.38215588
112  41.01691238 -089.38215466  41.01688846 -089.38217295
111  41.01691238 -089.38215466
112  41.01691238 -089.38215466  41.01691054 -089.38215466
113  41.01678710 -089.38227904
110 2 0.00 0.0000 New Taxiway 43
111  41.01638199 -089.38227480
111  41.01639413 -089.38226633
112  41.01658582 -089.38226125  41.01666314 -089.38217656
111  41.01658582 -089.38226125
112  41.01658582 -089.38226125  41.01658710 -089.38226040
111  41.01670531 -089.38213930
111  41.01678710 -089.38227904
112  41.01664077 -089.38243994  41.01664141 -089.38243994
111  41.01664077 -089.38243994
112  41.01664077 -089.38243994  41.01658390 -089.38251023
111  41.01662096 -089.38264996
113  41.01660946 -089.38266182
110 2 0.00 0.0000 New Taxiway 42
111  41.01508552 -089.38011649
111  41.01540389 -089.37978358
111  41.01551430 -089.37998601
112  41.01531832 -089.38019210  41.01531648 -089.38019941
111  41.01531832 -089.38019210
112  41.01531832 -089.38019210  41.01524287 -089.38029087
111  41.01529255 -089.38041648
113  41.01528243 -089.38042989
110 2 0.00 0.0000 New Taxiway 41
111  41.01693382 -089.38571558
111  41.01693272 -089.38573461
112  41.01679911 -089.38584875  41.01675605 -089.38591899
111  41.01679911 -089.38584875
112  41.01679911 -089.38584875  41.01679691 -089.38585168
111  41.01670637 -089.38600826
111  41.01656945 -089.38601557
113  41.01656503 -089.38572875
110 2 0.00 0.0000 New Taxiway 37
111  41.02186456 -089.39152986
111  41.02171922 -089.39127087
111  41.02174022 -089.39124933
112  41.02189810 -089.39127087  41.02199241 -089.39121599
111  41.02189810 -089.39127087
112  41.02189810 -089.39127087  41.02190040 -089.39126985
111  41.02210347 -089.39106012
112  41.02212732 -089.39083006  41.02208131 -089.39069591
111  41.02212732 -089.39083006
112  41.02212732 -089.39083006  41.02212349 -089.39083006
112  41.02047352 -089.38804742  41.02047220 -089.38804917
111  41.02047352 -089.38804742
112  41.02047352 -089.38804742  41.02038077 -089.38791395
111  41.02026925 -089.38801961
112  41.02008928 -089.38820840  41.02009193 -089.38821015
111  41.02008928 -089.38820840
112  41.02008928 -089.38820840  41.02001640 -089.38827864
111  41.02005946 -089.38843230
111  41.02004290 -089.38845572
111  41.01984305 -089.38810449
111  41.01986403 -089.38809278
112  41.02001817 -089.38811181  41.02011224 -089.38805034
111  41.02001817 -089.38811181
112  41.02001817 -089.38811181  41.02001817 -089.38811005
111  41.02024143 -089.38788856
111  41.02049355 -089.38761660
111  41.02059983 -089.38751065
111  41.02066294 -089.38761421
111  41.02057254 -089.38771293
112  41.02056300 -089.38799111  41.02066503 -089.38815267
111  41.02056300 -089.38799111
112  41.02056300 -089.38799111  41.02056698 -089.38799286
112  41.02222454 -089.39077308  41.02222914 -089.39077674
111  41.02222454 -089.39077308
112  41.02222454 -089.39077308  41.02228619 -089.39086211
111  41.02238516 -089.39083810
111  41.02251236 -089.39069761
112  41.02256271 -089.39051321  41.02254707 -089.39047540
111  41.02256271 -089.39051321
112  41.02256271 -089.39051321  41.02255995 -089.39050711
111  41.02210824 -089.38975453
111  41.02285420 -089.38898707
111  41.02313245 -089.38946300
111  41.02297610 -089.38962809
111  41.02325567 -089.39009348
111  41.02272675 -089.39064245
111  41.02273136 -089.39067395
111  41.02278273 -089.39076847
111  41.02283564 -089.39079185
