I
1050 Generated by WorldEditor 2.1.0r1

1   1168 0 0 D02 Osage Muni
100 15.24 1 0 0.25 0 2 0 17  43.29703321 -092.79557080    0    0 1 0 0 0 35  43.28769985 -092.79566329    0    0 1 0 0 0
110 1 0.00 0.0000 New Taxiway 4
111  43.28796435 -092.79594517
111  43.28787666 -092.79594286
112  43.28787666 -092.79594286  43.28786296 -092.79575675
111  43.28773506 -092.79575710
111  43.28773506 -092.79574163
111  43.28810042 -092.79573703
111  43.28810023 -092.79575376
114  43.28810023 -092.79575376  43.28796300 -092.79577174
110 1 0.00 0.0000 New Taxiway 3
111  43.28887107 -092.79593386
111  43.28880361 -092.79593317
111  43.28880118 -092.79574757
111  43.28880038 -092.79572687
111  43.28898994 -092.79572361
111  43.28899013 -092.79574468
114  43.28899013 -092.79574468  43.28888012 -092.79577099
110 2 0.00 0.0000 New Taxiway 5
111  43.28887107 -092.79593386
112  43.28887107 -092.79593386  43.28886784 -092.79611474
111  43.28873462 -092.79611908
111  43.28851172 -092.79612195
112  43.28851172 -092.79612195  43.28846486 -092.79612603
111  43.28844530 -092.79619049
111  43.28833839 -092.79659606
111  43.28833507 -092.79727729
111  43.28840552 -092.79727786
111  43.28840552 -092.79723563
111  43.28849518 -092.79723610
111  43.28849484 -092.79736058
111  43.28840459 -092.79736057
111  43.28840460 -092.79731812
111  43.28833480 -092.79731822
111  43.28833204 -092.79756677
111  43.28840037 -092.79756682
111  43.28840012 -092.79752301
111  43.28850158 -092.79752358
111  43.28850167 -092.79767457
111  43.28840078 -092.79767452
111  43.28840075 -092.79763160
111  43.28833207 -092.79763184
111  43.28832986 -092.79788156
111  43.28839889 -092.79788363
111  43.28839871 -092.79782265
111  43.28851132 -092.79782258
111  43.28851115 -092.79799467
111  43.28839920 -092.79799449
111  43.28839892 -092.79792715
111  43.28833112 -092.79792463
111  43.28833078 -092.79797173
111  43.28827594 -092.79797146
111  43.28827600 -092.79790652
111  43.28820600 -092.79790655
111  43.28820428 -092.79807377
111  43.28810096 -092.79807137
111  43.28810098 -092.79801785
111  43.28803128 -092.79801705
111  43.28803046 -092.79806389
111  43.28797747 -092.79806323
111  43.28798020 -092.79755483
111  43.28791671 -092.79755374
111  43.28791662 -092.79758300
111  43.28772185 -092.79758075
111  43.28772604 -092.79700847
111  43.28773449 -092.79700854
111  43.28773751 -092.79650203
112  43.28773751 -092.79650203  43.28787691 -092.79648099
111  43.28787199 -092.79632041
111  43.28787582 -092.79632012
