I
1050 Generated by WorldEditor 2.3.0r2

1    641 0 0 KAPT Marion County Brown Field
1302 flatten 1
100 22.86 1 0 0.00 0 2 0 4  35.05689265 -085.58892081    0    0 2 0 0 0 22  35.06446943 -085.58171733    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 18
111  35.05950259 -085.58504172
111  35.05946799 -085.58498596
111  35.05955568 -085.58490379
113  35.05959028 -085.58495954
110 2 0.00 0.0000 New Taxiway 8
111  35.05792301 -085.58540611
111  35.05804164 -085.58529279
111  35.05843881 -085.58591410
113  35.05832017 -085.58602742
110 2 0.00 0.0000 New Taxiway 8
111  35.05819513 -085.58514619
111  35.05831517 -085.58503154
111  35.05871195 -085.58565274
113  35.05859192 -085.58576739
110 2 0.00 0.0000 New Taxiway 7
111  35.06043868 -085.58369465
111  35.06040890 -085.58364318
111  35.06029862 -085.58373332
111  35.06021883 -085.58357703
111  35.06029342 -085.58351294
111  35.06031671 -085.58355759
111  35.06034510 -085.58353319
111  35.06034852 -085.58349118
111  35.06098827 -085.58291692
111  35.06108307 -085.58308051
113  35.06109669 -085.58310400
110 2 0.00 0.0000 New Taxiway 6
111  35.06053884 -085.58381418
111  35.06063660 -085.58398068
111  35.06050418 -085.58410027
113  35.06040643 -085.58393378
110 2 0.00 0.0000 New Taxiway 5
111  35.05982357 -085.58465275
111  35.05965378 -085.58438856
111  35.05987981 -085.58417675
113  35.06004960 -085.58444094
110 2 0.00 0.0000 New Taxiway 4
111  35.05879295 -085.58478312
111  35.05869235 -085.58461983
111  35.05880703 -085.58451161
113  35.05890763 -085.58467490
110 2 0.00 0.0000 New Taxiway 4
111  35.05862259 -085.58494389
111  35.05855329 -085.58483290
111  35.05854012 -085.58481181
111  35.05865218 -085.58470607
113  35.05873464 -085.58483815
110 1 0.00 128.0000 Taxiway
112  35.06134764 -085.58383531  35.06125843 -085.58389085
111  35.06134764 -085.58383531 102
111  35.05937411 -085.58571140
112  35.05937411 -085.58571140  35.05926531 -085.58582653 102
112  35.05929888 -085.58601489  35.05933102 -085.58611402
111  35.05929888 -085.58601489
112  35.05929888 -085.58601489  35.05930050 -085.58601989 102
112  35.05930396 -085.58602996  35.05930573 -085.58603501
111  35.05930396 -085.58602996 102
111  35.05940568 -085.58621020 102
112  35.05954104 -085.58624390  35.05961142 -085.58622862
111  35.05954104 -085.58624390
111  35.05956901 -085.58623425
111  35.05930031 -085.58649551
111  35.05931496 -085.58645850
112  35.05931496 -085.58645850  35.05934554 -085.58636195 102
111  35.05931171 -085.58628572 102
111  35.05920999 -085.58610547
