A
1100 Generated by WorldEditor 1.6.0r1

1    869 0 0 KERY Luce County
100 22.86 1 0 0.25 0 2 0 11  46.31573758 -085.46785591    0    0 2 0 0 1 29  46.31165133 -085.45187085    0    0 2 0 0 1
100 45.72 3 0 0.25 0 0 0 04  46.30400873 -085.45693184  289    0 0 0 0 0 22  46.30996067 -085.44941856    0    0 0 0 0 0
110 2 0.00 0.0000 New Taxiway 112
111  46.30852196 -085.45667899
111  46.30852537 -085.45696734
111  46.30838054 -085.45696883
113  46.30838041 -085.45667800
110 2 0.00 0.0000 New Taxiway 111
111  46.30880775 -085.45685597
111  46.30869173 -085.45685597
111  46.30869147 -085.45668027
111  46.30870670 -085.45668027
111  46.30879793 -085.45668027
113  46.30880788 -085.45668027
110 1 0.00 0.0000 New Taxiway 104
111  46.31168129 -085.45239755
111  46.31158634 -085.45234615
111  46.31149119 -085.45195805
113  46.31155497 -085.45192256
110 1 0.00 0.0000 New Taxiway 103
111  46.31564115 -085.46790758
111  46.31557741 -085.46794343
111  46.31547982 -085.46756665
113  46.31552605 -085.46744767
110 2 0.00 0.0000 New Taxiway 105
111  46.31044773 -085.45703730
111  46.31031943 -085.45703730
111  46.31031844 -085.45671315
111  46.31033875 -085.45671292
111  46.31043039 -085.45671191
113  46.31044823 -085.45671171
110 2 0.00 0.0000 New Taxiway 106
111  46.31022670 -085.45687977
111  46.31005744 -085.45687878
111  46.31005813 -085.45669351
111  46.31006803 -085.45669348
111  46.31018725 -085.45669313
113  46.31022704 -085.45669301
110 2 0.00 0.0000 New Taxiway 107
111  46.30988313 -085.45684374
111  46.30975722 -085.45684474
111  46.30975791 -085.45669185
111  46.30977264 -085.45669185
111  46.30987486 -085.45669185
113  46.30988347 -085.45669185
110 2 0.00 0.0000 New Taxiway 108
111  46.30964073 -085.45669522
111  46.30964085 -085.45693937
111  46.30952939 -085.45694009
113  46.30952954 -085.45669429
110 2 0.00 0.0000 New Taxiway 109
111  46.30935517 -085.45669191
111  46.30935476 -085.45698598
111  46.30925197 -085.45698778
113  46.30925280 -085.45669202
110 2 0.00 0.0000 New Taxiway 110
111  46.30907454 -085.45686592
111  46.30892675 -085.45686652
111  46.30892633 -085.45669560
111  46.30895916 -085.45669494
111  46.30904994 -085.45669310
113  46.30907412 -085.45669261
110 2 0.00 0.0000 New Taxiway 113
111  46.30794761 -085.45666423
111  46.30794808 -085.45693207
111  46.30776082 -085.45693465
113  46.30776125 -085.45666367
110 2 0.00 0.0000 New Taxiway 114
111  46.30745950 -085.45712121
111  46.30731738 -085.45712215
111  46.30731482 -085.45651736
113  46.30745933 -085.45652006
110 1 0.00 0.0000 New Taxiway 102
111  46.31273006 -085.45651126 3
112  46.31260969 -085.45641275  46.31254846 -085.45641126
111  46.31260969 -085.45641275 3
111  46.31238940 -085.45641215 3
111  46.31183459 -085.45641061
112  46.31183459 -085.45641061  46.31175632 -085.45642066 3
111  46.31172612 -085.45658193 3
111  46.31172712 -085.45669971 3
111  46.31065863 -085.45670828
111  46.31065682 -085.45640354
111  46.31049534 -085.45640251
111  46.31042990 -085.45648272
111  46.31043039 -085.45671191
111  46.31033875 -085.45671292
111  46.31033902 -085.45648374
111  46.31027836 -085.45640112
111  46.31024880 -085.45640093
111  46.31018574 -085.45648291
111  46.31018725 -085.45669313
111  46.31006803 -085.45669348
111  46.31006815 -085.45647770
111  46.31000819 -085.45639939
111  46.30993445 -085.45639892
111  46.30987449 -085.45647512
111  46.30987486 -085.45669185
111  46.30977264 -085.45669185
111  46.30977323 -085.45646989
111  46.30971972 -085.45639754
111  46.30968579 -085.45639732
111  46.30964083 -085.45647419
111  46.30964073 -085.45669522
111  46.30952954 -085.45669429
111  46.30952888 -085.45648796
111  46.30946394 -085.45639590
111  46.30940743 -085.45639554
111  46.30935547 -085.45646804
111  46.30935517 -085.45669191
111  46.30925280 -085.45669202
111  46.30925228 -085.45647774
111  46.30919402 -085.45639417
111  46.30911663 -085.45639368
111  46.30904994 -085.45648032
111  46.30904994 -085.45669310
111  46.30895916 -085.45669494
111  46.30895898 -085.45648420
111  46.30888908 -085.45639222
111  46.30886901 -085.45639209
111  46.30879753 -085.45648250
111  46.30879793 -085.45668027
111  46.30870670 -085.45668027
111  46.30870672 -085.45647503
111  46.30864490 -085.45639066
111  46.30857356 -085.45639020
111  46.30852108 -085.45645764
111  46.30852196 -085.45667899
111  46.30838041 -085.45667800
111  46.30838036 -085.45644908
111  46.30834231 -085.45638872
111  46.30808791 -085.45638709
112  46.30794923 -085.45654174  46.30793896 -085.45665921
111  46.30794923 -085.45654174
111  46.30794761 -085.45666423
111  46.30776125 -085.45666367
111  46.30776125 -085.45654769
111  46.30772427 -085.45643914
112  46.30772427 -085.45643914  46.30761025 -085.45644508
111  46.30761333 -085.45658338
111  46.30761333 -085.45712019
111  46.30745950 -085.45712121
111  46.30745933 -085.45652006
111  46.30731482 -085.45651736
111  46.30731738 -085.45712215
111  46.30716443 -085.45712316
111  46.30716341 -085.45625178
111  46.30940193 -085.45624857
111  46.30975034 -085.45624808
111  46.31059997 -085.45624686
112  46.31059997 -085.45624686  46.31062786 -085.45624569
112  46.31064923 -085.45621829  46.31065643 -085.45620460
111  46.31064923 -085.45621829
112  46.31064923 -085.45621829  46.31065674 -085.45620402
111  46.31065667 -085.45618975
111  46.31065545 -085.45603450 3
111  46.31071999 -085.45603437 3
111  46.31085253 -085.45603409 3
111  46.31096493 -085.45603386 3
111  46.31109156 -085.45603359 3
111  46.31121088 -085.45603334 3
111  46.31133558 -085.45603308 3
111  46.31145779 -085.45603283 3
111  46.31157918 -085.45603258 3
111  46.31170250 -085.45603232 3
111  46.31176237 -085.45603219 3
111  46.31176152 -085.45612416
112  46.31176152 -085.45612416  46.31176647 -085.45621237 3
111  46.31183342 -085.45620980 3
111  46.31239653 -085.45620846 3
111  46.31256769 -085.45620917
112  46.31256769 -085.45620917  46.31261482 -085.45620071 3
113  46.31263189 -085.45612242
110 3 0.00 0.0000 New Taxiway 101
111  46.30771449 -085.45264026
111  46.30975034 -085.45624808
111  46.30940193 -085.45624857
113  46.30750583 -085.45289480
110 2 0.00 0.0000 New Taxiway 124
111  46.31088828 -085.45701275
111  46.31079483 -085.45701275
111  46.31079554 -085.45680517
113  46.31088899 -085.45680517
130 Airport Boundary
111  46.30383898 -085.45761181
111  46.31246519 -085.45758971
111  46.31522403 -085.46824393
111  46.31637437 -085.46753678
111  46.31371446 -085.45744475
111  46.31529027 -085.45744851
111  46.31529219 -085.45582906
