I
1050 Generated by WorldEditor

1     92 0 0 PAKT Ketchikan International Airport
1302 city Ketchikan
1302 country USA
1302 datum_lat 55.3540833
1302 datum_lon -131.7112222
1302 faa_code KTN
1302 iata_code 
1302 icao_code PAKT
1302 region_code 
1302 state Alaska
1302 transition_alt 
1302 transition_level 
100 45.72 1 0 0.25 0 3 0 11  55.36142627 -131.72391754    0  219 3 8 0 0 29  55.34672171 -131.69861002    0   54 3 8 0 0
110 2 0.00 0.0000 New Taxiway 23
111  55.35638182 -131.70994360
111  55.35639517 -131.70997042
111  55.35627058 -131.71019778
111  55.35618152 -131.71004719
111  55.35630634 -131.70982557
111  55.35635056 -131.70989196
111  55.35642986 -131.70974577
113  55.35645654 -131.70979271
110 2 0.00 0.0000 New Taxiway 23
111  55.35662565 -131.71036127
111  55.35665198 -131.71041797
111  55.35655775 -131.71059893
111  55.35646693 -131.71045166
111  55.35656543 -131.71027014
111  55.35659835 -131.71032928
111  55.35679174 -131.70998117
113  55.35681669 -131.71003665
110 2 0.00 0.0000 New Taxiway 19
111  55.35595637 -131.70850797
111  55.35568350 -131.70805301
111  55.35566304 -131.70801890
111  55.35538368 -131.70755312
111  55.35558174 -131.70723699
111  55.35584919 -131.70769352
111  55.35586928 -131.70775243
113  55.35613587 -131.70819937
111  55.35584919 -131.70769352
111  55.35566304 -131.70801890
111  55.35568350 -131.70805301
113  55.35586928 -131.70775243
110 2 0.00 0.0000 New Taxiway 18
111  55.35627301 -131.70903310
111  55.35599338 -131.70856968
111  55.35614855 -131.70829672
111  55.35641572 -131.70874643
111  55.35629788 -131.70895510
113  55.35630702 -131.70896851
110 2 0.00 0.0000 terminal
111  55.35697464 -131.71016866
111  55.35689344 -131.71002741
111  55.35679902 -131.71016996
111  55.35678399 -131.71013345
111  55.35687159 -131.70998942
111  55.35662096 -131.70955347
111  55.35679549 -131.70924135
111  55.35706502 -131.70975004
111  55.35711598 -131.70983105
111  55.35706748 -131.70992933
113  55.35708589 -131.70996929
110 2 0.00 0.0000 New Taxiway 16
111  55.35694846 -131.71056970
111  55.35684605 -131.71039714
111  55.35697464 -131.71016866
113  55.35707711 -131.71034236
110 1 0.00 0.0000 New Taxiway 1
111  55.34811677 -131.70039693
111  55.34876207 -131.70150192
111  55.36123620 -131.72296265
112  55.36160257 -131.72277075  55.36175545 -131.72244576
111  55.36166364 -131.72207453
111  55.36135759 -131.72135338
111  55.35661794 -131.71284830
111  55.35638134 -131.71251693
111  55.35316279 -131.70688878
111  55.35221860 -131.70535375
111  55.34993696 -131.70168915
111  55.34935566 -131.70084978
112  55.34886663 -131.70073223  55.34858723 -131.70099318
111  55.34876207 -131.70150192
111  55.34811677 -131.70039693
112  55.34839166 -131.70057414  55.34852268 -131.70055042
111  55.34839166 -131.70057414
112  55.34839166 -131.70057414  55.34850342 -131.70055042
111  55.34858725 -131.70039191
112  55.34873538 -131.70022278  55.34880475 -131.70015500
111  55.34889619 -131.70012743
112  55.34919842 -131.70003058  55.34931404 -131.69999330
111  55.34942238 -131.69978391
112  55.34964280 -131.69949032  55.34976612 -131.69946998
111  55.34984145 -131.69958306
111  55.35018254 -131.70011202
112  55.35030455 -131.70042168  55.35033446 -131.70059003
111  55.35028068 -131.70075408
111  55.35023938 -131.70098180
112  55.35023938 -131.70098180  55.35018858 -131.70143162
111  55.35038999 -131.70176032
111  55.35080808 -131.70129200
111  55.35097579 -131.70156431
111  55.35111600 -131.70132280
111  55.35138406 -131.70177783
111  55.35149398 -131.70173815
111  55.35196616 -131.70253161
111  55.35159299 -131.70320410
112  55.35159299 -131.70320410  55.35151721 -131.70335117
111  55.35156836 -131.70364413
111  55.35313226 -131.70615083
111  55.35466713 -131.70881052
111  55.35489239 -131.70841691
111  55.35488307 -131.70837828
111  55.35457229 -131.70786086
111  55.35365876 -131.70625683
111  55.35272644 -131.70445354
112  55.35261436 -131.70406045  55.35260277 -131.70386437
111  55.35268768 -131.70368988
111  55.35269730 -131.70363136
111  55.35276005 -131.70329817
111  55.35285574 -131.70313719
111  55.35291107 -131.70291160
111  55.35477538 -131.70619145
111  55.35480172 -131.70636192
111  55.35450471 -131.70681025
111  55.35440723 -131.70670487
111  55.35286054 -131.70400661
112  55.35278368 -131.70399468  55.35275137 -131.70403887
111  55.35278500 -131.70415333
111  55.35383143 -131.70620607
111  55.35401866 -131.70657184
111  55.35465222 -131.70766169
111  55.35470131 -131.70764823
111  55.35487274 -131.70733893
111  55.35503791 -131.70702253
111  55.35514348 -131.70694665
111  55.35525886 -131.70701538
111  55.35529687 -131.70689038
111  55.35553077 -131.70710447
111  55.35558174 -131.70723699
111  55.35538368 -131.70755312
111  55.35566304 -131.70801890
111  55.35568350 -131.70805301
111  55.35595637 -131.70850797
111  55.35599338 -131.70856968
111  55.35627301 -131.70903310
111  55.35662096 -131.70955347
111  55.35687159 -131.70998942
111  55.35678399 -131.71013345
111  55.35679902 -131.71016996
111  55.35689344 -131.71002741
111  55.35697464 -131.71016866
111  55.35684605 -131.71039714
111  55.35694846 -131.71056970
111  55.35707711 -131.71034236
111  55.35719976 -131.71054062
111  55.35694292 -131.71113485
112  55.35694292 -131.71113485  55.35679420 -131.71139646
111  55.35684216 -131.71181276
111  55.35667572 -131.71226064
111  55.35860063 -131.71554388
111  55.36171052 -131.72124954
111  55.36199504 -131.72184882
112  55.36204939 -131.72247350  55.36201786 -131.72284332
111  55.36189511 -131.72309385
111  55.36161413 -131.72362119
111  55.36165546 -131.72369773
111  55.36163588 -131.72372261
111  55.36304034 -131.72611056
111  55.36272483 -131.72668624
111  55.36132485 -131.72425210
111  55.36129311 -131.72429962
111  55.34656623 -131.69896276
111  55.34657740 -131.69891073
111  55.34620981 -131.69828274
113  55.34652622 -131.69772279
111  55.35665198 -131.71041797
111  55.35662565 -131.71036127
111  55.35681669 -131.71003665
111  55.35679174 -131.70998117
111  55.35659835 -131.71032928
111  55.35656543 -131.71027014
111  55.35646693 -131.71045166
113  55.35655775 -131.71059893
111  55.35639517 -131.70997042
111  55.35638182 -131.70994360
111  55.35645654 -131.70979271
111  55.35642986 -131.70974577
111  55.35635056 -131.70989196
111  55.35630634 -131.70982557
111  55.35618152 -131.71004719
113  55.35627058 -131.71019778
130 Airport Boundary 3
111  55.36258878 -131.72929374
111  55.35892581 -131.72212796
111  55.35858077 -131.72255611
111  55.35811249 -131.72222551
111  55.35605428 -131.71805702
111  55.35127642 -131.70946024
111  55.35104956 -131.70988387
111  55.34682475 -131.70226918
111  55.34679702 -131.70119643
111  55.34420128 -131.69634061
111  55.34411216 -131.69579437
111  55.34513638 -131.69400706
111  55.34535763 -131.69406123
111  55.34544166 -131.69420407
111  55.34546406 -131.69449958
111  55.34796236 -131.69889207
111  55.34829973 -131.69893795
111  55.34844233 -131.69862293
111  55.34932299 -131.69814040
111  55.35217003 -131.70108699
111  55.35291042 -131.70284349
111  55.35685653 -131.70855651
111  55.35756511 -131.70997047
111  55.35716158 -131.71073209
111  55.35694974 -131.71168321
111  55.35778242 -131.71365645
111  55.36202858 -131.72088739
111  55.36235703 -131.72300616
111  55.36423396 -131.72634732
111  55.36369790 -131.72731212
111  55.36389711 -131.72773099
111  55.36375799 -131.72805837
111  55.36361191 -131.72781666
113  55.36345366 -131.72781054
120 Linear Feature 5
111  55.35486835 -131.70894248 8
115  55.35474134 -131.70872368
120 Linear Feature 4
111  55.34870275 -131.70030283 4 104
111  55.34890861 -131.70066343
111  55.36167910 -131.72260648 4 104
115  55.36191544 -131.72300619
120 Linear Feature 2
111  55.35856254 -131.72136695 22
112  55.35856275 -131.72103205  55.35846833 -131.72084322
111  55.35856275 -131.72103205
112  55.35856275 -131.72103205  55.35846915 -131.72085749 22
111  55.35836330 -131.72103139 22
112  55.35836444 -131.72136894  55.35846243 -131.72153514
111  55.35836444 -131.72136894
114  55.35836444 -131.72136894  55.35847460 -131.72153229 22
120 Linear Feature 1
111  55.35860162 -131.72153273 20
111  55.35863076 -131.72148347 20
111  55.35858042 -131.72140623
111  55.35834460 -131.72100055 20
111  55.35829428 -131.72091352 20
115  55.35826726 -131.72096354
120 Linear Feature 15
111  55.35521940 -131.70783599 20
111  55.35498777 -131.70824344 20
111  55.35494479 -131.70816882 20
115  55.35517364 -131.70776530
120 Linear Feature 14
111  55.35606206 -131.70939217 8
111  55.35580254 -131.70986752
111  55.35560337 -131.71020364 8
115  55.35552441 -131.71035256
120 Linear Feature 13
111  55.35609381 -131.71128723 1
116  55.35609117 -131.71159323  55.35615127 -131.71175123
120 Linear Feature 13
111  55.35582463 -131.71084780 1
116  55.35582669 -131.71114107  55.35588680 -131.71129907
120 Linear Feature 12
111  55.35669632 -131.71018938 1
111  55.35609381 -131.71128723 1
116  55.35591658 -131.71128874  55.35582438 -131.71115914
120 Linear Feature 12
111  55.35644687 -131.70974131 1
111  55.35582463 -131.71084780 1
116  55.35566103 -131.71086141  55.35557863 -131.71077349
120 Linear Feature 11
111  55.34902888 -131.70257528 1 105
111  55.34867025 -131.70195325 1 105
116  55.34866606 -131.70068807  55.34896628 -131.69998610
120 Linear Feature 10
111  55.36145682 -131.72344712 1 105
111  55.36175300 -131.72293063 1 105
112  55.36180546 -131.72279903  55.36183242 -131.72272161
111  55.36180546 -131.72279903
112  55.36180546 -131.72279903  55.36192771 -131.72241481 7 105
111  55.36185503 -131.72207873 1 105
112  55.36175451 -131.72174718  55.36170776 -131.72167443
111  55.36175451 -131.72174718 1 101
111  55.35886860 -131.71640952 1 101
111  55.35806191 -131.71496142 1 101
111  55.35650436 -131.71230945 1 101
111  55.35609117 -131.71159323 1 101
111  55.35591658 -131.71128874 1 101
111  55.35582669 -131.71114107 1 101
111  55.35566103 -131.71086141 1 101
111  55.35298984 -131.70625761 1 101
111  55.35143807 -131.70376530 1 101
111  55.35104816 -131.70315432 1 101
111  55.34946816 -131.70065449 1 105
112  55.34919713 -131.70037737  55.34907668 -131.70033942
111  55.34919713 -131.70037737 7 105
112  55.34881076 -131.70047983  55.34863716 -131.70066576
111  55.34881076 -131.70047983
112  55.34881076 -131.70047983  55.34875341 -131.70052852 1 105
111  55.34866606 -131.70068807
112  55.34866606 -131.70068807  55.34862059 -131.70072805 1 105
112  55.34793082 -131.70067321  55.34752678 -131.70012465
111  55.34793082 -131.70067321 1 105
115  55.34754066 -131.69998573
120 Linear Feature 9
111  55.35681258 -131.71180001 3 102
111  55.35656906 -131.71221977 3 102
111  55.35812935 -131.71487614 3 102
111  55.35892128 -131.71629170 3 102
111  55.36149732 -131.72106577 3 102
111  55.36181166 -131.72155374 3 102
112  55.36199115 -131.72225403  55.36201102 -131.72268691
111  55.36199115 -131.72225403
112  55.36199115 -131.72225403  55.36200678 -131.72274679 3 102
111  55.36184446 -131.72305506 3 102
115  55.36153751 -131.72357828
120 Linear Feature 8
111  55.35579499 -131.70985829 3
111  55.35506422 -131.70859401 3
115  55.35487547 -131.70893485
120 Linear Feature 7
111  55.35487547 -131.70893485 5
111  55.35560238 -131.71019585 5
115  55.35579499 -131.70985829
120 Linear Feature 6
