A
1050 Generated by WorldEditor 1.7.1r1
1     32 1 0 93B Stonington Municipal
100 18.29 1 0 0.00 0 0 0 7  44.17139867 -068.68335878    0    0 1 0 0 0 25  44.17503997 -068.67714073    0    0 1 0 0 0
110 2 0.00 0.0000 New Taxiway 56
111  44.17350573 -068.68120205
111  44.17322421 -068.68088492
111  44.17327827 -068.68078485
111  44.17330606 -068.68081620
111  44.17333743 -068.68085158
111  44.17340479 -068.68092757
111  44.17343851 -068.68096560
111  44.17349344 -068.68102756
111  44.17352569 -068.68106394
113  44.17356632 -068.68110977
110 1 0.00 0.0000 New Taxiway 55
111  44.17320129 -068.68045511
112  44.17325314 -068.68057011  44.17330383 -068.68062908
111  44.17325314 -068.68057011
111  44.17342559 -068.68075856
111  44.17342000 -068.68076896
111  44.17358313 -068.68095482
111  44.17352569 -068.68106394
111  44.17349306 -068.68102625
111  44.17352720 -068.68096651
111  44.17347034 -068.68090283
111  44.17343851 -068.68096560
111  44.17340479 -068.68092757
111  44.17343585 -068.68087034
111  44.17336966 -068.68079366
111  44.17333743 -068.68085158
111  44.17330606 -068.68081620
111  44.17333890 -068.68075856
111  44.17321772 -068.68063120
112  44.17321772 -068.68063120  44.17316086 -068.68057271
113  44.17311611 -068.68060000
110 1 0.00 0.0000 New Taxiway 57
111  44.17477553 -068.67776674
112  44.17479697 -068.67782523  44.17482494 -068.67784733
111  44.17479697 -068.67782523
111  44.17486036 -068.67787592
112  44.17498807 -068.67784863  44.17503001 -068.67776956
111  44.17498713 -068.67771086
111  44.17491536 -068.67762638
112  44.17491536 -068.67762638  44.17488661 -068.67759822
111  44.17486595 -068.67761468
111  44.17494519 -068.67748081
112  44.17496896 -068.67758132  44.17499692 -068.67761706
111  44.17496896 -068.67758132
111  44.17501137 -068.67763287
112  44.17503747 -068.67789282  44.17496290 -068.67802539
111  44.17503747 -068.67789282
112  44.17503747 -068.67789282  44.17495171 -068.67803578
111  44.17481841 -068.67792791
111  44.17476248 -068.67788112
112  44.17476248 -068.67788112  44.17473824 -068.67786162
113  44.17471214 -068.67787592
110 2 0.00 0.0000 New Taxiway 54
111  44.17327037 -068.68096191
111  44.17335102 -068.68105619
111  44.17327738 -068.68118486
