I
1050 Generated by WorldEditor 2.2.0r2

1     69 0 0 T78 Liberty Muni
100 23.45 1 0 0.00 0 2 0 16  30.08287883 -094.70002723    0    0 2 0 0 0 34  30.07274135 -094.69707497    0    0 2 0 0 0
110 1 0.00 0.0000 Taxiway main
111  30.08267813 -094.69984726
111  30.08268080 -094.69983712
112  30.08268080 -094.69983712  30.08274808 -094.69982982
112  30.08282574 -094.69974657  30.08284773 -094.69967543
111  30.08282574 -094.69974657
111  30.08285959 -094.69962889
111  30.08289285 -094.69946045
112  30.08289285 -094.69946045  30.08290775 -094.69936750
112  30.08279934 -094.69927682  30.08275139 -094.69925834
111  30.08279934 -094.69927682
111  30.07705482 -094.69760773
112  30.07705482 -094.69760773  30.07700389 -094.69759871
112  30.07691899 -094.69772728  30.07689770 -094.69778274
111  30.07691899 -094.69772728
111  30.07688144 -094.69788849
111  30.07685906 -094.69800000
112  30.07685906 -094.69800000  30.07685164 -094.69807076
112  30.07695021 -094.69817170  30.07703087 -094.69822496
111  30.07695021 -094.69817170
111  30.07694895 -094.69817815
111  30.07661219 -094.69808184
111  30.07661431 -094.69807654
112  30.07661431 -094.69807654  30.07668039 -094.69806998
112  30.07676060 -094.69794229  30.07679035 -094.69784567
111  30.07676060 -094.69794229
111  30.07678116 -094.69785974
111  30.07680930 -094.69767717
112  30.07680930 -094.69767717  30.07681430 -094.69760035
112  30.07673093 -094.69750883  30.07667388 -094.69747691
111  30.07673093 -094.69750883
111  30.07312690 -094.69646569
112  30.07312690 -094.69646569  30.07304161 -094.69645533
112  30.07296448 -094.69657927  30.07293567 -094.69667090
111  30.07296448 -094.69657927
111  30.07292854 -094.69673289
111  30.07290102 -094.69686327
112  30.07290102 -094.69686327  30.07289751 -094.69690610
112  30.07296647 -094.69701460  30.07301277 -094.69705921
111  30.07296647 -094.69701460
111  30.07296535 -094.69701820
111  30.07276980 -094.69696102
111  30.07282856 -094.69670296
111  30.07286162 -094.69655515
112  30.07286162 -094.69655515  30.07291532 -094.69637287
112  30.07318349 -094.69635191  30.07333403 -094.69638019
111  30.07318349 -094.69635191
111  30.07677804 -094.69740395
112  30.07677804 -094.69740395  30.07681794 -094.69739747
112  30.07691428 -094.69725712  30.07692667 -094.69719119
111  30.07691428 -094.69725712
112  30.07691428 -094.69725712  30.07691841 -094.69719984
112  30.07685255 -094.69709836  30.07682106 -094.69707510
111  30.07685255 -094.69709836
111  30.07712438 -094.69717873
112  30.07712438 -094.69717873  30.07708546 -094.69719637
112  30.07701757 -094.69728866  30.07699770 -094.69734055
111  30.07701757 -094.69728866
112  30.07701757 -094.69728866  30.07700841 -094.69731258
112  30.07701167 -094.69736665  30.07701811 -094.69739435
111  30.07701167 -094.69736665
111  30.07704399 -094.69746864
112  30.07704399 -094.69746864  30.07705012 -094.69748154
111  30.07706726 -094.69748961
111  30.08305442 -094.69923959
111  30.08295955 -094.69966079
113  30.08290210 -094.69991160
110 1 0.00 0.0000 Taxiway  ramps area
111  30.07832112 -094.69631748
111  30.07812179 -094.69720021
111  30.07739956 -094.69698892
112  30.07739956 -094.69698892  30.07735527 -094.69697961
112  30.07730735 -094.69704677  30.07729416 -094.69709298
111  30.07730735 -094.69704677
111  30.07726927 -094.69721674
111  30.07712438 -094.69717873
111  30.07698909 -094.69713873
111  30.07685255 -094.69709836
111  30.07620483 -094.69691460
111  30.07551796 -094.69658232
111  30.07563414 -094.69604869
111  30.07605422 -094.69616983
111  30.07610915 -094.69618706
111  30.07608992 -094.69627388
112  30.07608992 -094.69627388  30.07607520 -094.69636163
112  30.07620442 -094.69650187  30.07630131 -094.69654950
111  30.07620442 -094.69650187
111  30.07739971 -094.69684160
112  30.07739971 -094.69684160  30.07742457 -094.69684585
112  30.07748047 -094.69679066  30.07750033 -094.69675268
111  30.07748047 -094.69679066
111  30.07763460 -094.69610933
111  30.07766957 -094.69612033
111  30.07773209 -094.69613949
111  30.07756806 -094.69684952
111  30.07770447 -094.69688949
111  30.07786976 -094.69618078
111  30.07798076 -094.69621449
111  30.07808499 -094.69624603
111  30.07792046 -094.69695324
111  30.07805937 -094.69699388
111  30.07822141 -094.69628765
113  30.07828754 -094.69630732
110 1 0.00 0.0000 Taxiway south
111  30.07265160 -094.69744044
111  30.07268625 -094.69732642
111  30.07271658 -094.69719166
111  30.07285412 -094.69723231
111  30.07285252 -094.69723869
112  30.07285252 -094.69723869  30.07282413 -094.69723770
112  30.07278964 -094.69727435  30.07278150 -094.69729734
111  30.07278964 -094.69727435
111  30.07273516 -094.69747166
111  30.07270084 -094.69761026
111  30.07271746 -094.69770187
112  30.07271746 -094.69770187  30.07275295 -094.69777495
112  30.07278618 -094.69793048  30.07279349 -094.69800331
111  30.07278618 -094.69793048
111  30.07275226 -094.69811753
111  30.07267612 -094.69854708
111  30.07262572 -094.69895693
111  30.07257653 -094.69945773
111  30.07253551 -094.69972960
111  30.07243625 -094.70026913
112  30.07243625 -094.70026913  30.07240384 -094.70040944
112  30.07227834 -094.70055298  30.07220297 -094.70061473
