I
1050 Generated by WorldEditor 2.1.0r1

1    833 1 0 UNKM Krasnoyarsk Cheremshanka
1302 city Krasnoyarsk
1302 country Russia
1302 datum_lat 56.1775000
1302 datum_lon 92.5466667
1302 local_code UNKM
1302 region_code UN
1302 state Krasnoyarsk Krai
1302 transition_alt 7500 ft
100 30.00 2 0 0.00 0 3 0 11  56.18054440  092.53340000    0    0 3 0 0 0 29  56.17418610  092.56004720    0    0 3 7 0 0
110 2 0.00 0.0000 New Taxiway 13
111  56.17621290  092.53369524
111  56.17640158  092.53386185
111  56.17648684  092.53355031
111  56.17647266  092.53353763
111  56.17647850  092.53351654
111  56.17643993  092.53348205
111  56.17643409  092.53350314
113  56.17629658  092.53338020
110 2 0.00 0.0000 New Taxiway 11
111  56.17379942  092.55000794
111  56.17389775  092.54958607
111  56.17309371  092.54894262
111  56.17307913  092.54899763
111  56.17369971  092.54949039
112  56.17369971  092.54949039  56.17379919  092.54961614
111  56.17379653  092.54977345
111  56.17367735  092.55027524
111  56.17367343  092.55029383
111  56.17369579  092.55031182
111  56.17369887  092.55031429
113  56.17374305  092.55022247
110 2 0.00 0.0000 New Taxiway 9
111  56.17418610  092.56004720
111  56.17437692  092.55924599
111  56.17419195  092.55911087
113  56.17400229  092.55990091
110 2 0.00 0.0000 New Taxiway 5
111  56.17524359  092.53607756
111  56.17540099  092.53540495
111  56.17547934  092.53546682
111  56.17550040  092.53538128
111  56.17541063  092.53530783
111  56.17561264  092.53441168
111  56.17547521  092.53429489
111  56.17532245  092.53494170
111  56.17486242  092.53459820
111  56.17482038  092.53476943
111  56.17473327  092.53471470
111  56.17481353  092.53439779
111  56.17475633  092.53435417
111  56.17470966  092.53452584
111  56.17467166  092.53449421
111  56.17462100  092.53469712
111  56.17464479  092.53471964
111  56.17459029  092.53494028
112  56.17459029  092.53494028  56.17464199  092.53500443
112  56.17457329  092.53508179  56.17454930  092.53506646
111  56.17457329  092.53508179
111  56.17449576  092.53502849
111  56.17454045  092.53466399
111  56.17446691  092.53461421
111  56.17442670  092.53497878
112  56.17442670  092.53497878  56.17441012  092.53508302
111  56.17436246  092.53511291
111  56.17435901  092.53514790
111  56.17441031  092.53518768
111  56.17439078  092.53527003
111  56.17452546  092.53539692
111  56.17452861  092.53556325
111  56.17518715  092.53607696
112  56.17518715  092.53607696  56.17519159  092.53612723
111  56.17518463  092.53619909
111  56.17522448  092.53622632
113  56.17525259  092.53610020
110 2 0.00 0.0000 New Taxiway 3
111  56.17570111  092.53341427
111  56.17569631  092.53344150
111  56.17574466  092.53348065
111  56.17578006  092.53360754
111  56.17579167  092.53361922
111  56.17589394  092.53317609
111  56.17548006  092.53289804
113  56.17540043  092.53322086
110 1 0.00 0.0000 New Taxiway 2
111  56.18015392  092.52508899
111  56.17911605  092.52429594
111  56.17902719  092.52422811
111  56.17883925  092.52408539
111  56.17816427  092.52357011
111  56.17639801  092.53102032
112  56.17639801  092.53102032  56.17636923  092.53112565
111  56.17626810  092.53106440
111  56.17598364  092.53230229
111  56.17606333  092.53236229
112  56.17606333  092.53236229  56.17611475  092.53242158
111  56.17610774  092.53253647
111  56.17601743  092.53296146
111  56.17600026  092.53298675
111  56.17593791  092.53296366
111  56.17592041  092.53302317
111  56.17588032  092.53300498
111  56.17587220  092.53303501
111  56.17591444  092.53308728
111  56.17589394  092.53317609
111  56.17579167  092.53361922
111  56.17578006  092.53360754
111  56.17566365  092.53395895
112  56.17566365  092.53395895  56.17563233  092.53403010
111  56.17558888  092.53402517
111  56.17538041  092.53388757
111  56.17530432  092.53415111
111  56.17547445  092.53429489
111  56.17561264  092.53441168
111  56.17541063  092.53530783
111  56.17550040  092.53538128
111  56.17547934  092.53546682
111  56.17552475  092.53549772
111  56.17554297  092.53544794
111  56.17559466  092.53552889
111  56.17561463  092.53547475
111  56.17575341  092.53558831
111  56.17563196  092.53608551
111  56.17577253  092.53619348
111  56.17563897  092.53674479
111  56.17549566  092.53664938
111  56.17543089  092.53692499
111  56.17679976  092.53801032
111  56.17401448  092.54958972
112  56.17401448  092.54958972  56.17394540  092.54982963
111  56.17381581  092.55005742
111  56.17379942  092.55000794
111  56.17374305  092.55022247
111  56.17369887  092.55031429
111  56.17369579  092.55031182
111  56.17367343  092.55029383
111  56.17367735  092.55027524
111  56.17318221  092.54991440
111  56.17260656  092.55232559
111  56.17286048  092.55251531
111  56.17235068  092.55466092
111  56.17258972  092.55483610
111  56.17261558  092.55485505
111  56.17264107  092.55487373
111  56.17288491  092.55505243
111  56.17436961  092.54885981
112  56.17436961  092.54885981  56.17447252  092.54844826
112  56.17474967  092.54885221  56.17476920  092.54908617
111  56.17474967  092.54885221
111  56.17510001  092.55456724
112  56.17510001  092.55456724  56.17512388  092.55527487
111  56.17506780  092.55561780
111  56.17424402  092.55906028
112  56.17424402  092.55906028  56.17423558  092.55909475
112  56.17416016  092.55913985  56.17413176  092.55919086
111  56.17416016  092.55913985
112  56.17416016  092.55913985  56.17411833  092.55923223
112  56.17398600  092.55987462  56.17397192  092.56004582
111  56.17398600  092.55987462
112  56.17398600  092.55987462  56.17398152  092.55992978
111  56.17392380  092.55991477
111  56.17391526  092.55996158
112  56.17391526  092.55996158  56.17396812  092.55999190
112  56.17402106  092.56011568  56.17401129  092.56029122
111  56.17402106  092.56011568
111  56.17400178  092.56033745
112  56.17400178  092.56033745  56.17400242  092.56037766
111  56.17402029  092.56039829
111  56.17416217  092.56050682
112  56.17416217  092.56050682  56.17417624  092.56051256
111  56.17419570  092.56048826
111  56.17433661  092.56016140
111  56.18070393  092.53348545
111  56.18072887  092.53301072
111  56.18057749  092.53289363
111  56.18043515  092.53320935
112  56.18043515  092.53320935  56.18040560  092.53326022
111  56.18035471  092.53324127
111  56.18016205  092.53309458 3 102
111  56.17954555  092.53262518 3 102
111  56.17865489  092.53194703
112  56.17865489  092.53194703  56.17856714  092.53185785
113  56.17859513  092.53166513
111  56.17552419  092.53677389
111  56.17560993  092.53684302
111  56.17557145  092.53699704
113  56.17548571  092.53692791
111  56.17830162  092.53237136
112  56.17830162  092.53237136  56.17837980  092.53219638
112  56.17854330  092.53216641  56.17861015  092.53216932
111  56.17854330  092.53216641
112  56.17854330  092.53216641  56.17859086  092.53216848 3 102
111  56.17862333  092.53218865 3 102
111  56.17872627  092.53227314
111  56.17873164  092.53239251
111  56.17876027  092.53242032
111  56.17864824  092.53274061
111  56.17850631  092.53260177
111  56.17843085  092.53283137
111  56.17827613  092.53267954
112  56.17827613  092.53267954  56.17824236  092.53261749
113  56.17826340  092.53247993
111  56.17886791  092.53247963
112  56.17886791  092.53247963  56.17889631  092.53242861
111  56.17893418  092.53243242 3 102
111  56.17949110  092.53285284 3 102
111  56.18010755  092.53331820
112  56.18010755  092.53331820  56.18025274  092.53349747
111  56.18022359  092.53384798
111  56.18024864  092.53386789
111  56.17754632  092.54523355
111  56.17752284  092.54521548
111  56.17745971  092.54547631
112  56.17745971  092.54547631  56.17740997  092.54562358
111  56.17717330  092.54551028
111  56.17567586  092.54436072
112  56.17567586  092.54436072  56.17551670  092.54421181
111  56.17556994  092.54386244
111  56.17672988  092.53898150
112  56.17672988  092.53898150  56.17674523  092.53894014
111  56.17688276  092.53902474
111  56.17745805  092.53944917
111  56.17871412  092.53422795
111  56.17797782  092.53367073
111  56.17816100  092.53290269
112  56.17816100  092.53290269  56.17820245  092.53282134
111  56.17827665  092.53286259
113  56.17863489  092.53324930
111  56.17534212  092.54481063
112  56.17534212  092.54481063  56.17544823  092.54452670
111  56.17562863  092.54461518
111  56.17705704  092.54569052
112  56.17705704  092.54569052  56.17724494  092.54586128
111  56.17730006  092.54613121
111  56.17726163  092.54629847
111  56.17728297  092.54632805
111  56.17563060  092.55328182
111  56.17560297  092.55327639
111  56.17555908  092.55337437
112  56.17555908  092.55337437  56.17545961  092.55345537
112  56.17516499  092.55312378  56.17515040  092.55295938
111  56.17516499  092.55312378
