A
1050 Generated by WorldEditor 1.6.0r1

1    652 0 0 6Y1 Bois Blanc Island Airport
100 22.86 1 0 0.25 0 2 0 10  45.76676046 -084.51062637   27    0 1 0 0 0 28  45.76582535 -084.49698050    0    0 1 0 0 1
110 3 0.00 0.0000 New Taxiway 5
111  45.76528736 -084.50479757
111  45.76526532 -084.50471702
111  45.76521751 -084.50455370
111  45.76521024 -084.50452693
111  45.76516242 -084.50436361
111  45.76516026 -084.50433684
111  45.76511244 -084.50417352
111  45.76510823 -084.50414821
111  45.76509462 -084.50410172
111  45.76516956 -084.50405654
111  45.76535494 -084.50471707
112  45.76532266 -084.50477853  45.76529374 -084.50479800
113  45.76532266 -084.50477853
110 2 0.00 0.0000 New Taxiway 4
111  45.76498277 -084.50531506
111  45.76484921 -084.50539016
111  45.76480376 -084.50522769
111  45.76493495 -084.50515174
111  45.76495045 -084.50520467
113  45.76496916 -084.50526857
110 2 0.00 0.0000 New Taxiway 4
111  45.76483078 -084.50474187
111  45.76473432 -084.50479789
111  45.76468887 -084.50463542
111  45.76478296 -084.50457856
111  45.76479846 -084.50463148
113  45.76481717 -084.50469538
110 2 0.00 0.0000 New Taxiway 4
111  45.76510823 -084.50414821
111  45.76500890 -084.50420053
111  45.76496345 -084.50403806
111  45.76506042 -084.50398490
111  45.76507591 -084.50403782
113  45.76509462 -084.50410172
110 2 0.00 0.0000 New Taxiway 4
111  45.76516026 -084.50433684
111  45.76506335 -084.50439184
111  45.76501789 -084.50422937
113  45.76511244 -084.50417352
110 2 0.00 0.0000 New Taxiway 4
111  45.76521024 -084.50452693
111  45.76507840 -084.50460379
111  45.76503295 -084.50444132
113  45.76516242 -084.50436361
110 2 0.00 0.0000 New Taxiway 4
111  45.76526532 -084.50471702
111  45.76512906 -084.50479177
111  45.76508361 -084.50462929
113  45.76521751 -084.50455370
110 2 0.00 0.0000 New Taxiway 4
111  45.76536631 -084.50510012
111  45.76522168 -084.50518051
111  45.76517623 -084.50501804
113  45.76531849 -084.50493680
110 2 0.00 0.0000 New Taxiway 4
111  45.76546933 -084.50548030
111  45.76532471 -084.50556069
111  45.76527925 -084.50539822
111  45.76542152 -084.50531698
111  45.76543701 -084.50536991
113  45.76545572 -084.50543381
110 2 0.00 0.0000 New Taxiway 4
111  45.76552423 -084.50566731
111  45.76537961 -084.50574770
111  45.76533415 -084.50558523
111  45.76547642 -084.50550399
111  45.76549191 -084.50555692
113  45.76551062 -084.50562082
110 1 0.00 0.0000 New Taxiway 3
111  45.76574805 -084.49732129
111  45.76567296 -084.49725123
111  45.76565384 -084.49700651
113  45.76572397 -084.49699635
110 1 0.00 0.0000 New Taxiway 2
111  45.76610825 -084.50259058 3
112  45.76600133 -084.50243600  45.76592399 -084.50242077
111  45.76600133 -084.50243600 3
111  45.76586140 -084.50245522 3
111  45.76556165 -084.50249639
112  45.76556165 -084.50249639  45.76551443 -084.50252037 3
111  45.76551953 -084.50262972
111  45.76524779 -084.50266341
111  45.76521401 -084.50228861
111  45.76549456 -084.50224018 3
112  45.76556014 -084.50235739  45.76561130 -084.50236233
111  45.76556014 -084.50235739 3
111  45.76584725 -084.50231615 3
111  45.76598898 -084.50229579
112  45.76598898 -084.50229579  45.76605805 -084.50225771 3
113  45.76607478 -084.50210499
110 1 0.00 0.0000 New Taxiway 1
111  45.76631494 -084.50560612
112  45.76619454 -084.50547240  45.76610528 -084.50546509
111  45.76619454 -084.50547240
111  45.76607064 -084.50548907
111  45.76584695 -084.50551918
111  45.76568826 -084.50554054
112  45.76568826 -084.50554054  45.76565341 -084.50555151
111  45.76563420 -084.50561658
111  45.76559952 -084.50562828
111  45.76558672 -084.50557986
111  45.76551062 -084.50562082
111  45.76549191 -084.50555692
111  45.76556938 -084.50551423
111  45.76553525 -084.50538631
111  45.76545572 -084.50543381
111  45.76543701 -084.50536991
111  45.76551882 -084.50532292
111  45.76543862 -084.50501946
111  45.76538320 -084.50505293
111  45.76539126 -084.50508380
111  45.76536631 -084.50510012
111  45.76531849 -084.50493680
111  45.76534399 -084.50492170
111  45.76535671 -084.50496295
111  45.76541492 -084.50492980
111  45.76539463 -084.50485301
112  45.76534464 -084.50483985  45.76531290 -084.50485160
111  45.76534464 -084.50483985
111  45.76510106 -084.50497915
112  45.76510106 -084.50497915  45.76507214 -084.50500030
111  45.76506617 -084.50507234
111  45.76526960 -084.50582276
111  45.76522125 -084.50584996
111  45.76504972 -084.50522419
111  45.76496916 -084.50526857
111  45.76495045 -084.50520467
111  45.76503065 -084.50515757
111  45.76489207 -084.50465049
111  45.76481717 -084.50469538
111  45.76479846 -084.50463148
111  45.76487450 -084.50458620
111  45.76475981 -084.50416652
111  45.76480843 -084.50414351
