I
1000 Generated by WorldEditor

1    166 1 0 KNRC NASA Crows Landing
100 60.96 2 0 0.25 0 3 0 12  37.41778422 -121.11978107    0    0 2 0 0 0 30  37.40278097 -121.10467756    0    0 2 0 0 0
100 61.00 2 0 0.25 0 3 0 17  37.42267136 -121.10619542    0    0 2 0 0 0 35  37.40107217 -121.11102641    0    0 2 0 0 0
110 2 0.00 0.0000 South
111  37.40100853 -121.11077719
111  37.40086469 -121.10982527
112  37.40095099 -121.10932344  37.40106021 -121.10913097
111  37.40132911 -121.10908546
111  37.40579678 -121.10807593
111  37.40711704 -121.10939547
113  37.40103309 -121.11075845
111  37.40149033 -121.11030279
112  37.40155826 -121.11037275  37.40162311 -121.11037275
111  37.40164163 -121.11036109
111  37.40220980 -121.10971585
112  37.40230861 -121.10960701  37.40235493 -121.10956425
111  37.40243830 -121.10953316
111  37.40533470 -121.10845254
111  37.40166325 -121.10926884
112  37.40144401 -121.10943598  37.40138225 -121.10958757
113  37.40139152 -121.10966531
111  37.40217969 -121.11012691
112  37.40217339 -121.11031066  37.40222190 -121.11041951
111  37.40217339 -121.11031066
112  37.40217339 -121.11031066  37.40222190 -121.11041686
111  37.40230252 -121.11040254
111  37.40698408 -121.10934713
111  37.40607719 -121.10843645
111  37.40252767 -121.10979845
112  37.40244331 -121.10983827  37.40242222 -121.10985154
113  37.40236106 -121.10990730
110 2 0.00 0.0000 New Taxiway 18
111  37.40941083 -121.10444888
111  37.40924373 -121.10444707
111  37.40923941 -121.10431106
113  37.40940939 -121.10430199
110 2 0.00 0.0000 New Taxiway 17
111  37.41024909 -121.10558043
111  37.41022853 -121.10558043
111  37.41022853 -121.10549186
113  37.41025126 -121.10549050
110 1 0.00 0.0000 New Taxiway 16
111  37.41011814 -121.10565264
111  37.41005645 -121.10565537
111  37.41005753 -121.10543872
113  37.41012030 -121.10543600
110 2 0.00 0.0000 North
111  37.40904937 -121.10954288
111  37.41475406 -121.11530043
111  37.41480178 -121.11532164
111  37.41483827 -121.11531103
111  37.41500951 -121.11503183
111  37.41511609 -121.11513289
111  37.41494162 -121.11539601
111  37.41493970 -121.11544429
111  37.41495312 -121.11549257
111  37.41709337 -121.11764297
111  37.41718269 -121.11776828
111  37.41724393 -121.11794822
111  37.41745319 -121.11869686
112  37.41749658 -121.11880610  37.41747959 -121.11877617
111  37.41756038 -121.11887679
112  37.41781302 -121.11904066  37.41790473 -121.11916895
111  37.41790234 -121.11945514
111  37.41789213 -121.11952262
111  37.40816648 -121.10973636
113  37.40904937 -121.10954288
111  37.40881043 -121.10964330
111  37.40827707 -121.10976538
111  37.41237131 -121.11388146
111  37.41244033 -121.11389112
111  37.41249402 -121.11385732
111  37.41262631 -121.11366663
111  37.41264165 -121.11355800
113  37.41260714 -121.11345904
111  37.41692271 -121.11846598
112  37.41708300 -121.11844528  37.41714414 -121.11838969
112  37.41711999 -121.11827970  37.41711999 -121.11826935
111  37.41704190 -121.11798475
112  37.41700902 -121.11790195  37.41698185 -121.11786346
111  37.41691038 -121.11779329
111  37.41294872 -121.11379574
112  37.41288078 -121.11377436  37.41283649 -121.11377701
111  37.41281121 -121.11379308
111  37.41267066 -121.11399938
112  37.41265661 -121.11408653  37.41264817 -121.11413167
113  37.41267452 -121.11419668
110 2 0.00 0.0000 East
111  37.40300192 -121.10445487
112  37.40337100 -121.10450797  37.40350173 -121.10464181
111  37.40352918 -121.10470974
112  37.40357136 -121.10481594  37.40360622 -121.10485544
111  37.40365994 -121.10485045
111  37.40431796 -121.10494603
111  37.40444239 -121.10497258
111  37.40458370 -121.10506285
111  37.40718517 -121.10767770
111  37.40723886 -121.10770738
111  37.40731482 -121.10770078
111  37.40766280 -121.10756129
111  37.40767047 -121.10753715
111  37.40767047 -121.10751301
111  37.40762062 -121.10731991
112  37.40747543 -121.10708666  37.40748937 -121.10692209
111  37.40763212 -121.10689027
112  37.40779562 -121.10700130  37.40785086 -121.10713470
111  37.40776058 -121.10726440
111  37.40780851 -121.10747198
111  37.40783536 -121.10748405
111  37.40792164 -121.10745991
111  37.40783152 -121.10664407
111  37.41278197 -121.10578254
111  37.41795552 -121.10515244
111  37.41854246 -121.10524562
111  37.42241376 -121.10438127
111  37.42260915 -121.10585544
111  37.42262049 -121.10594097
111  37.40768344 -121.10929111
113  37.40292976 -121.10450664
111  37.40646410 -121.10794007
111  37.40681499 -121.10786232
111  37.40686272 -121.10772097
111  37.40454402 -121.10528972
111  37.40439805 -121.10516251
111  37.40423243 -121.10514130
112  37.40410330 -121.10513424  37.40408084 -121.10514837
111  37.40397698 -121.10525085
111  37.40396014 -121.10534626
113  37.40398821 -121.10544874
111  37.40824025 -121.10906873
111  37.40723107 -121.10809909
111  37.40706868 -121.10809325
111  37.40689700 -121.10818087
111  37.40687844 -121.10829769
111  37.40691788 -121.10840867
113  37.40770202 -121.10919431
111  37.40855090 -121.10901124
111  37.40870708 -121.10895433
111  37.40880160 -121.10885602
111  37.40922493 -121.10758838
111  37.40758918 -121.10796091
113  37.40758507 -121.10805922
111  37.40913862 -121.10886121
111  37.41489204 -121.10757846
111  37.41493959 -121.10751432
111  37.41495318 -121.10742024
111  37.41490902 -121.10685147
111  37.41487166 -121.10675739
111  37.41480033 -121.10669325
111  37.40946422 -121.10756134
111  37.40906342 -121.10878859
113  37.40909738 -121.10884418
111  37.42185223 -121.10603094
112  37.42200213 -121.10587072  37.42203301 -121.10580003
111  37.42203699 -121.10568198
111  37.42194113 -121.10503454
112  37.42182435 -121.10486116  37.42175417 -121.10479047
111  37.42166225 -121.10480849
111  37.41887109 -121.10543247
112  37.41873304 -121.10548075  37.41867410 -121.10550903
111  37.41863718 -121.10558214
111  37.41843394 -121.10606737
111  37.41922004 -121.10645845
112  37.41955749 -121.10629430  37.41973005 -121.10627981
113  37.41986042 -121.10648501
111  37.41862186 -121.10676123
112  37.41870046 -121.10660571  37.41871690 -121.10651774
111  37.41864993 -121.10645020
111  37.41829342 -121.10628762
111  37.41522522 -121.10665520
111  37.41514382 -121.10672942
111  37.41511013 -121.10681071
111  37.41516627 -121.10742567
111  37.41521680 -121.10747869
113  37.41526733 -121.10750696
110 2 0.00 0.0000 New Taxiway 5
111  37.40322096 -121.10543929
112  37.40286434 -121.10529689  37.40277647 -121.10518083
113  37.40274183 -121.10495660
130 Airport Boundary 58
111  37.41777825 -121.12309173
112  37.40917236 -121.11808660  37.40904196 -121.11808660
111  37.39997970 -121.11168660
111  37.40017529 -121.10504044
112  37.40310911 -121.10233275  37.40323951 -121.10233275
112  37.41706109 -121.10200455  37.41738707 -121.10216865
111  37.42403708 -121.10446609
113  37.42338512 -121.11299942
120 Linear Feature 27
111  37.40207442 -121.11007920 1
112  37.40198838 -121.11027579  37.40196054 -121.11040720 1
111  37.40196982 -121.11052986 1
112  37.40208350 -121.11067296  37.40219485 -121.11073136 1
111  37.40223429 -121.11072552 1
115  37.40248253 -121.11071092
120 Linear Feature 26
111  37.40590143 -121.10826363 1
111  37.40556675 -121.10826363 7
111  37.40530702 -121.10831068 1
111  37.40160189 -121.10915071 1
112  37.40115275 -121.10949764  37.40108288 -121.10973563 7
111  37.40118592 -121.11021400 1
111  37.40129566 -121.11069907 1
112  37.40135690 -121.11082757  37.40143091 -121.11089503 1
111  37.40153044 -121.11089182 1
115  37.40183157 -121.11085005
120 Linear Feature 25
111  37.40564971 -121.10859284 4
111  37.40558316 -121.10836943 4
115  37.40554196 -121.10814003
