A
1000 Generated by InfiniteFlight-AirportParser/AB

1     1308 0 0 PHNY LANAI
100   45.72   1   0 1.00 0 2 0 03   20.78068827 -156.95655547    0.00    0.00 3  0 0 0 21   20.79059573 -156.94637537    0.00    0.00 2  0 0 0
21   20.78304935 -156.95481548  2  43.85   3.00 New PAPI-4L
21   20.78825859 -156.94806723  2 223.85   3.00 New PAPI-4L
110   2 1.00  43.85 New Taxiway 19
111  20.78938844 -156.95066883 
111  20.78860796 -156.95147228 
111  20.78837483 -156.95122576 
111  20.78844744 -156.95113633 
111  20.78790836 -156.95054560 
113  20.78861692 -156.94982160 
110   1 1.00  43.85 New Taxiway 11
111  20.78845308 -156.94857891 
112  20.78885495 -156.94845637  20.78877130 -156.94864504 
111  20.78885187 -156.94875770 
111  20.78906129 -156.94898942 
111  20.78909324 -156.94897519 
112  20.78918643 -156.94903784  20.78926896 -156.94908340 
111  20.78938610 -156.94902644 
111  20.79027571 -156.94810277 
111  20.79104038 -156.94894139 
111  20.79076294 -156.94924203 
111  20.79080051 -156.94929347 
112  20.79081253 -156.94930472  20.79082155 -156.94931437 
112  20.79093576 -156.94933044  20.79096620 -156.94936178 
112  20.79096432 -156.94944295  20.79095530 -156.94947754 
111  20.79093561 -156.94950385 
111  20.79104136 -156.94942327 
111  20.79113286 -156.94952587 
112  20.79110306 -156.94956042  20.79108691 -156.94958034 
112  20.79112293 -156.94964013  20.79114901 -156.94967865 
111  20.79118079 -156.94972689 
112  20.79119839 -156.94973160  20.79121599 -156.94973630 
111  20.79131280 -156.94979985 
112  20.79141182 -156.94990576  20.79151083 -156.95001167 
111  20.79141182 -156.95019760 
112  20.79130620 -156.95030115  20.79123579 -156.95037647 
111  20.79127980 -156.95048708 
112  20.79147563 -156.95070596  20.79153723 -156.95077186 
111  20.79164505 -156.95084717 
111  20.79162744 -156.95089660 
112  20.79157024 -156.95085894  20.79151303 -156.95082128 
111  20.79124728 -156.95053724 
111  20.79110426 -156.95053018 
112  20.79096125 -156.95065257  20.79086883 -156.95072552 
111  20.79071701 -156.95065492 
112  20.79056155 -156.95050187  20.79052954 -156.95046336 
111  20.79044553 -156.95046550 
111  20.78990977 -156.95065290 
111  20.78968600 -156.95080676 
112  20.78961657 -156.95071658  20.78960334 -156.95070066 
111  20.78957359 -156.95069536 
111  20.78952730 -156.95074310 
111  20.78943307 -156.95063701 
111  20.78938844 -156.95066883 
111  20.78861692 -156.94982160 
112  20.78888743 -156.94955798  20.78905725 -156.94938598 
111  20.78889794 -156.94917585 
111  20.78891433 -156.94915685 
112  20.78870530 -156.94893765  20.78860557 -156.94883535 
113  20.78840337 -156.94892303 
111  20.79026609 -156.94982283 
111  20.79024012 -156.94979626 
111  20.79015996 -156.94988201 
111  20.79026045 -156.94999554 
111  20.79029771 -156.94997380 
111  20.79047724 -156.95018032 
111  20.79044336 -156.95021776 
111  20.79049191 -156.95026124 
111  20.79035529 -156.95041341 
111  20.79032368 -156.95038201 
112  20.79031239 -156.95038564  20.79030448 -156.95039047 
112  20.79031126 -156.95041824  20.79031239 -156.95042066 
111  20.79033949 -156.95043274 
112  20.79049417 -156.95036873  20.79054498 -156.95034940 
112  20.79052127 -156.95027694  20.79051449 -156.95025037 
111  20.79053933 -156.95020327 
111  20.79057772 -156.95013201 
113  20.79028416 -156.94980955 
111  20.79028642 -156.94976607 
111  20.79040159 -156.94988563 
112  20.79045014 -156.94985544  20.79046933 -156.94983370 
111  20.79071322 -156.94959215 
113  20.79058563 -156.94944964 
111  20.79061106 -156.94939620 
111  20.79084366 -156.94963895 
111  20.79092044 -156.94954837 
111  20.79089447 -156.94951576 
112  20.79080414 -156.94948919  20.79077252 -156.94945296 
111  20.79077817 -156.94935030 
113  20.79072058 -156.94927784 
112  20.79073204 -156.95055742  20.79071431 -156.95058038 
112  20.79078803 -156.95064127  20.79083562 -156.95066622 
111  20.79091773 -156.95061931 
112  20.79137404 -156.95016716  20.79144869 -156.95008431 
112  20.79138057 -156.94995455  20.79135631 -156.94991463 
