I
1050 Generated by WorldEditor

1    294 1 0 MMPS Puerto Escondido Intl
100 45.11 1 0 0.25 0 3 1 09  15.87753910 -097.09984474    0   56 2 0 0 0 27  15.87625056 -097.07831609    0   61 2 0 0 0
102 H2  15.87574789 -097.09288756   2.89 17.01 17.05 2 0 0 0.00 1
102 H1  15.87576565 -097.09322923   2.89 17.01 17.05 2 0 0 0.00 1
110 2 0.00 0.0000 New Taxiway 62
111  15.87530977 -097.09142613
111  15.87524854 -097.09142667
111  15.87524751 -097.09137050
113  15.87530669 -097.09136943
110 2 0.00 0.0000 New Taxiway 61
111  15.87533534 -097.09153213
111  15.87525411 -097.09153213
111  15.87525111 -097.09145498
111  15.87531729 -097.09145290
111  15.87531929 -097.09149043
113  15.87533233 -097.09149043
110 2 0.00 0.0000 New Taxiway 60
111  15.87534035 -097.09164576
111  15.87525813 -097.09164472
111  15.87525612 -097.09156132
113  15.87533835 -097.09155715
110 2 0.00 0.0000 New Taxiway 59
111  15.87538247 -097.09097022
111  15.87521701 -097.09098169
111  15.87520799 -097.09078569
113  15.87537043 -097.09077110
110 2 0.00 0.0000 New Taxiway 58
111  15.87450296 -097.09196447
111  15.87442838 -097.09196917
111  15.87441557 -097.09179607
113  15.87449317 -097.09179058
110 2 0.00 0.0000 New Taxiway 57
111  15.87453611 -097.09158067
111  15.87441181 -097.09158537
111  15.87440502 -097.09132612
113  15.87452707 -097.09131907
110 2 0.00 0.0000 New Taxiway 56
111  15.87435907 -097.09160026
111  15.87431387 -097.09158694
111  15.87431085 -097.09153995
111  15.87435229 -097.09152115
113  15.87438770 -097.09156344
110 2 0.00 0.0000 New Taxiway 55
111  15.87523922 -097.09194683
111  15.87516969 -097.09195074
111  15.87512992 -097.09195232
111  15.87508809 -097.09195506
111  15.87508639 -097.09193623
111  15.87501564 -097.09193800
111  15.87501847 -097.09195801
111  15.87500530 -097.09196353
111  15.87490138 -097.09196898
111  15.87489791 -097.09194683
111  15.87482715 -097.09194683
111  15.87482715 -097.09197272
111  15.87476685 -097.09197884
111  15.87472225 -097.09198385
111  15.87467319 -097.09198743
111  15.87467319 -097.09196801
111  15.87464999 -097.09196742
111  15.87464489 -097.09182737
111  15.87459452 -097.09182737
111  15.87458999 -097.09178147
111  15.87460074 -097.09178323
111  15.87460018 -097.09175734
111  15.87461587 -097.09175022
111  15.87461642 -097.09176962
111  15.87465779 -097.09177070
111  15.87465840 -097.09175171
111  15.87481463 -097.09174695
111  15.87481600 -097.09176696
111  15.87489072 -097.09176399
111  15.87489071 -097.09173114
111  15.87499037 -097.09172758
111  15.87499093 -097.09175176
111  15.87503237 -097.09175281
111  15.87503345 -097.09178591
111  15.87508857 -097.09178746
111  15.87508734 -097.09173810
111  15.87507312 -097.09173692
111  15.87507262 -097.09172041
111  15.87522550 -097.09171490
111  15.87522535 -097.09173271
111  15.87524079 -097.09173620
111  15.87524289 -097.09182807
111  15.87525216 -097.09183489
111  15.87525504 -097.09192505
113  15.87523920 -097.09192446
110 2 0.00 0.0000 New Taxiway 53
111  15.87557120 -097.09297042
111  15.87567536 -097.09296669
111  15.87567560 -097.09297106
111  15.87583024 -097.09296307
111  15.87584096 -097.09314543
111  15.87568535 -097.09315356
111  15.87568585 -097.09316110
113  15.87558647 -097.09316582
110 1 0.00 0.0000 New Taxiway 52
111  15.87457966 -097.09216073
111  15.87465442 -097.09214634
111  15.87472650 -097.09214241
111  15.87472225 -097.09198385
111  15.87476685 -097.09197884
111  15.87477626 -097.09214106
111  15.87489627 -097.09213332
111  15.87488934 -097.09196961
111  15.87490138 -097.09196898
111  15.87500530 -097.09196353
111  15.87501558 -097.09212157
111  15.87506164 -097.09211854
111  15.87505549 -097.09199525
111  15.87507000 -097.09199608
111  15.87507875 -097.09211671
111  15.87513768 -097.09211397
111  15.87512992 -097.09195232
111  15.87516969 -097.09195074
111  15.87517794 -097.09211196
111  15.87576616 -097.09207997
111  15.87638018 -097.09204042
111  15.87658734 -097.09203272
112  15.87674197 -097.09194696  15.87679172 -097.09186623
111  15.87684979 -097.09168067
111  15.87690975 -097.09268328
112  15.87674283 -097.09242859  15.87666033 -097.09238191
111  15.87653488 -097.09239300
111  15.87571992 -097.09243940
112  15.87560526 -097.09251810  15.87554921 -097.09259997
111  15.87555278 -097.09266165
111  15.87557120 -097.09297042
111  15.87558647 -097.09316582
111  15.87559604 -097.09333580
112  15.87565181 -097.09347809  15.87569852 -097.09354053
111  15.87581228 -097.09354218
111  15.87667564 -097.09348899
112  15.87683394 -097.09337399  15.87688733 -097.09326576
111  15.87693301 -097.09310423
