I
1050 Generated by WorldEditor 2.2.0r2

1    550 0 0 68TS Bishop Fld
1302 gui_label 2D
100 9.45 1 0 0.25 0 0 0 2  32.86929890 -096.28908573    0    0 0 0 0 0 20  32.87969900 -096.28091400    0    0 0 0 0 0
110 3 0.00 0.0000 New Taxiway 14
111  32.87862958 -096.28309368
111  32.87873045 -096.28320256
112  32.87873045 -096.28320256  32.87874463 -096.28321521
112  32.87878071 -096.28319969  32.87879316 -096.28318722
111  32.87878071 -096.28319969
111  32.87883064 -096.28324224
112  32.87883064 -096.28324224  32.87881953 -096.28326069
112  32.87884117 -096.28331859  32.87886171 -096.28334359
111  32.87884117 -096.28331859
111  32.87893630 -096.28342112
111  32.87886813 -096.28350761
113  32.87857272 -096.28316367
110 1 0.00 0.0000 New Taxiway 12
111  32.87420812 -096.28546831
111  32.87423137 -096.28553847
111  32.87429552 -096.28570816
112  32.87429552 -096.28570816  32.87440664 -096.28594234
112  32.87465333 -096.28605744  32.87481890 -096.28607663
111  32.87465333 -096.28605744
111  32.87512725 -096.28609118
112  32.87512725 -096.28609118  32.87536727 -096.28611169
112  32.87520170 -096.28635778  32.87505225 -096.28636704
111  32.87520170 -096.28635778
111  32.87507434 -096.28636360
111  32.87507943 -096.28659384
111  32.87500642 -096.28659566
111  32.87499954 -096.28632568
111  32.87507273 -096.28632755
111  32.87520831 -096.28631511
112  32.87520831 -096.28631511  32.87531498 -096.28629063
112  32.87512557 -096.28613272  32.87496445 -096.28611618
111  32.87512557 -096.28613272
111  32.87464959 -096.28609786
112  32.87464959 -096.28609786  32.87446236 -096.28607272
112  32.87428234 -096.28576313  32.87419289 -096.28557922
111  32.87428234 -096.28576313
111  32.87420128 -096.28555736
111  32.87417016 -096.28550029
111  32.87412621 -096.28542062
112  32.87412621 -096.28542062  32.87411356 -096.28540046
112  32.87407444 -096.28539692  32.87405620 -096.28540068
111  32.87407444 -096.28539692
111  32.87407315 -096.28539450
111  32.87416269 -096.28532415
111  32.87416417 -096.28532691
112  32.87416417 -096.28532691  32.87415561 -096.28534995
112  32.87417056 -096.28539692  32.87418172 -096.28542018
113  32.87417056 -096.28539692
110 2 0.00 0.0000 New Taxiway 9
111  32.87884909 -096.28298248
111  32.87881797 -096.28294394
111  32.87889724 -096.28284911
112  32.87889724 -096.28284911  32.87891644 -096.28282368
112  32.87893319 -096.28267651  32.87892790 -096.28263024
111  32.87893319 -096.28267651
112  32.87893319 -096.28267651  32.87897748 -096.28275184
112  32.87891853 -096.28289703  32.87888541 -096.28296394
113  32.87891853 -096.28289703
110 1 0.00 0.0000 New Taxiway 8
111  32.87906900 -096.28135200
111  32.87912649 -096.28126471
112  32.87912649 -096.28126471  32.87918678 -096.28120760
112  32.87924456 -096.28105522  32.87926358 -096.28096461
111  32.87924456 -096.28105522
111  32.87927890 -096.28087283
112  32.87927890 -096.28087283  32.87930783 -096.28077129
112  32.87948416 -096.28087650  32.87954550 -096.28098952
111  32.87948416 -096.28087650
113  32.87953316 -096.28098722
110 1 0.00 0.0000 New Taxiway 16
111  32.88005660 -096.28182571
111  32.88002501 -096.28178718
111  32.88014161 -096.28165201
111  32.88017541 -096.28160386
111  32.88020991 -096.28151335
112  32.88020991 -096.28151335  32.88021675 -096.28149222
112  32.88019949 -096.28144481  32.88018688 -096.28142895
111  32.88019949 -096.28144481
111  32.87993108 -096.28124915
111  32.87980548 -096.28118174
111  32.87977324 -096.28119178
111  32.87966087 -096.28100408
111  32.87972067 -096.28095644
111  32.87981752 -096.28106965
111  32.87987738 -096.28113040
111  32.88039755 -096.28149849
111  32.88045723 -096.28156353
113  32.88014874 -096.28193542
110 1 0.00 0.0000 New Taxiway 6
111  32.87851896 -096.28190192
111  32.87852027 -096.28190447
112  32.87852027 -096.28190447  32.87851342 -096.28193493
112  32.87853336 -096.28201008  32.87855171 -096.28204208
111  32.87853336 -096.28201008
