A
1000 Generated by WorldEditor

1   2668 1 0 PHMU WAIMEA KOHALA
100 30.48 1 0 1.00 0 2 1 04  19.99695192 -155.67408396    0   32 2 0 0 1 22  20.00575411 -155.66214161    0    0 2 0 0 1
110 2 0.00 0.0000 New Taxiway 19
111  19.99757685 -155.67457881
111  19.99741926 -155.67446101
111  19.99744021 -155.67442896
113  19.99759607 -155.67454996
110 2 0.00 0.0000 New Taxiway 18
111  19.99853735 -155.67393931
111  19.99840088 -155.67382272
111  19.99858462 -155.67357233
111  19.99860124 -155.67358641
111  19.99870411 -155.67344716
111  19.99876101 -155.67349463
111  19.99878523 -155.67346128
111  19.99875088 -155.67343051
111  19.99880064 -155.67336327
111  19.99876565 -155.67333156
111  19.99886775 -155.67319189
111  19.99899965 -155.67330482
111  19.99884852 -155.67351359
111  19.99882825 -155.67349726
111  19.99880513 -155.67352976
111  19.99882488 -155.67354705
111  19.99862851 -155.67381341
111  19.99864918 -155.67383125
111  19.99858392 -155.67391868
113  19.99856449 -155.67390244
110 2 0.00 0.0000 New Taxiway 17
111  19.99896251 -155.67306960
111  19.99909170 -155.67288940
111  19.99919260 -155.67297352
113  19.99906518 -155.67315561
110 2 0.00 0.0000 New Taxiway 12
111  19.99733335 -155.67603121
111  19.99746962 -155.67583833
111  19.99758137 -155.67593062
113  19.99744951 -155.67612100
110 2 0.00 0.0000 New Taxiway 12
111  19.99813673 -155.67421199
111  19.99827301 -155.67401910
111  19.99838476 -155.67411140
113  19.99825290 -155.67430178
110 2 0.00 0.0000 New Taxiway 11
111  19.99797072 -155.67465018
111  19.99817671 -155.67435908
111  19.99833269 -155.67448529
113  19.99812806 -155.67477504
110 2 0.00 0.0000 New Taxiway 7
111  19.99925238 -155.67325042
111  19.99913564 -155.67314861
111  19.99914768 -155.67313260
113  19.99926442 -155.67323506
110 1 0.00 0.0000 New Taxiway 3
111  19.99813068 -155.67099635
111  19.99807020 -155.67107971
111  19.99796833 -155.67099396
113  19.99803067 -155.67091206
110 1 0.00 0.0000 New Taxiway 2
111  19.99862317 -155.67151082
111  19.99807802 -155.67105522
111  19.99809135 -155.67103658
113  19.99863842 -155.67148859
110 1 1.00 51.8900 New Taxiway 6
111  20.00555416 -155.66239420
