I
1130 Generated by WorldEditor 2.2.0r2

1   1550 0 0 0A4 Johnson City
1302 gui_label 2D
100 15.24 1 0 0.00 0 0 0 04  36.36004768 -082.31233736  181    0 1 0 0 0 22  36.36672200 -082.30629200    0    0 1 0 0 0
110 3 0.00 0.0000 New Taxiway 6
111  36.36033752 -082.31196925
111  36.36042449 -082.31330665
112  36.36059703 -082.31376344  36.36063663 -082.31396750
111  36.36059703 -082.31376344
111  36.36060174 -082.31386550
112  36.36047458 -082.31363434  36.36035714 -082.31352921
111  36.36047458 -082.31363434
111  36.36033300 -082.31352053
112  36.36033300 -082.31352053  36.36030719 -082.31348944
112  36.36028058 -082.31341140  36.36027086 -082.31337850
111  36.36028058 -082.31341140
111  36.36036133 -082.31340823
111  36.36036016 -082.31334911
111  36.36026954 -082.31335365
111  36.36026218 -082.31314177
111  36.36035347 -082.31313941
111  36.36035136 -082.31308855
111  36.36026046 -082.31309228
111  36.36023402 -082.31233046
112  36.36026294 -082.31224757  36.36028983 -082.31221826
113  36.36026294 -082.31224757
110 2 0.00 0.0000 New Taxiway 5
111  36.36046693 -082.31090482
111  36.36037579 -082.31074998
111  36.36042222 -082.31071070
111  36.36052617 -082.31088271
111  36.36054943 -082.31088975
111  36.36058180 -082.31086384
111  36.36055826 -082.31082270
111  36.36062808 -082.31076327
111  36.36069816 -082.31088609
111  36.36062877 -082.31094604
111  36.36060197 -082.31090124
111  36.36057027 -082.31092653
111  36.36057117 -082.31095876
111  36.36060924 -082.31102543
111  36.36063251 -082.31103247
111  36.36066487 -082.31100656
111  36.36064133 -082.31096297
111  36.36071116 -082.31090354
111  36.36078189 -082.31102800
111  36.36071184 -082.31108876
111  36.36068504 -082.31104396
111  36.36065334 -082.31106925
111  36.36065424 -082.31110148
111  36.36069801 -082.31117663
111  36.36072127 -082.31118367
111  36.36075363 -082.31115776
111  36.36073009 -082.31111662
111  36.36079794 -082.31105556
111  36.36086933 -082.31118002
111  36.36080060 -082.31123996
111  36.36077381 -082.31119516
111  36.36074210 -082.31122045
111  36.36074300 -082.31125268
111  36.36089289 -082.31150147
111  36.36084281 -082.31155036
111  36.36069479 -082.31130055
111  36.36067156 -082.31129335
111  36.36064066 -082.31131804
111  36.36066243 -082.31135935
111  36.36059495 -082.31142337
111  36.36052151 -082.31129593
111  36.36059012 -082.31123355
111  36.36061908 -082.31128148
111  36.36065090 -082.31125642
111  36.36065015 -082.31122418
111  36.36060262 -082.31114087
111  36.36057939 -082.31113367
111  36.36054690 -082.31115934
111  36.36057025 -082.31120065
111  36.36050277 -082.31126369
111  36.36043012 -082.31113723
111  36.36050032 -082.31107681
111  36.36052690 -082.31112180
111  36.36055872 -082.31109674
111  36.36055797 -082.31106450
111  36.36051158 -082.31098119
111  36.36048835 -082.31097399
111  36.36045586 -082.31099966
111  36.36047921 -082.31104097
111  36.36041173 -082.31110401
111  36.36033830 -082.31097657
111  36.36040928 -082.31091713
111  36.36043586 -082.31096212
113  36.36046768 -082.31093706
110 2 0.00 0.0000 New Taxiway 3
111  36.35993631 -082.31196161
111  36.35991706 -082.31157510
111  36.35984878 -082.31138009
111  36.35984332 -082.31109861
