A
1000 Generated by InfiniteFlight-AirportParser

1      400 1 0 YSNW Nowra Military
100   45.11   1   1 0.00 0 2 1 08  -34.94787900  150.52651700    0.00    0.00 3  7 0 1 26  -34.94926500  150.54849900    0.00   91.14 3  7 0 1
100   45.11   1   0 0.00 0 2 1 03  -34.94900400  150.53627900    0.00    0.00 5  0 0 0 21  -34.93551800  150.55230500   46.02    0.00 5  3 1 1
102 H1  -34.94431800  150.54626400 333.87   29.87   29.87   2 0   0 0.00 1
102 H10 -34.94566500  150.54759400 333.78   29.87   29.87   2 0   0 0.00 1
102 H11 -34.94609900  150.54784400 331.38   29.87   29.87   2 0   0 0.00 1
102 H12 -34.94272600  150.54623500 286.63   29.87   29.87   2 0   0 0.00 1
102 H2  -34.94486300  150.54658500 329.98   29.87   29.87   2 0   0 0.00 1
102 H3  -34.94538900  150.54689800 331.22   29.87   29.87   2 0   0 0.00 1
102 H4  -34.94583000  150.54717200 330.73   29.87   29.87   2 0   0 0.00 1
102 H5  -34.94626200  150.54742800 335.72   29.87   29.87   2 0   0 0.00 1
102 H6  -34.94414600  150.54670400 331.16   29.87   29.87   2 0   0 0.00 1
102 H7  -34.94469500  150.54702500 326.22   29.87   29.87   2 0   0 0.00 1
102 H8  -34.94570700  150.54214100  44.11   34.14   34.14   2 0   0 0.00 1
102 H9  -34.94521500  150.54733400 332.20   29.87   29.87   2 0   0 0.00 1
21  -34.94712300  150.53789100  2  44.30   3.00 03  PAPI-4L
21  -34.94764400  150.52861300  2  94.39   3.00 08  PAPI-4L
21  -34.93739900  150.55069300  2 224.30   3.00 21  PAPI-4L
21  -34.94943700  150.54540700  2 274.39   3.00 26  PAPI-4L
110   1 0.00  94.39 Taxiway
111 -34.93749900  150.54813100 
111 -34.93752700  150.54809500 
111 -34.93816700  150.54884700 
113 -34.93813900  150.54888300 
110   1 0.00  94.39 Taxiway
112 -34.94202800  150.53948200 -34.94203200  150.53943800 
111 -34.94205800  150.53914400 
111 -34.94211200  150.53915100 
112 -34.94208400  150.53946400 -34.94208000  150.53950800 
112 -34.94210900  150.53958500 -34.94213000  150.53962200 
112 -34.94213400  150.53962700 -34.94215500  150.53966400 
112 -34.94221800  150.53966400 -34.94225300  150.53965200 
112 -34.94227800  150.53964300 -34.94231300  150.53963100 
112 -34.94237900  150.53965700 -34.94241100  150.53967800 
112 -34.94248100  150.53972400 -34.94251300  150.53974500 
112 -34.94254800  150.53971200 -34.94256100  150.53968300 
111 -34.94442700  150.53534500 
112 -34.94537900  150.53357000 -34.94539900  150.53353300 
112 -34.94540700  150.53344700 -34.94540600  150.53340200 
112 -34.94537000  150.53194300 -34.94536900  150.53189800 102 
112 -34.94539900  150.53182600 -34.94542000  150.53179300 102 
112 -34.94547900  150.53174700 -34.94551200  150.53172800 102 
112 -34.94548500  150.53174400 -34.94551800  150.53172500 102 
112 -34.94558900  150.53171200 -34.94562600  150.53171000 102 
112 -34.94606100  150.53168900 -34.94609800  150.53168700 102 
112 -34.94615900  150.53164500 -34.94618800  150.53161800 102 
112 -34.94617200  150.53163400 -34.94620100  150.53160700 102 
112 -34.94622900  150.53152800 -34.94623800  150.53148500 102 
112 -34.94623200  150.53151400 -34.94624100  150.53147100 102 
112 -34.94624100  150.53138200 -34.94623800  150.53133700 102 
111 -34.94620300  150.53082700 
111 -34.94625800  150.53082200 102 
