I
1050 Generated by WorldEditor 1.6.0r1

1   1457 0 0 CYRV REVELSTOKE
100 22.86 1 0 0.25 0 0 0 12  50.96744948 -118.19216539    0   49 1 0 0 0 30  50.95724876 -118.17662100  199    0 1 0 0 0
110 2 0.00 0.0000 New Taxiway 11
111  50.96078482 -118.17653753
111  50.95991242 -118.17659242
111  50.95990854 -118.17635044
113  50.96077732 -118.17628982
110 2 0.00 0.0000 New Taxiway 7
111  50.95945436 -118.17650013
111  50.95927325 -118.17650767
111  50.95926875 -118.17616540
113  50.95944865 -118.17615342
110 2 0.00 0.0000 New Taxiway 8
111  50.95900906 -118.17639229
111  50.95900705 -118.17618276
111  50.95915117 -118.17618165
113  50.95915282 -118.17638691
110 2 0.00 0.0000 New Taxiway 7
111  50.95904179 -118.17749235
111  50.95897768 -118.17758854
111  50.95889137 -118.17762943
111  50.95875257 -118.17742441
111  50.95875447 -118.17736947
111  50.95884986 -118.17720687
111  50.95890380 -118.17722921
113  50.95902928 -118.17743215
110 2 0.00 0.0000 New Taxiway 8
111  50.96003624 -118.17759255
111  50.96006421 -118.17767424
111  50.95992455 -118.17778465
111  50.95989645 -118.17770299
113  50.95996478 -118.17764901
110 1 0.00 0.0000 New Taxiway 4
111  50.95809758 -118.17735946
111  50.95839295 -118.17686413
111  50.95845456 -118.17675876
111  50.95845186 -118.17641905
111  50.95851681 -118.17641749
111  50.95851681 -118.17621056
111  50.95900705 -118.17618276
111  50.95900906 -118.17639229
111  50.95915282 -118.17638691
111  50.95915591 -118.17651393
111  50.95927325 -118.17650767
111  50.95945436 -118.17650013
111  50.95944865 -118.17615342
111  50.95958872 -118.17614570
111  50.95959358 -118.17617040
111  50.95960915 -118.17618276
111  50.96076957 -118.17610708
112  50.96076957 -118.17610708  50.96098745 -118.17613642
111  50.96104095 -118.17635880
111  50.96113044 -118.17667384
112  50.96113044 -118.17667384  50.96118783 -118.17682210
111  50.96120728 -118.17665686
111  50.96123744 -118.17622290
111  50.96130358 -118.17622753
111  50.96124814 -118.17690240
112  50.96124814 -118.17690240  50.96118588 -118.17726995
111  50.96099134 -118.17725760
111  50.96066063 -118.17728231
112  50.96066063 -118.17728231  50.96051473 -118.17728076
111  50.96029003 -118.17739041
111  50.96003624 -118.17759255
111  50.95996478 -118.17764901
111  50.95989645 -118.17770299
111  50.95976535 -118.17780831
111  50.95950884 -118.17802104
111  50.95928319 -118.17820819
111  50.95899045 -118.17845930
112  50.95899045 -118.17845930  50.95894267 -118.17848990
111  50.95890939 -118.17857727
111  50.95885806 -118.17873920
111  50.95885834 -118.17877661
111  50.95853478 -118.17828581
111  50.95857300 -118.17826305
111  50.95860948 -118.17820515
111  50.95867230 -118.17740836
111  50.95870551 -118.17735489
111  50.95872609 -118.17732135
111  50.95861962 -118.17716028
111  50.95868342 -118.17705592
111  50.95863553 -118.17698322
111  50.95861083 -118.17698155
111  50.95854227 -118.17709452
111  50.95822040 -118.17764321
111  50.95823198 -118.17782650
113  50.95792130 -118.17735525
111  50.95875447 -118.17736947
111  50.95875257 -118.17742441
111  50.95889137 -118.17762943
111  50.95897768 -118.17758854
111  50.95904179 -118.17749235
111  50.95902928 -118.17743215
111  50.95890380 -118.17722921
113  50.95884986 -118.17720687
111  50.96078482 -118.17653753
111  50.96077732 -118.17628982
111  50.95990854 -118.17635044
113  50.95991242 -118.17659242
111  50.96038468 -118.17700198
111  50.96038985 -118.17719819
111  50.96101625 -118.17715369
