I
1050 Generated by WorldEditor 2.1.0r1

1    668 0 0 LFMS Ales Cevennes
1302 city Deaux
1302 country France
1302 icao_code LFMS
1302 state Laungedoc
100 27.43 1 0 0.00 0 0 0 01  44.06351363  004.13998140  178    0 2 0 0 0 19  44.07572461  004.14388033    0    0 2 0 0 0
110 2 0.00 271.0000 RSA cc
111  44.06952630  004.14353694
111  44.06950262  004.14366330
111  44.07028470  004.14393971
113  44.07030839  004.14381335
110 2 0.00 271.0000 01 turn cc
111  44.06415090  004.14124583
111  44.06362172  004.14107627
111  44.06359602  004.14125774
113  44.06412091  004.14142419
110 2 0.00 271.0000 Hangar flor
111  44.07246930  004.14467641
111  44.07250128  004.14448087
111  44.07232934  004.14443327
113  44.07229736  004.14462881
110 2 0.00 271.0000 Hangar flor
111  44.07154806  004.14443877
111  44.07156748  004.14433067
111  44.07133185  004.14425549
113  44.07131243  004.14436359
110 2 0.00 271.0000 Hangar flor
111  44.07123685  004.14431363
111  44.07126198  004.14416101
111  44.07112092  004.14411267
113  44.07109580  004.14426528
110 2 0.00 271.0000 Hangar flor
111  44.07087237  004.14418554
111  44.07089978  004.14401385
111  44.07060235  004.14392295
113  44.07057494  004.14409464
110 1 0.00 271.0000 Asph
111  44.07571877  004.14406484
111  44.07574828  004.14406087
111  44.07580126  004.14372744
112  44.07580126  004.14372744  44.07583172  004.14344767
112  44.07546336  004.14344745  44.07535723  004.14356867
111  44.07527046  004.14354019
111  44.06807701  004.14124900
112  44.06807701  004.14124900  44.06796993  004.14121368
112  44.06777298  004.14091305  44.06758737  004.14087772
112  44.06753619  004.14107638  44.06749494  004.14106423
111  44.06753619  004.14107638
111  44.06393392  004.13993446
112  44.06386634  004.13982186  44.06383874  004.13972517
111  44.06386634  004.13982186
112  44.06386634  004.13982186  44.06381399  004.13959138
112  44.06352463  004.13980332  44.06347323  004.14006559
111  44.06352463  004.13980332
111  44.06348085  004.14003248
111  44.06348561  004.14003778
111  44.06334283  004.14087891
112  44.06334283  004.14087891  44.06331428  004.14104978
112  44.06351321  004.14122728  44.06357032  004.14125112
111  44.06351321  004.14122728
111  44.06359602  004.14125774
111  44.06362172  004.14107627
111  44.06355414  004.14105640
112  44.06347704  004.14092527  44.06346752  004.14081930
111  44.06347704  004.14092527
112  44.06347704  004.14092527  44.06347590  004.14090485
111  44.06348214  004.14086566
111  44.06357698  004.14033582
112  44.06357698  004.14033582  44.06360363  004.14021263
111  44.06371785  004.14024177
111  44.06437142  004.14044670
112  44.06441875  004.14065425  44.06439179  004.14081873
111  44.06441875  004.14065425
111  44.06434000  004.14112720
112  44.06431532  004.14118991  44.06429787  004.14122633
111  44.06431532  004.14118991
112  44.06431532  004.14118991  44.06427090  004.14128373
111  44.06418217  004.14125403
111  44.06415090  004.14124583
111  44.06412091  004.14142419
111  44.06418379  004.14144002
112  44.06444576  004.14123444  44.06450208  004.14100594
111  44.06444576  004.14123444
111  44.06454244  004.14069337
112  44.06454244  004.14069337  44.06457734  004.14051785
111  44.06466014  004.14053834
111  44.06958490  004.14211080
112  44.06960584  004.14229922  44.06959156  004.14239592
111  44.06960584  004.14229922
111  44.06947765  004.14308072
111  44.06945481  004.14321998 3
111  44.06940959  004.14349569
111  44.06952630  004.14353694
111  44.07030839  004.14381335
111  44.07037210  004.14383587
111  44.07037477  004.14384797
111  44.07035288  004.14404088
112  44.07042200  004.14420710  44.07051337  004.14423889
111  44.07042200  004.14420710
111  44.07072373  004.14430248
111  44.07073491  004.14424706
111  44.07043889  004.14413578
112  44.07043889  004.14413578  44.07039510  004.14411856
111  44.07040764  004.14405872
111  44.07043446  004.14406745
111  44.07043276  004.14408034
111  44.07042866  004.14411149
111  44.07090244  004.14426199
111  44.07094246  004.14402406
112  44.07094246  004.14402406  44.07094742  004.14399799
112  44.07100975  004.14404719  44.07100514  004.14407298
111  44.07100975  004.14404719
111  44.07100514  004.14407298
111  44.07106790  004.14409449
111  44.07110863  004.14410845
111  44.07112092  004.14411267
111  44.07126198  004.14416101
111  44.07127849  004.14416667
111  44.07133124  004.14418476
111  44.07132171  004.14425226
111  44.07133185  004.14425549
111  44.07156748  004.14433067
111  44.07157668  004.14433361
111  44.07170603  004.14439922
112  44.07169606  004.14453238  44.07169511  004.14459597
111  44.07169606  004.14453238
111  44.07173051  004.14454111
112  44.07173051  004.14454111  44.07173146  004.14446957
111  44.07174571  004.14441137
111  44.07176154  004.14441622
111  44.07204510  004.14450304
111  44.07205729  004.14445385
111  44.07209591  004.14446382
111  44.07211266  004.14434835
111  44.07212243  004.14435078
111  44.07207780  004.14466694
111  44.07208992  004.14469599
111  44.07250971  004.14482243
112  44.07250971  004.14482243  44.07254284  004.14483356
112  44.07261340  004.14489475  44.07265338  004.14490906
111  44.07261340  004.14489475
111  44.07304831  004.14501421
112  44.07316117  004.14535468  44.07313947  004.14567264
111  44.07316117  004.14535468
111  44.07321543  004.14536616
112  44.07321543  004.14536616  44.07324627  004.14497667
111  44.07306795  004.14495530
111  44.07273683  004.14485467
112  44.07273683  004.14485467  44.07268201  004.14483560
111  44.07268325  004.14480398
111  44.07271718  004.14452177
111  44.07350677  004.14475600 3
111  44.07356317  004.14440247 3
111  44.07273937  004.14415690 3
112  44.07263986  004.14391495  44.07265985  004.14377982
111  44.07263986  004.14391495
111  44.07265145  004.14384604
111  44.07273983  004.14332053
112  44.07273983  004.14332053  44.07276744  004.14315890
113  44.07286821  004.14315675
111  44.07087821  004.14420527
111  44.07055839  004.14410988
111  44.07056414  004.14407497
111  44.07056953  004.14404227
111  44.07057456  004.14401169
111  44.07058000  004.14397868
111  44.07058477  004.14394970
111  44.07058980  004.14391912
111  44.07060235  004.14392295
111  44.07089978  004.14401385
113  44.07091057  004.14401715
111  44.07265718  004.14452454
111  44.07262482  004.14475770
111  44.07224028  004.14464244
111  44.07227645  004.14441855
111  44.07232934  004.14443327
111  44.07250128  004.14448087
111  44.07257505  004.14450167
111  44.07256934  004.14454672
111  44.07264284  004.14456718
113  44.07264855  004.14452213
111  44.07222125  004.14446757
111  44.07216604  004.14445167
111  44.07217004  004.14442445
111  44.07213483  004.14441385
111  44.07214700  004.14433111
111  44.07218222  004.14434171
111  44.07217832  004.14436818
113  44.07223353  004.14438408
111  44.07137887  004.14389257 3
111  44.07036803  004.14363292 3
111  44.06957991  004.14335339 3
112  44.06954659  004.14325536  44.06956182  004.14317058
111  44.06954659  004.14325536
111  44.06956924  004.14311130
111  44.06969318  004.14232274
112  44.06969318  004.14232274  44.06971412  004.14220219
111  44.06975885  004.14216377
111  44.07252583  004.14304737
112  44.07260769  004.14327392  44.07258294  004.14343554
111  44.07260769  004.14327392
111  44.07252163  004.14380507
111  44.07251346  004.14385551
112  44.07251346  004.14385551  44.07247919  004.14405158 3
111  44.07233261  004.14402508 3
111  44.07220030  004.14399064 3
113  44.07217651  004.14413239 3
111  44.07218010  004.14368045
111  44.07219394  004.14359023
111  44.07234580  004.14363536
111  44.07231337  004.14384672
111  44.07216152  004.14380159
111  44.07217619  004.14370597
111  44.07212407  004.14368149
112  44.07211602  004.14369143  44.07211194  004.14369919
111  44.07211602  004.14369143
112  44.07211602  004.14369143  44.07210053  004.14373209
112  44.07202996  004.14373246  44.07199609  004.14371114
111  44.07202996  004.14373246
112  44.07202996  004.14373246  44.07198346  004.14370319
112  44.07201862  004.14357341  44.07206008  004.14353198
112  44.07212325  004.14363926  44.07212829  004.14370994
111  44.07212325  004.14363926
112  44.07212325  004.14363926  44.07212389  004.14364816
113  44.07212971  004.14365941
110 3 0.00 271.0000 grass
111  44.07176154  004.14441622
111  44.07174669  004.14453865
111  44.07206993  004.14464835
111  44.07209591  004.14446382
111  44.07205729  004.14445385
113  44.07204510  004.14450304
110 5 0.00 271.0000 Gravel
111  44.07137887  004.14389257
112  44.07134160  004.14368219  44.07125871  004.14365582
112  44.07085607  004.14348441  44.07074238  004.14344156
112  44.07042501  004.14339211  44.07031843  004.14336904
112  44.07002474  004.14323059  44.06988500  004.14320422
112  44.06965526  004.14320092  44.06959368  004.14321081
111  44.06954659  004.14325536
112  44.06954659  004.14325536  44.06953136  004.14334014
111  44.06957991  004.14335339
113  44.07036803  004.14363292
130 Terrain Boundary by MajorTom
111  44.06379935  004.13744224
111  44.06261475  004.13775394
111  44.06234365  004.13810659
111  44.06141837  004.13807378
111  44.06128282  004.13840183
111  44.06015127  004.13837723
111  44.05988017  004.13854945
111  44.05984481  004.13877908
111  44.06013948  004.13910713
111  44.06059328  004.13968120
111  44.06097636  004.13990264
111  44.06154214  004.14110820
111  44.06227882  004.14141984
111  44.06262065  004.14172329
111  44.06289764  004.14239583
111  44.06325714  004.14265007
111  44.06428261  004.14263367
111  44.06671074  004.14321600
111  44.06798962  004.14351129
111  44.06951015  004.14595550
111  44.07137839  004.14582427
111  44.07250405  004.14570138
111  44.07351773  004.14586543
111  44.07435460  004.14598853
111  44.07517380  004.14585728
111  44.07605193  004.14520926
111  44.07661181  004.14465147
111  44.07674737  004.14413470
111  44.07664718  004.14328161
111  44.07618159  004.14270741
111  44.07512665  004.14247773
111  44.07387134  004.14236289
111  44.07263960  004.14187898
111  44.07105424  004.14139507
111  44.06995216  004.14025494
111  44.06890901  004.13963983
111  44.06788944  004.13948403
111  44.06597405  004.13798315
113  44.06495447  004.13742544
120 Linear Feature 228
111  44.07517321  004.14368886 51
115  44.07503440  004.14364690
120 Linear Feature 227
111  44.07545400  004.14370431 51
115  44.07539055  004.14373081
120 Linear Feature 226
112  44.07570782  004.14368334  44.07567689  004.14360164 51
111  44.07561978  004.14362813 51
115  44.07556346  004.14365574
120 Linear Feature 225
111  44.07259020  004.14380665 51
111  44.07269662  004.14315436
112  44.07269662  004.14315436  44.07271380  004.14294092 51
111  44.07257566  004.14288479 51
115  44.07228614  004.14279096
120 Linear Feature 224
112  44.07269662  004.14315436  44.07276338  004.14294552 51
111  44.07289690  004.14298508 51
115  44.07317914  004.14307524
120 Linear Feature 223
111  44.07255781  004.14400813 51
115  44.07258425  004.14384437
120 Linear Feature 222
111  44.06951988  004.14310931 51
115  44.06950005  004.14323534
120 Linear Feature 221
111  44.06945972  004.14189219 51
111  44.06957077  004.14192899 51
112  44.06967984  004.14212678  44.06966331  004.14228870
111  44.06967984  004.14212678 51
115  44.06952516  004.14307343
120 Linear Feature 220
112  44.06967984  004.14212678  44.06970826  004.14196947 51
111  44.06985434  004.14201455 51
115  44.06993961  004.14204122
120 Linear Feature 219
112  44.06438833  004.14119111  44.06439864  004.14115689 51
111  44.06440498  004.14111053 51
111  44.06450493  004.14053431
112  44.06450493  004.14053431  44.06453031  004.14038198 51
112  44.06465801  004.14035990  44.06473971  004.14038418
111  44.06465801  004.14035990 51
115  44.06506333  004.14048684
120 Linear Feature 218
112  44.06341270  004.14092508  44.06340873  004.14110721 51
111  44.06357054  004.14115468 51
111  44.06417044  004.14134298 51
116  44.06437564  004.14123305  44.06446447  004.14108182
120 Linear Feature 217
111  44.06388227  004.14011265 51
111  44.06361734  004.14002986
112  44.06361734  004.14002986  44.06358879  004.14001992 51
112  44.06353882  004.14012369  44.06352930  004.14017557
111  44.06353882  004.14012369 51
111  44.06342301  004.14081249
112  44.06342301  004.14081249  44.06341666  004.14085222 51
115  44.06341428  004.14088534
120 Linear Feature 216
111  44.06422493  004.14019544 51
112  44.06396159  004.14011375  44.06396079  004.14011375 51
112  44.06384895  004.14003759  44.06379660  004.13997798
111  44.06384895  004.14003759 51
111  44.06366652  004.13980688
112  44.06366652  004.13980688  44.06362765  004.13975831 51
112  44.06357054  004.13997687  44.06361179  004.14008395 51
112  44.06368635  004.14007732  44.06369983  004.14007732
111  44.06368635  004.14007732 51
115  44.06372522  004.14007401
120 Linear Feature 213
111  44.06947765  004.14308072 4
115  44.06956924  004.14311130
120 Linear Feature 215
111  44.06431532  004.14118991 4
115  44.06444576  004.14123444
120 Linear Feature 214
111  44.06334283  004.14087891 4
115  44.06347704  004.14092527
120 Linear Feature 212
111  44.07252163  004.14380507 4
115  44.07265145  004.14384604
120 Linear Feature 233
111  44.07342981  004.14446091 20
115  44.07346129  004.14446166
120 Linear Feature 233
111  44.07345790  004.14439632 20
115  44.07347297  004.14443478
120 Linear Feature 233
111  44.07351190  004.14439822 20
115  44.07349545  004.14443557
120 Linear Feature 233
111  44.07343744  004.14442369 20
115  44.07346446  004.14444618
120 Linear Feature 233
111  44.07348491  004.14438717 20
115  44.07348422  004.14443098
120 Linear Feature 233
111  44.07353106  004.14442627 20
115  44.07350342  004.14444725
120 Linear Feature 233
111  44.07350616  004.14446274 20
115  44.07353764  004.14446350
120 Linear Feature 233
111  44.07349447  004.14448962 20
115  44.07350955  004.14452809
120 Linear Feature 233
111  44.07347199  004.14448883 20
115  44.07345554  004.14452619
120 Linear Feature 233
111  44.07350299  004.14447823 20
115  44.07353000  004.14450071
120 Linear Feature 233
111  44.07348323  004.14449343 20
115  44.07348254  004.14453724
120 Linear Feature 233
111  44.07346402  004.14447716 20
115  44.07343639  004.14449814
120 Linear Feature 230
111  44.07043446  004.14406745 20
111  44.07043690  004.14405112 20
111  44.07044451  004.14400034 20
111  44.07044889  004.14397112 20
111  44.07045370  004.14393906 20
111  44.07045830  004.14390834 20
115  44.07046347  004.14387387
120 Linear Feature 232
111  44.07265356  004.14450024 20
111  44.07257755  004.14448030 20
111  44.07242084  004.14443368 20
111  44.07242635  004.14440071 20
111  44.07239773  004.14439220 20
111  44.07239222  004.14442517 20
111  44.07228120  004.14439214 20
111  44.07228341  004.14436914 20
111  44.07210879  004.14431777 20
111  44.07209337  004.14443507 20
111  44.07176397  004.14431700 20
111  44.07174910  004.14439597 22
111  44.07170669  004.14438217 20
111  44.07157834  004.14432237 20
111  44.07132827  004.14424034 20
111  44.07133708  004.14417747 20
111  44.07101925  004.14406784 20
111  44.07102201  004.14404944
112  44.07102201  004.14404944  44.07102696  004.14401877 20
112  44.07093773  004.14400804  44.07090082  004.14404024
111  44.07093773  004.14400804 20
111  44.07059071  004.14390071 20
111  44.07047283  004.14385164 20
116  44.07043482  004.14386007  44.07043042  004.14388537
120 Linear Feature 229
111  44.07040764  004.14405872 20
115  44.07035288  004.14404088
120 Linear Feature 229
111  44.07050332  004.14388692 20
115  44.07046347  004.14387387
120 Linear Feature 229
111  44.07049816  004.14392138 20
115  44.07045830  004.14390834
120 Linear Feature 229
111  44.07049355  004.14395210 20
115  44.07045370  004.14393906
120 Linear Feature 229
