I
1050 Generated by WorldEditor

1     26 0 0 TJPS Mercedita Intl
100 46.00 1 1 0.00 0 3 0 12  18.01127100 -066.57249204  237  350 2 0 0 1 30  18.00541259 -066.55356910   76    0 2 0 0 1
110 1 0.00 0.0000 New Taxiway 56
111  18.00891989 -066.56056094
111  18.00863482 -066.56065847
111  18.00859382 -066.56067236
111  18.00836115 -066.55992020
111  18.00688061 -066.55514156
111  18.00650948 -066.55371834
111  18.00671632 -066.55343765
112  18.00671632 -066.55343765  18.00681503 -066.55353413
111  18.00703482 -066.55447525
111  18.00848807 -066.55916054
111  18.00853439 -066.55929592
113  18.00872318 -066.55992785
110 1 0.00 0.0000 New Taxiway 49
111  18.00976348 -066.56152635
111  18.00970939 -066.56154456
111  18.00966286 -066.56140601
113  18.00971779 -066.56138784
110 2 0.00 0.0000 New Taxiway 48
111  18.00908838 -066.55879977
111  18.00933069 -066.55872732
111  18.00940720 -066.55901727
113  18.00917223 -066.55909487
110 1 0.00 0.0000 New Taxiway 1
111  18.01205259 -066.57407774
112  18.01222568 -066.57423908  18.01236064 -066.57427840
112  18.01251111 -066.57424808  18.01268919 -066.57425634
112  18.01296678 -066.57469068  18.01304534 -066.57497706
112  18.01279656 -066.57531852  18.01269443 -066.57540389
113  18.01247446 -066.57547823
110 1 0.00 108.0000 Taxiway
111  18.00992382 -066.56361343
111  18.00995605 -066.56372025
111  18.01253350 -066.57205505
111  18.01202466 -066.57175726
111  18.01189018 -066.57113992
111  18.01131063 -066.56926497
111  18.01069446 -066.56727299
113  18.00959867 -066.56372397
110 1 0.00 108.0000 Taxiway
111  18.01007588 -066.56326003
111  18.01008686 -066.56329766
112  18.01008686 -066.56329766  18.00988380 -066.56336736
111  18.00995605 -066.56372025
111  18.00992382 -066.56361343
111  18.00959867 -066.56372397
111  18.00890146 -066.56147908
111  18.00863482 -066.56065847
111  18.00891989 -066.56056094
111  18.00895994 -066.56054617
111  18.00931285 -066.56171268
111  18.00950387 -066.56215446
111  18.00952552 -066.56214675
113  18.00989764 -066.56331004
110 1 0.00 18.0000 Taxiway
111  18.00650948 -066.55371834
112  18.00625513 -066.55357922  18.00608861 -066.55359950
111  18.00625513 -066.55357922
111  18.00613730 -066.55361201
111  18.00601263 -066.55366232
112  18.00601263 -066.55366232  18.00583577 -066.55378793
111  18.00581421 -066.55390409
111  18.00567845 -066.55346370
111  18.00558108 -066.55349219
111  18.00556397 -066.55344461
111  18.00603566 -066.55328986
111  18.00617580 -066.55324363
112  18.00617580 -066.55324363  18.00652621 -066.55315544
113  18.00671632 -066.55343765
110 1 0.00 18.0000 Taxiway
111  18.00688061 -066.55514156
111  18.00664047 -066.55445290
112  18.00637808 -066.55436980  18.00622338 -066.55441292
111  18.00637808 -066.55436980
111  18.00613113 -066.55445133
112  18.00613113 -066.55445133  18.00604334 -066.55454788
111  18.00603193 -066.55461359
111  18.00586274 -066.55407988
112  18.00603193 -066.55412278  18.00611580 -066.55409338
111  18.00603193 -066.55412278
