A
1050 Generated by WorldEditor 2.2.0r2

1    103 0 0 2B1 Cape Cod
100 15.24 3 0 0.00 0 0 0 03  41.68242040 -070.40294016    0    0 0 0 0 0 21  41.68707850 -070.39882161    0    0 0 0 0 0
100 18.29 3 0 0.00 0 0 0 09  41.68420084 -070.40724689    0    0 0 0 0 0 27  41.68652403 -070.39797213    0    0 0 0 0 0
100 18.29 3 0 0.00 0 0 0 17  41.68837228 -070.40425105    0    0 0 0 0 0 35  41.68341967 -070.40104679    0    0 0 0 0 0
110 2 0.00 0.0000 New Taxiway 113
111  41.68493882 -070.40736197
111  41.68495135 -070.40739948
111  41.68501412 -070.40759193
111  41.68486873 -070.40768499
111  41.68483598 -070.40758658
111  41.68480083 -070.40760798
111  41.68477367 -070.40752027
111  41.68475988 -070.40752830
113  41.68474596 -070.40747985
110 5 0.00 0.0000 New Taxiway 112
111  41.68512009 -070.40732733
111  41.68504298 -070.40736865
111  41.68503679 -070.40735038
111  41.68500501 -070.40725007
113  41.68508288 -070.40720542
110 2 0.00 0.0000 New Taxiway 111
111  41.68525982 -070.40746161
111  41.68523947 -070.40739179
111  41.68519400 -070.40723951
111  41.68515993 -070.40725926
111  41.68515001 -070.40722867
111  41.68518527 -070.40721019
111  41.68519050 -070.40722625
111  41.68534475 -070.40713696
113  41.68541479 -070.40737390
110 3 0.00 0.0000 New Taxiway 106
111  41.68446771 -070.40547145
111  41.68294132 -070.40265425
111  41.68264085 -070.40292019
111  41.68268611 -070.40313191
112  41.68268611 -070.40313191  41.68261157 -070.40330269
111  41.68250759 -070.40323887
111  41.68236782 -070.40304061
111  41.68231792 -070.40279850
111  41.68279204 -070.40240854
111  41.68265782 -070.40210648
111  41.68215159 -070.40249084
111  41.68191499 -070.40192877
112  41.68199317 -070.40162856  41.68206771 -070.40158236
111  41.68199317 -070.40162856
111  41.68206014 -070.40162670
111  41.68253671 -070.40138580
112  41.68253671 -070.40138580  41.68260669 -070.40136270
112  41.68277145 -070.40139813  41.68287115 -070.40136990
111  41.68277145 -070.40139813
111  41.68283459 -070.40155109
112  41.68283459 -070.40155109  41.68285085 -070.40159791
111  41.68283115 -070.40165284
111  41.68270755 -070.40183374
111  41.68293800 -070.40227070
111  41.68388328 -070.40146745
111  41.68356869 -070.40129482
112  41.68356869 -070.40129482  41.68328295 -070.40133364
111  41.68330422 -070.40109933
111  41.68353893 -070.40084695
112  41.68353893 -070.40084695  41.68365765 -070.40086359
111  41.68367119 -070.40104143
111  41.68408450 -070.40130821
111  41.68594754 -070.39962563
111  41.68628764 -070.39824290
111  41.68633114 -070.39798919
111  41.68655772 -070.39784521
112  41.68664287 -070.39798007  41.68670087 -070.39811095
111  41.68664287 -070.39798007
111  41.68680785 -070.39838465
112  41.68680785 -070.39838465  41.68691519 -070.39859492
111  41.68717758 -070.39886907
111  41.68715770 -070.39893562
111  41.68619959 -070.39974477
111  41.68557941 -070.40229734
111  41.68851971 -070.40414160
111  41.68849586 -070.40425418
111  41.68836791 -070.40435210
112  41.68827799 -070.40435281  41.68823815 -070.40433400
111  41.68827799 -070.40435281
111  41.68729630 -070.40369843
111  41.68664683 -070.40460615
111  41.68607899 -070.40543377
111  41.68617668 -070.40590225
112  41.68617668 -070.40590225  41.68598347 -070.40652827
111  41.68577715 -070.40662542
111  41.68586139 -070.40678351
112  41.68586139 -070.40678351  41.68570634 -070.40703105
111  41.68548931 -070.40701942
112  41.68548931 -070.40701942  41.68538793 -070.40683577
112  41.68534475 -070.40713696  41.68536463 -070.40725141
111  41.68534475 -070.40713696
111  41.68519050 -070.40722625
111  41.68518527 -070.40721019
111  41.68515001 -070.40722867
111  41.68515993 -070.40725926
111  41.68519400 -070.40723951
111  41.68523947 -070.40739179
111  41.68515414 -070.40743887
111  41.68512009 -070.40732733
111  41.68508288 -070.40720542
111  41.68500501 -070.40725007
111  41.68503679 -070.40735038
111  41.68495135 -070.40739948
111  41.68493882 -070.40736197
111  41.68474596 -070.40747985
111  41.68475988 -070.40752830
111  41.68433331 -070.40779033
111  41.68420717 -070.40756584
111  41.68417944 -070.40741368
111  41.68407553 -070.40715930
111  41.68402813 -070.40686160
112  41.68402813 -070.40686160  41.68391681 -070.40673118
111  41.68394242 -070.40653544
111  41.68402391 -070.40606449
