I
1050 Generated by WorldEditor 2.2.0r2

1      4 0 0 KMKY Marco Island Executive
100 30.48 2 0 0.25 1 2 1 17  26.00172061 -081.67412272    0    0 2 0 1 1 35  25.98827812 -081.67088224    0    0 2 0 1 1
110 1 0.00 0.0000 New Taxiway 8
111  25.99883910 -081.67507052
111  25.99885647 -081.67498948
111  25.99906688 -081.67504856
111  25.99906590 -081.67505382
111  25.99956231 -081.67517071
111  25.99967457 -081.67458849
111  26.00054200 -081.67478831
111  26.00052987 -081.67485626
111  26.00063191 -081.67487866
111  26.00061200 -081.67495640
111  26.00123113 -081.67509089
111  26.00130600 -081.67522698
111  26.00124442 -081.67553931
111  26.00096281 -081.67547233
111  26.00095031 -081.67544724
111  26.00055652 -081.67536574
111  26.00042808 -081.67536243
111  26.00034481 -081.67575906
111  25.99820947 -081.67523775
111  25.99826384 -081.67493105
113  25.99858962 -081.67500973
110 2 0.00 0.0000 New Taxiway 1
111  26.00168980 -081.67426436 102
111  26.00160370 -081.67470938
111  26.00154867 -081.67499383
111  26.00157549 -081.67500302
111  26.00146814 -081.67556213
111  26.00127527 -081.67551627
111  26.00133561 -081.67521573
111  26.00125063 -081.67506277
111  26.00127835 -081.67491374
111  26.00084444 -081.67480908
111  26.00082347 -081.67492072
111  26.00063191 -081.67487866
111  26.00052987 -081.67485626
111  26.00054200 -081.67478831
111  25.99967457 -081.67458849
111  25.99956231 -081.67517071
111  25.99906590 -081.67505382
111  25.99906688 -081.67504856
111  25.99885647 -081.67498948
111  25.99883910 -081.67507052
111  25.99858962 -081.67500973
111  25.99826384 -081.67493105
111  25.99839585 -081.67427164
112  25.99839585 -081.67427164  25.99841238 -081.67418301 102
111  25.99830286 -081.67410059 102
111  25.98834187 -081.67169851 102
112  25.98816643 -081.67146659  25.98817131 -081.67127516
111  25.98816643 -081.67146659 102
111  25.98825068 -081.67102680
111  25.98863982 -081.67112051 102
112  25.98849387 -081.67122987  25.98845238 -081.67133101
111  25.98849387 -081.67122987 102
111  25.98844937 -081.67144923
112  25.98844937 -081.67144923  25.98844601 -081.67148454 102
112  25.98845911 -081.67153815  25.98846772 -081.67156236
111  25.98845911 -081.67153815
112  25.98845911 -081.67153815  25.98848455 -081.67160972 102
111  25.98854586 -081.67163599 102
111  25.99064718 -081.67214346 102
112  25.99077587 -081.67209530  25.99082635 -081.67204345
111  25.99077587 -081.67209530
112  25.99077587 -081.67209530  25.99079073 -081.67208004 102
112  25.99081054 -081.67203357  25.99081790 -081.67200717
111  25.99081054 -081.67203357 102
111  25.99085329 -081.67181157
112  25.99085329 -081.67181157  25.99085891 -081.67177046 102
111  25.99083250 -081.67170504 102
111  25.99073705 -081.67162744
111  25.99113303 -081.67172352 102
111  25.99103272 -081.67174524 102
112  25.99097119 -081.67181775  25.99095805 -081.67187244
111  25.99097119 -081.67181775 102
111  25.99091999 -081.67206219
112  25.99091999 -081.67206219  25.99091721 -081.67209047 102
112  25.99092887 -081.67213560  25.99093660 -081.67215637
111  25.99092887 -081.67213560
112  25.99092887 -081.67213560  25.99095510 -081.67220609 102
111  25.99102508 -081.67223518 102
111  25.99469457 -081.67311850 102
112  25.99480628 -081.67306663  25.99485096 -081.67301986
111  25.99480628 -081.67306663
112  25.99480628 -081.67306663  25.99481997 -081.67305230 102
112  25.99483849 -081.67301086  25.99484542 -081.67298766
111  25.99483849 -081.67301086 102
111  25.99488573 -081.67277981
112  25.99488573 -081.67277981  25.99489123 -081.67266440 102
111  25.99478635 -081.67260087
111  25.99519133 -081.67269803 102
112  25.99505243 -081.67272683  25.99499199 -081.67275868
111  25.99505243 -081.67272683 102
112  25.99500464 -081.67279109  25.99499640 -081.67281662
111  25.99500464 -081.67279109 102
111  25.99495538 -081.67302073
112  25.99495538 -081.67302073  25.99495637 -081.67305633 102
112  25.99496977 -081.67310860  25.99497768 -081.67313199
111  25.99496977 -081.67310860
112  25.99496977 -081.67310860  25.99499697 -081.67318903 102
111  25.99505282 -081.67320444 102
111  25.99947672 -081.67427511 102
111  25.99958426 -081.67427750 102
111  25.99960350 -081.67423164 102
111  25.99962663 -081.67417271 102
111  25.99969857 -081.67380966
112  25.99969857 -081.67380966  25.99969930 -081.67379466 102
111  25.99968297 -081.67378453
111  25.99982333 -081.67381723 102
112  25.99978988 -081.67384693  25.99978197 -081.67386942
111  25.99978988 -081.67384693 102
111  25.99976697 -081.67396857 102
111  25.99976741 -081.67409805 102
111  25.99986779 -081.67414403 102
111  26.00062561 -081.67432803 102
113  26.00068586 -081.67402172
130 Airport Boundary 1
111  26.00267592 -081.67394970
111  26.00257353 -081.67479034
111  26.00182913 -081.67462293
111  26.00146945 -081.67658109
111  25.99782092 -081.67591143
111  25.99810631 -081.67436327
111  25.98769621 -081.67184277
111  25.98801281 -081.67013542
111  26.00133463 -081.67340601
113  26.00137521 -081.67366093
120 Linear Feature 3
111  25.99982661 -081.67461943 55
111  25.99908225 -081.67443881 55
115  25.99839585 -081.67427164
120 Linear Feature 4
111  25.99985065 -081.67447504 8
115  25.99830286 -081.67410059
120 Runway Hold 1
111  26.00160370 -081.67470938 54
115  25.99960350 -081.67423164
120 Runway Hold 2
111  25.99496977 -081.67310860 54
115  25.99480628 -081.67306663
120 Runway Hold 3
111  25.99092887 -081.67213560 54
115  25.99077587 -081.67209530
120 Linear Feature 24
112  25.99101747 -081.67228702  25.99091966 -081.67224288 7
112  25.99087104 -081.67212040  25.99085861 -081.67206609
111  25.99087104 -081.67212040
112  25.99087104 -081.67212040  25.99086002 -081.67207225 1
111  25.99086770 -081.67203497 1
111  25.99092560 -081.67174141 1
116  25.99108240 -081.67159091  25.99118345 -081.67158504
120 Linear Feature 18
111  25.99504996 -081.67325992 7
112  25.99490798 -081.67309305  25.99488033 -081.67296448
111  25.99490798 -081.67309305
112  25.99490798 -081.67309305  25.99490314 -081.67307057 1
112  25.99490250 -081.67301704  25.99490405 -081.67298876
111  25.99490250 -081.67301704 1
111  25.99495870 -081.67272068 1
112  25.99517613 -081.67256044  25.99534230 -081.67258476
111  25.99517613 -081.67256044 1
115  25.99565703 -081.67267351
120 Linear Feature 21
111  25.99495870 -081.67272068 1
112  25.99482234 -081.67247331  25.99465539 -081.67238924
111  25.99482234 -081.67247331 1
115  25.99425811 -081.67233532
120 Linear Feature 26
111  25.99092560 -081.67174141 1
116  25.99082675 -081.67152912  25.99071306 -081.67146588
120 Linear Feature 25
112  25.99063983 -081.67219592  25.99074266 -081.67220008 7
112  25.99083227 -081.67211035  25.99086396 -081.67206652
111  25.99083227 -081.67211035
112  25.99083227 -081.67211035  25.99086010 -081.67207187 1
115  25.99086770 -081.67203497
120 Linear Feature 11
111  25.99974829 -081.67381573 1
116  25.99967816 -081.67365493  25.99959761 -081.67359139
120 Runway Hold 4
111  25.98845911 -081.67153815 54
115  25.98816643 -081.67146659
120 Linear Feature 6
111  25.99867909 -081.67451477 1
111  25.99870736 -081.67436669 1
112  25.99895301 -081.67420674  25.99915798 -081.67423490
111  25.99895301 -081.67420674 1
111  25.99951957 -081.67434297 1
115  25.99985832 -081.67442421
120 Linear Feature 5
111  25.99908225 -081.67443881 1
