I
1050 Generated by WorldEditor 2.2.0r2

1     53 1 0 PHOG Kahului
1302 city Kahului
1302 country United States
1302 datum_lat 20.898650000
1302 datum_lon -156.430458333
1302 faa_code OGG
1302 iata_code OGG
1302 icao_code PHOG
1302 region_code PH
1302 state Hawaii
1302 transition_alt 18000
1302 transition_level 18000
100 45.72 1 0 0.25 0 3 0 2  20.88915476 -156.43633935    0   69 3 8 0 0 20  20.90493957 -156.42458226    0  121 3 0 0 0
100 45.72 1 0 0.25 0 3 0 5  20.89803662 -156.43708983    0    0 2 0 0 0 23  20.90383517 -156.42385472    0    0 4 0 0 0
110 2 0.00 0.0000 New Taxiway 23
111  20.89621609 -156.42833904
111  20.89614400 -156.42822591
111  20.89628911 -156.42811987
113  20.89635871 -156.42822889
110 2 0.00 0.0000 New Taxiway 20
111  20.89991116 -156.42519761
111  20.89990047 -156.42520596
111  20.89988738 -156.42518570
111  20.89989823 -156.42517785
111  20.89980928 -156.42504185
111  20.89966474 -156.42482085
111  20.89966674 -156.42479196
111  20.89998549 -156.42455736
111  20.90023319 -156.42493565
113  20.90024342 -156.42495128
110 2 0.00 0.0000 New Taxiway 198
111  20.89875851 -156.42636273
111  20.89863528 -156.42645567
111  20.89859991 -156.42640166
111  20.89856847 -156.42635364
111  20.89841457 -156.42611861
111  20.89840767 -156.42610808
111  20.89839944 -156.42609551
111  20.89827776 -156.42590969
111  20.89839991 -156.42582059
111  20.89843290 -156.42587047
113  20.89869257 -156.42626304
110 2 0.00 0.0000 New Taxiway 197
111  20.89841362 -156.42662082
111  20.89828992 -156.42671243
111  20.89793396 -156.42616422
111  20.89805784 -156.42607216
111  20.89833986 -156.42650708
111  20.89834860 -156.42652056
113  20.89835655 -156.42653282
110 2 0.00 0.0000 New Taxiway 196
111  20.89807394 -156.42687289
111  20.89792681 -156.42698262
111  20.89750630 -156.42633917
111  20.89765418 -156.42623244
111  20.89780612 -156.42646426
111  20.89782504 -156.42645011
111  20.89790034 -156.42656616
111  20.89788187 -156.42657984
113  20.89795847 -156.42669671
110 2 0.00 0.0000 New Taxiway 53
111  20.89111342 -156.43654045
111  20.89104900 -156.43644252
111  20.89217732 -156.43559557
113  20.89224267 -156.43569450
110 2 0.00 0.0000 New Taxiway 32
111  20.90170857 -156.43300098
111  20.90156062 -156.43331250
111  20.90152313 -156.43329541
113  20.90165711 -156.43297539
110 2 0.00 0.0000 New Taxiway 30
111  20.89709538 -156.42780106
111  20.89691134 -156.42794382
111  20.89687466 -156.42789030
113  20.89705962 -156.42774680
110 2 0.00 0.0000 New Taxiway 29
111  20.89014498 -156.43268436
111  20.88997509 -156.43268535
111  20.88997512 -156.43265700
111  20.88995332 -156.43265758
111  20.88995421 -156.43251350
113  20.89014726 -156.43251685
110 2 0.00 0.0000 New Taxiway 28
111  20.88983613 -156.43278486
111  20.88966901 -156.43278907
111  20.88966929 -156.43277229
111  20.88964493 -156.43277192
111  20.88964560 -156.43270611
111  20.88964747 -156.43252480
113  20.88983808 -156.43251925
110 2 0.00 0.0000 New Taxiway 27
111  20.88961812 -156.43270635
111  20.88945780 -156.43270784
111  20.88945794 -156.43268449
111  20.88939704 -156.43268518
111  20.88939704 -156.43257276
111  20.88938213 -156.43257554
111  20.88938277 -156.43252766
113  20.88961876 -156.43252349
110 2 0.00 0.0000 New Taxiway 26
111  20.88928869 -156.43268918
111  20.88916528 -156.43269245
111  20.88911863 -156.43269197
111  20.88911908 -156.43254576
113  20.88929105 -156.43254470
110 2 0.00 0.0000 New Taxiway 25
111  20.88881514 -156.43278836
111  20.88881617 -156.43252425
111  20.88904144 -156.43252502
111  20.88903987 -156.43276484
111  20.88903973 -156.43278748
113  20.88881757 -156.43278835
110 2 0.00 0.0000 New Taxiway 24
111  20.88853782 -156.43278943
111  20.88853782 -156.43258267
111  20.88856740 -156.43254814
111  20.88876502 -156.43254958
111  20.88876233 -156.43278856
113  20.88873890 -156.43278865
110 2 0.00 0.0000 New Taxiway 23
111  20.88830620 -156.43279034
111  20.88830638 -156.43277805
111  20.88826065 -156.43276890
111  20.88826029 -156.43252742
111  20.88849136 -156.43252659
113  20.88849213 -156.43278961
110 2 0.00 0.0000 New Taxiway 22
111  20.89015615 -156.43942111
111  20.89008565 -156.43947334
111  20.88997142 -156.43945029
111  20.89057748 -156.43899160
111  20.89063085 -156.43907337
111  20.89060377 -156.43911134
111  20.89047120 -156.43921626
111  20.89042265 -156.43914265
111  20.89015499 -156.43934874
111  20.89022968 -156.43945366
111  20.89019467 -156.43948281
111  20.89018989 -156.43947559
111  20.88995921 -156.43965121
111  20.88994728 -156.43963126
111  20.89010866 -156.43951325
111  20.89010943 -156.43949741
113  20.89017367 -156.43944858
110 1 0.00 0.0000 New Taxiway 21
111  20.89190390 -156.43805219
111  20.89185878 -156.43798307
111  20.89188689 -156.43796136
111  20.89191382 -156.43794057
113  20.89195779 -156.43801136
110 1 0.00 0.0000 New Taxiway 20
111  20.89279123 -156.43737967
111  20.89276140 -156.43733493
111  20.89277090 -156.43732811
111  20.89275321 -156.43730183
111  20.89283308 -156.43724234
111  20.89286794 -156.43729905
113  20.89287793 -156.43731475
110 1 0.00 0.0000 New Taxiway 19
111  20.89424478 -156.43631032
111  20.89421836 -156.43632937
111  20.89418862 -156.43635080
111  20.89413721 -156.43627047
113  20.89419136 -156.43622739
110 1 0.00 0.0000 New Taxiway 18
111  20.89626699 -156.43480662
111  20.89603238 -156.43497952
111  20.89600443 -156.43500011
111  20.89599932 -156.43500388
111  20.89597237 -156.43502374
111  20.89592971 -156.43495777
111  20.89591754 -156.43493895
113  20.89621166 -156.43471808
110 2 0.00 0.0000 New Taxiway 17
111  20.89067301 -156.43888330
111  20.89061124 -156.43892923
111  20.89058958 -156.43889838
111  20.89058351 -156.43890288
111  20.89055548 -156.43892365
111  20.89052693 -156.43894481
111  20.88929327 -156.43985915 53
111  20.88901983 -156.43941774
111  20.89201289 -156.43718626
111  20.89205223 -156.43725196
111  20.89371980 -156.43599818
111  20.89367723 -156.43593197
111  20.89681039 -156.43359393
111  20.89693058 -156.43377824
111  20.89694683 -156.43376847
111  20.89697796 -156.43378856
111  20.89696363 -156.43382655
111  20.89711788 -156.43405201
111  20.89682595 -156.43426248
111  20.89696947 -156.43448499
111  20.89693648 -156.43450952
111  20.89679111 -156.43428458
111  20.89621166 -156.43471808
111  20.89591754 -156.43493895
111  20.89592971 -156.43495777
111  20.89597237 -156.43502374
111  20.89594962 -156.43504062
111  20.89588738 -156.43494902
111  20.89507971 -156.43555101
111  20.89513747 -156.43564349
111  20.89493423 -156.43579113
111  20.89487944 -156.43571040
111  20.89427539 -156.43616107
111  20.89433078 -156.43624834
111  20.89424478 -156.43631032
111  20.89419136 -156.43622739
111  20.89413721 -156.43627047
111  20.89418862 -156.43635080
111  20.89403192 -156.43646309
111  20.89397544 -156.43637948
111  20.89338905 -156.43682455
111  20.89340249 -156.43684710
111  20.89343215 -156.43689683
111  20.89341082 -156.43691441
111  20.89339597 -156.43692665
111  20.89337042 -156.43694772
111  20.89335093 -156.43696379
111  20.89333767 -156.43694490
111  20.89324346 -156.43693011
111  20.89288029 -156.43720968
111  20.89286794 -156.43729905
111  20.89283308 -156.43724234
111  20.89275321 -156.43730183
111  20.89277090 -156.43732811
111  20.89276140 -156.43733493
111  20.89273887 -156.43730341
111  20.89191382 -156.43794057
111  20.89188689 -156.43796136
111  20.89185878 -156.43798307
111  20.89190390 -156.43805219
111  20.89153267 -156.43832788
113  20.89148693 -156.43825593
110 2 0.00 0.0000 New Taxiway 4
111  20.89983861 -156.42547158
111  20.89968180 -156.42523328
111  20.89967367 -156.42522085
111  20.89968799 -156.42521005
111  20.89972987 -156.42527539
111  20.89973699 -156.42527042
111  20.89981482 -156.42538902
111  20.89980662 -156.42539515
111  20.89991554 -156.42556511
111  20.89969372 -156.42573204
113  20.89962147 -156.42562478
110 1 0.00 0.0000 New Taxiway 2
111  20.90177257 -156.42649604
111  20.90171288 -156.42653921
111  20.90150639 -156.42621283
113  20.90156930 -156.42616966
110 1 0.00 0.0000 New Taxiway 10
111  20.88695656 -156.43832002
112  20.88695316 -156.43843337  20.88699487 -156.43851177
111  20.88695316 -156.43843337
111  20.88730889 -156.43896366
112  20.88736057 -156.43897717  20.88739294 -156.43895789
111  20.88736057 -156.43897717
111  20.88739791 -156.43895343
111  20.88741969 -156.43899027
111  20.88739262 -156.43901252
112  20.88739262 -156.43901252  20.88736999 -156.43903206
111  20.88738327 -156.43905188
111  20.88740501 -156.43908691
111  20.88737223 -156.43911206
111  20.88692126 -156.43843287
112  20.88692126 -156.43843287  20.88687255 -156.43835709
111  20.88693914 -156.43829810
111  20.88700429 -156.43824420
112  20.88700429 -156.43824420  20.88707115 -156.43818353
111  20.88702398 -156.43811121
111  20.88684776 -156.43784616
112  20.88672227 -156.43782031  20.88664475 -156.43785855
111  20.88672227 -156.43782031
111  20.88670435 -156.43780028
111  20.88849104 -156.43649291
111  20.88898809 -156.43610019
111  20.88848708 -156.43537004
112  20.88848708 -156.43537004  20.88837903 -156.43520379
112  20.88822843 -156.43486327  20.88816336 -156.43469002
111  20.88822843 -156.43486327
112  20.88822843 -156.43486327  20.88812623 -156.43459117
112  20.88806522 -156.43398363  20.88805594 -156.43366292
111  20.88806522 -156.43398363
111  20.88824229 -156.43398062
111  20.88824003 -156.43279059
111  20.88830620 -156.43279034
111  20.88849213 -156.43278961
111  20.88853782 -156.43278943
111  20.88876233 -156.43278856
111  20.88881514 -156.43278836
111  20.88903973 -156.43278748
111  20.88903987 -156.43276484
111  20.88916523 -156.43276493
111  20.88916528 -156.43269245
111  20.88928869 -156.43268918
111  20.88928716 -156.43278543
111  20.88945720 -156.43278706
111  20.88945780 -156.43270784
111  20.88961812 -156.43270635
111  20.88964560 -156.43270611
111  20.88964493 -156.43277192
111  20.88966929 -156.43277229
111  20.88966901 -156.43278907
111  20.88983613 -156.43278486
111  20.88992201 -156.43278269
111  20.88992102 -156.43268566
111  20.88997509 -156.43268535
111  20.89014498 -156.43268436
111  20.89014726 -156.43251685
111  20.89014757 -156.43249450
111  20.89016940 -156.43249550
111  20.89016788 -156.43229781
111  20.89211785 -156.43230617
112  20.89221811 -156.43226819  20.89228540 -156.43222948
111  20.89221811 -156.43226819
111  20.89244872 -156.43213431
112  20.89276752 -156.43192135  20.89290879 -156.43180187
111  20.89276752 -156.43192135
111  20.89332987 -156.43143558
111  20.89315278 -156.43116900
111  20.89331476 -156.43104104
111  20.89316874 -156.43082745
111  20.89330982 -156.43054549
111  20.89335349 -156.43049992
111  20.89364886 -156.43050450
112  20.89364886 -156.43050450  20.89394963 -156.43049834
111  20.89427064 -156.43026621
111  20.89560381 -156.42927043
112  20.89560381 -156.42927043  20.89577938 -156.42913025
111  20.89581535 -156.42889508
111  20.89585912 -156.42865954
111  20.89604884 -156.42850756
111  20.89608354 -156.42847674
111  20.89605844 -156.42844130
111  20.89606990 -156.42843149
111  20.89609286 -156.42846309
111  20.89611682 -156.42844425
111  20.89609481 -156.42841270
111  20.89619130 -156.42833663
111  20.89620150 -156.42835139
111  20.89621609 -156.42833904
111  20.89635871 -156.42822889
111  20.89637109 -156.42824902
111  20.89657546 -156.42810479
111  20.89664017 -156.42820151
111  20.89686440 -156.42802998
111  20.89679860 -156.42792519
111  20.89686618 -156.42787792
111  20.89687466 -156.42789030
111  20.89691134 -156.42794382
111  20.89709538 -156.42780106
111  20.89705962 -156.42774680
111  20.89766524 -156.42726851
111  20.89754337 -156.42708294
111  20.89761786 -156.42702906
111  20.89724303 -156.42643170
111  20.89771254 -156.42608958
111  20.89777876 -156.42619469
111  20.89853337 -156.42563348
111  20.89914965 -156.42656754
112  20.89919504 -156.42656737  20.89922685 -156.42654622
111  20.89919504 -156.42656737
111  20.89942949 -156.42639259
112  20.89942949 -156.42639259  20.89946419 -156.42636215
111  20.89943592 -156.42632581
111  20.89927766 -156.42613422
111  20.89948556 -156.42598181
111  20.89936715 -156.42579963
111  20.89935793 -156.42578544
111  20.89919481 -156.42553448
111  20.89921007 -156.42551869
111  20.89913880 -156.42541471
112  20.89913880 -156.42541471  20.89912298 -156.42530444
111  20.89919961 -156.42524887
111  20.89955691 -156.42498041
112  20.89980928 -156.42504185  20.89992318 -156.42518075
111  20.89980928 -156.42504185
111  20.89989823 -156.42517785
111  20.89988738 -156.42518570
111  20.89990047 -156.42520596
111  20.89991116 -156.42519761
111  20.90024342 -156.42495128
111  20.90023319 -156.42493565
111  20.90026541 -156.42491000
111  20.90025491 -156.42489459
111  20.90027791 -156.42487667
111  20.90047596 -156.42518529
111  20.90042024 -156.42522626
111  20.90065949 -156.42560016
111  20.90101268 -156.42533755
111  20.90140624 -156.42595727
111  20.90119547 -156.42611277
112  20.90113518 -156.42648199  20.90125030 -156.42669576
111  20.90113518 -156.42648199
111  20.90128157 -156.42670209
112  20.90143391 -156.42677833  20.90152496 -156.42677161
111  20.90143391 -156.42677833
111  20.90235466 -156.42609872
111  20.90259071 -156.42556340
111  20.90267339 -156.42548843
111  20.90346814 -156.42367521
111  20.90475598 -156.42431697
111  20.90565635 -156.42364988
111  20.90600596 -156.42418866
111  20.90516803 -156.42481061
111  20.90539408 -156.42517403
112  20.90539408 -156.42517403  20.90550947 -156.42538510
111  20.90541970 -156.42557449
111  20.90513690 -156.42624363
111  20.90237795 -156.42828307
111  20.90231454 -156.42835080
111  20.90063181 -156.43220305
112  20.90078400 -156.43254666  20.90097913 -156.43262947
111  20.90078400 -156.43254666
112  20.90078400 -156.43254666  20.90081746 -156.43256086
112  20.90090682 -156.43257134  20.90095570 -156.43257286
111  20.90090682 -156.43257134
111  20.90152972 -156.43256676
111  20.90152853 -156.43260471
111  20.90164417 -156.43260313
111  20.90164588 -156.43274226
111  20.90173414 -156.43274350
111  20.90163911 -156.43296645
111  20.90165711 -156.43297539
111  20.90152313 -156.43329541
111  20.90156062 -156.43331250
111  20.90170857 -156.43300098
111  20.90216057 -156.43322572
111  20.90169754 -156.43429844
111  20.90001952 -156.43429418
112  20.90001952 -156.43429418  20.89970548 -156.43430908
111  20.89957652 -156.43461731
111  20.89939162 -156.43503819
111  20.89976810 -156.43522754
111  20.89973808 -156.43530303
111  20.89936097 -156.43510794
111  20.89840458 -156.43728489
111  20.89865083 -156.43741387
111  20.89796473 -156.43899963
111  20.89672018 -156.43838749
111  20.89696649 -156.43782430
111  20.89686628 -156.43776931
112  20.89686628 -156.43776931  20.89667135 -156.43767002
112  20.89668317 -156.43713140  20.89680685 -156.43685511
111  20.89668317 -156.43713140
111  20.89682340 -156.43681076
112  20.89682340 -156.43681076  20.89688823 -156.43664004
