A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1     7086 0 0 KPNA RALPH WENZ FLD
100   29.87   1   0 1.00 0 2 0 11   42.80413892 -109.82482790    0.00    0.00 2  0 0 1 29   42.79064058 -109.79724411    0.00    0.00 2  0 0 1
21   42.80304858 -109.82180728  2 122.94   3.00 11  PAPI-4L
21   42.79153578 -109.79986130  2 302.96   3.00 29  PAPI-4L
110   2 1.00  26.11 New Taxiway 12
111  42.79940305 -109.80623335 
111  42.79955730 -109.80613323 
111  42.79972268 -109.80659112 
113  42.79956996 -109.80669826 
110   2 1.00   8.00 New Taxiway 6
111  42.79753755 -109.80486764 
111  42.79737228 -109.80489746 
111  42.79735503 -109.80466464 
111  42.79735397 -109.80465032 
111  42.79751923 -109.80462354 
113  42.79752034 -109.80464188 
110   2 1.00 115.00 New Taxiway 5
111  42.79799950 -109.80507780 
111  42.79784788 -109.80461421 
111  42.79837174 -109.80425314 
111  42.79850085 -109.80416387 
111  42.79873369 -109.80480481 
111  42.79824797 -109.80509902 
113  42.79802244 -109.80513511 
110   2 1.00  26.11 New Taxiway 10
111  42.79865411 -109.80372570 
111  42.79871410 -109.80389658 
111  42.79859773 -109.80397363 
113  42.79853747 -109.80380707 
110   2 1.00  26.11 New Taxiway 10
111  42.79924389 -109.80525938 
111  42.79930388 -109.80543026 
111  42.79909151 -109.80556720 
113  42.79903265 -109.80539884 
110   2 1.00  26.11 New Taxiway 11
111  42.79845042 -109.80402337 
111  42.79831704 -109.80410957 
111  42.79826490 -109.80397274 
113  42.79840115 -109.80388611 
110   2 1.00   0.00 New Taxiway 9
111  42.79887657 -109.80658125 
111  42.79887500 -109.80675783 
111  42.79874065 -109.80675702 
113  42.79874014 -109.80657738 
110   2 1.00   0.00 New Taxiway 9
111  42.79800444 -109.80655649 
111  42.79800273 -109.80672790 
111  42.79786838 -109.80672709 
113  42.79786822 -109.80655262 
110   2 1.00   0.00 New Taxiway 8
111  42.79783645 -109.80655172 
111  42.79783612 -109.80678851 
111  42.79746446 -109.80678851 
113  42.79746313 -109.80654112 
110   1 1.00 123.70 New Taxiway 1
111  42.80402024 -109.82464782 
112  42.80409454 -109.82442046  42.80425294 -109.82454465 
111  42.80434720 -109.82447096 
