I
1050 Generated by WorldEditor 2.1.0r1

1    554 0 0 LJNM Novo mesto
1302 city Novo mesto
1302 country Slovenia
1302 datum_lat 45.8025000
1302 datum_lon 15.1061111
1302 icao_code LJNM
100 50.00 3 0 0.00 0 0 0 05  45.79570657  015.09434522  528    0 0 0 0 0 23  45.80593716  015.11208653    0    0 0 0 0 0
110 2 0.00 153.0000 cc
111  45.80976739  015.11180433
111  45.80954861  015.11184558
111  45.80955711  015.11193014
111  45.80956451  015.11200369
112  45.80954487  015.11206004  45.80954940  015.11211423
111  45.80954487  015.11206004
111  45.80956451  015.11224210
112  45.80956451  015.11224210  45.80957055  015.11227895
111  45.80961738  015.11227028
111  45.80981680  015.11222043
112  45.80984551  015.11215324  45.80984249  015.11210122
111  45.80984551  015.11215324
111  45.80982436  015.11195168
112  45.80982436  015.11195168  45.80981680  015.11190833
113  45.80978206  015.11190616
110 2 0.00 153.0000 cc
111  45.81189457  015.11307794
111  45.81179597  015.11293090
111  45.81171932  015.11302147
113  45.81181147  015.11317217
110 2 0.00 153.0000 cc
111  45.81192025  015.11402397
111  45.81177330  015.11386290
111  45.81163526  015.11410578
113  45.81177576  015.11427051
110 1 0.00 153.0000 Asph N
111  45.81116932  015.11449443
112  45.81116932  015.11449443  45.81119576  015.11450707
112  45.81125241  015.11451249  45.81130403  015.11453958
111  45.81125241  015.11451249
111  45.81146518  015.11460280
112  45.81146518  015.11460280  45.81165528  015.11468408
111  45.81177866  015.11449443
111  45.81187740  015.11430827
112  45.81192344  015.11430548  45.81194443  015.11432806
111  45.81192344  015.11430548
111  45.81206928  015.11448008
111  45.81211236  015.11440947
111  45.81196653  015.11423487
112  45.81196653  015.11423487  45.81194764  015.11420477
111  45.81195780  015.11418163
111  45.81210967  015.11390973
111  45.81215840  015.11396440
111  45.81228460  015.11371887
111  45.81225700  015.11359915
111  45.81232591  015.11345388
111  45.81247235  015.11314518
112  45.81263476  015.11263583  45.81268386  015.11236128
111  45.81263476  015.11263583
111  45.81270023  015.11227819
112  45.81270023  015.11227819  45.81272541  015.11213911
111  45.81276947  015.11202893
111  45.81281353  015.11193501
111  45.81278458  015.11188805
111  45.81272918  015.11202171
112  45.81272918  015.11202171  45.81269141  015.11210841
111  45.81262217  015.11209396
111  45.81160618  015.11168395
112  45.81157590  015.11160279  45.81158849  015.11155583
111  45.81157590  015.11160279
111  45.81162305  015.11147461
112  45.81164701  015.11145924  45.81166338  015.11146466
111  45.81164701  015.11145924
111  45.81171383  015.11148337
112  45.81171383  015.11148337  45.81176796  015.11150866
112  45.81173266  015.11133636  45.81165461  015.11130746
111  45.81173266  015.11133636
111  45.81153350  015.11125983
111  45.81148546  015.11149677
112  45.81142237  015.11161350  45.81131536  015.11157919
111  45.81142237  015.11161350
111  45.81122849  015.11154487
112  45.81122849  015.11154487  45.81102454  015.11146901
111  45.81072364  015.11151778
111  45.81057973  015.11154505
112  45.81053164  015.11149221  45.81053164  015.11145319
111  45.81053164  015.11149221
111  45.81053473  015.11133565
112  45.81056544  015.11128471  45.81059263  015.11128038
111  45.81056544  015.11128471
111  45.81063866  015.11126779
112  45.81063866  015.11126779  45.81069002  015.11125478
112  45.81061559  015.11113076  45.81056120  015.11114377
111  45.81061559  015.11113076
111  45.81039592  015.11118529
111  45.81042440  015.11143606
112  45.81042440  015.11143606  45.81049465  015.11151264
111  45.81042436  015.11157449
111  45.80925221  015.11179661
111  45.80925070  015.11177927
111  45.80919251  015.11179030
111  45.80918344  015.11173611
111  45.80899665  015.11177151
111  45.80900572  015.11182569
111  45.80896913  015.11183262
111  45.80897064  015.11184996
111  45.80857029  015.11192583
112  45.80853389  015.11184489  45.80853087  015.11177770
111  45.80853389  015.11184489
111  45.80855880  015.11181336
111  45.80855433  015.11179160
111  45.80841482  015.11181625
111  45.80842203  015.11187387
111  45.80846126  015.11186918
112  45.80846126  015.11186918  45.80846278  015.11192336
111  45.80842951  015.11195251
111  45.80689502  015.11224328
112  45.80689502  015.11224328  45.80682829  015.11213853
111  45.80677891  015.11226528
111  45.80653002  015.11231245
112  45.80653002  015.11231245  45.80617247  015.11238108
111  45.80604657  015.11216254
111  45.80596474  015.11205238
111  45.80591186  015.11211559
111  45.80604783  015.11228355
112  45.80643685  015.11241178  45.80672138  015.11239913
111  45.80643685  015.11241178
111  45.80680541  015.11257543
111  45.80710033  015.11270639
112  45.80710033  015.11270639  45.80712047  015.11271542
112  45.80715069  015.11275668  45.80717898  015.11277083
113  45.80715069  015.11275668
112  45.81239474  015.11243602  45.81226380  015.11237460
112  45.81236956  015.11209283  45.81245769  015.11212715
111  45.81236956  015.11209283
111  45.81248035  015.11213979
114  45.81248035  015.11213979  45.81257981  015.11217953
111  45.80717001  015.11263827
112  45.80717001  015.11263827  45.80713728  015.11262562
112  45.80710832  015.11265271  45.80707811  015.11264188
111  45.80710832  015.11265271
111  45.80672812  015.11247572
112  45.80673819  015.11235833  45.80676966  015.11230415
111  45.80673819  015.11235833
111  45.80679055  015.11234840
112  45.80691152  015.11232547  45.80696691  015.11220085
111  45.80691152  015.11232547
111  45.80841254  015.11204087
111  45.80898639  015.11193207
111  45.80898856  015.11195704
111  45.80902178  015.11195074
111  45.80903265  015.11209118
111  45.80921687  015.11205626
111  45.80920599  015.11191581
111  45.80926077  015.11190543
111  45.80925860  015.11188046
111  45.80953921  015.11182725
111  45.80954042  015.11184736
111  45.80954861  015.11184558
111  45.80976739  015.11180433
111  45.80976618  015.11178422
111  45.81073919  015.11159974
112  45.81121760  015.11161599  45.81138549  015.11168857
111  45.81121760  015.11161599
111  45.81146537  015.11172067
111  45.81166614  015.11180549
111  45.81222226  015.11204043
112  45.81226255  015.11218493  45.81225373  015.11231859
111  45.81226255  015.11218493
112  45.81226255  015.11218493  45.81223863  015.11248837
112  45.81255085  015.11239626  45.81263142  015.11217048
111  45.81255085  015.11239626
111  45.81258358  015.11228969
112  45.81262387  015.11219396  45.81263898  015.11219938
111  45.81262387  015.11219396
112  45.81262387  015.11219396  45.81266290  015.11220660
111  45.81265660  015.11227344
111  45.81258988  015.11263107
112  45.81258988  015.11263107  45.81253448  015.11293812
111  45.81244510  015.11309165
111  45.81207370  015.11386652
112  45.81199450  015.11388564  45.81195295  015.11383868
111  45.81199450  015.11388564
111  45.81183209  015.11369057
111  45.81178896  015.11376663
111  45.81192212  015.11392656
111  45.81192715  015.11391753
111  45.81195641  015.11395267
111  45.81191381  015.11402762
111  45.81177576  015.11427051
111  45.81174276  015.11432857
111  45.81170877  015.11429064
111  45.81169314  015.11431815
111  45.81154835  015.11415740
111  45.81152479  015.11419886
111  45.81170371  015.11441052
111  45.81174007  015.11445353
112  45.81163432  015.11456552  45.81154619  015.11459261
111  45.81137875  015.11452939
111  45.81126544  015.11448063
112  45.81126544  015.11448063  45.81121634  015.11445534
112  45.81121886  015.11439393  45.81118739  015.11437948
111  45.81121886  015.11439393
111  45.81103051  015.11431207
113  45.81093812  015.11427193
110 1 0.00 153.0000 Asph S
111  45.79591409  015.09365655
111  45.79588871  015.09361755
111  45.79575774  015.09377104
111  45.79527238  015.09433984
111  45.79512547  015.09451200
112  45.79475564  015.09483181  45.79454534  015.09497222
111  45.79475564  015.09483181
111  45.79469944  015.09486041
112  45.79469944  015.09486041  45.79442388  015.09499822
111  45.79422627  015.09489421
111  45.79386187  015.09471220
112  45.79386187  015.09471220  45.79378754  015.09467060
111  45.79382924  015.09456140
111  45.79441662  015.09312095
111  45.79437674  015.09305855
111  45.79419657  015.09349793
112  45.79413840  015.09350188  45.79410940  015.09347588
111  45.79413840  015.09350188
111  45.79409465  015.09345434
112  45.79409465  015.09345434  45.79402395  015.09337894
111  45.79405100  015.09328853
112  45.79405100  015.09328853  45.79410901  015.09316892
112  45.79394771  015.09319347  45.79389695  015.09331047
111  45.79394771  015.09319347
111  45.79385964  015.09338313
111  45.79406863  015.09358451
112  45.79406863  015.09358451  45.79411032  015.09358711
111  45.79412818  015.09366434
112  45.79376216  015.09454320  45.79373736  015.09459443
111  45.79376216  015.09454320
112  45.79376216  015.09454320  45.79371684  015.09463680
111  45.79363526  015.09460560
111  45.79325273  015.09442619
112  45.79323460  015.09436119  45.79324004  015.09431959
111  45.79323460  015.09436119
111  45.79328355  015.09404138
111  45.79318203  015.09400498
111  45.79312583  015.09432999
112  45.79312583  015.09432999  45.79311858  015.09436899
111  45.79308957  015.09437159
112  45.79308957  015.09437159  45.79273424  015.09427799
111  45.79250944  015.09478239
112  45.79245505  015.09478759  45.79242604  015.09476419
111  45.79245505  015.09478759
111  45.79225744  015.09466279
111  45.79218492  015.09488639
111  45.79239885  015.09501639
112  45.79239885  015.09501639  45.79241879  015.09502939
111  45.79241879  015.09507619
112  45.79241879  015.09507619  45.79227376  015.09552860
111  45.79258558  015.09581980
111  45.79286114  015.09613441
112  45.79286114  015.09613441  45.79291190  015.09618121
111  45.79284845  015.09625401
112  45.79284845  015.09625401  45.79268892  015.09641521
111  45.79252575  015.09654001
111  45.79257833  015.09661541
111  45.79269254  015.09652441
112  45.79275599  015.09658421  45.79278500  015.09664401
111  45.79275599  015.09658421
111  45.79271792  015.09662321
111  45.79284845  015.09689882
111  45.79299349  015.09676622
111  45.79286658  015.09651921
111  45.79282488  015.09655041
112  45.79282488  015.09655041  45.79279406  015.09648021
111  45.79281945  015.09642821
112  45.79281945  015.09642821  45.79308594  015.09618901
111  45.79328174  015.09582760
112  45.79333431  015.09585100  45.79336151  015.09588480
111  45.79333431  015.09585100
111  45.79335969  015.09588480
111  45.79334882  015.09591080
111  45.79339777  015.09596281
112  45.79340502  015.09602781  45.79338870  015.09605901
111  45.79340502  015.09602781
111  45.79336876  015.09609801
112  45.79336876  015.09609801  45.79332887  015.09617601
112  45.79344490  015.09617601  45.79349022  015.09609281
111  45.79344490  015.09617601
111  45.79349566  015.09608241
111  45.79353736  015.09612141
111  45.79361169  015.09594721
111  45.79343584  015.09576780
111  45.79339958  015.09576520
111  45.79335969  015.09572620
112  45.79335969  015.09572620  45.79334519  015.09570800
111  45.79336876  015.09565860
111  45.79371684  015.09483178
112  45.79371684  015.09483178  45.79374585  015.09477198
111  45.79381474  015.09479018
111  45.79404860  015.09492279
112  45.79400328  015.09504759  45.79393801  015.09508659
111  45.79400328  015.09504759
111  45.79399603  015.09509439
112  45.79395070  015.09511519  45.79391989  015.09509699
111  45.79395070  015.09511519
111  45.79391626  015.09509699
112  45.79391626  015.09509699  45.79383287  015.09505019
112  45.79385643  015.09526600  45.79392532  015.09529720
111  45.79385643  015.09526600
111  45.79405404  015.09535700
111  45.79413562  015.09508659
112  45.79413562  015.09508659  45.79411205  015.09498259
111  45.79417188  015.09497999
112  45.79456710  015.09501379  45.79475745  015.09495312
111  45.79456710  015.09501379
112  45.79464143  015.09520360  45.79469219  015.09531281
111  45.79464143  015.09520360
112  45.79464143  015.09520360  45.79472845  015.09539861
111  45.79489886  015.09527901
112  45.79496594  015.09527381  45.79499313  015.09525040
111  45.79496594  015.09527381
111  45.79503664  015.09519320
111  45.79503120  015.09515940
111  45.79511097  015.09506059
111  45.79502214  015.09484738
112  45.79502214  015.09484738  45.79496413  015.09482658
111  45.79499313  015.09474858
111  45.79513113  015.09458495
111  45.79519971  015.09450363
111  45.79538532  015.09428732
111  45.79544247  015.09421793
113  45.79577439  015.09382284
111  45.79331089  015.09561066
112  45.79331089  015.09561066  45.79319668  015.09587586
111  45.79304620  015.09605266
