I
1050 Generated by WorldEditor 2.2.0r2

1   2384 1 0 KGEG Spokane Intl
100 45.72 1 0 0.00 0 2 0 8  47.61697002 -117.55328768    0    0 2 0 0 1 26  47.61677173 -117.52004776    0   30 2 0 0 1
100 45.72 1 0 0.00 1 3 1 3  47.61008755 -117.55009708    0  121 3 2 1 1 21  47.63122002 -117.51827794    0  122 3 2 1 1
110 2 0.00 0.0000 New Taxiway 249
111  47.62344445 -117.53865826
111  47.62343274 -117.53860974
111  47.62348978 -117.53858114
113  47.62350104 -117.53862626
110 2 0.00 0.0000 New Taxiway 80
111  47.61872794 -117.52151648
111  47.61848933 -117.52152164
111  47.61848724 -117.52116815
111  47.61848472 -117.52090279
111  47.61848405 -117.52083298
111  47.61854704 -117.52083152
111  47.61859453 -117.52083042
111  47.61870924 -117.52082776
111  47.61870950 -117.52085121
111  47.61892521 -117.52085114
111  47.61892524 -117.52149232
113  47.61872790 -117.52149508
110 2 0.00 0.0000 New Taxiway 79
111  47.62122999 -117.52382991
111  47.62123004 -117.52377048
111  47.62123009 -117.52370798
111  47.62123019 -117.52358367
111  47.62123024 -117.52352322
111  47.62123035 -117.52339302
111  47.62123040 -117.52333376
111  47.62123046 -117.52325577
111  47.62148173 -117.52325504
111  47.62148173 -117.52326229
111  47.62148177 -117.52364832
111  47.62148177 -117.52370780
111  47.62148178 -117.52376947
113  47.62148178 -117.52382991
110 1 0.00 0.0000 New Taxiway 78
111  47.62160808 -117.52388683
111  47.62155327 -117.52388758
111  47.62155240 -117.52376848
111  47.62148178 -117.52376947
111  47.62148177 -117.52370780
111  47.62154662 -117.52370708
111  47.62155176 -117.52370409
111  47.62155144 -117.52364852
111  47.62148177 -117.52364832
111  47.62148173 -117.52326229
111  47.62163597 -117.52326252
111  47.62163634 -117.52332793
111  47.62162506 -117.52332835
111  47.62162452 -117.52338882
111  47.62160563 -117.52338828
111  47.62160455 -117.52351671
111  47.62162613 -117.52351671
111  47.62162570 -117.52357879
111  47.62160455 -117.52357837
111  47.62160323 -117.52365024
111  47.62160021 -117.52366293
113  47.62160677 -117.52367205
110 1 0.00 0.0000 New Taxiway 77
111  47.62074433 -117.52335168
111  47.62074004 -117.52243838
111  47.62113487 -117.52243554
111  47.62113918 -117.52333612
111  47.62123040 -117.52333376
111  47.62123035 -117.52339302
111  47.62115996 -117.52339365
111  47.62116063 -117.52352440
111  47.62123024 -117.52352322
111  47.62123019 -117.52358367
111  47.62116028 -117.52358423
111  47.62116083 -117.52370867
111  47.62123009 -117.52370798
111  47.62123004 -117.52377048
111  47.62118188 -117.52377206
112  47.62118188 -117.52377206  47.62117164 -117.52374645
111  47.62116165 -117.52376932
111  47.62116134 -117.52389294
111  47.62110245 -117.52389375
111  47.62110031 -117.52339626
111  47.62107113 -117.52339582
111  47.62107156 -117.52332841
111  47.62098907 -117.52332820
113  47.62098950 -117.52334935
110 1 0.00 0.0000 New Taxiway 76
