I
1050 Generated by WorldEditor 2.3.0r2

1    285 0 0 KALB Albany International
1302 flatten 1
100 45.72 1 0 0.00 1 3 1 1  42.73716939 -073.80425318    0   61 3 8 1 0 19  42.76047846 -073.80526179    0   60 3 8 0 0
100 45.72 1 0 0.00 1 2 1 10  42.74915539 -073.81208988    0   60 2 0 0 0 28  42.74978028 -073.78530954  361   60 2 0 0 0
110 2 0.00 0.0000 New Taxiway 372
111  42.74315437 -073.80830017
111  42.74314244 -073.80830005
111  42.74314311 -073.80810968
111  42.74314315 -073.80809926
111  42.74315508 -073.80809938
113  42.74315504 -073.80810998
110 2 0.00 0.0000 New Taxiway 371
111  42.74281314 -073.79949257
111  42.74267312 -073.79939053
111  42.74275365 -073.79918208
113  42.74289692 -073.79927081
110 2 0.00 0.0000 New Taxiway 43
111  42.75086514 -073.80998312
111  42.75086651 -073.80990249
111  42.75092633 -073.80990333
113  42.75092496 -073.80998396
110 2 0.00 0.0000 New Taxiway 43
111  42.75084436 -073.81087823
111  42.75084574 -073.81079760
111  42.75090556 -073.81079844
113  42.75090418 -073.81087906
110 2 0.00 0.0000 New Taxiway 43
111  42.75108493 -073.81088867
111  42.75108631 -073.81080804
111  42.75114613 -073.81080888
113  42.75114475 -073.81088950
110 3 0.00 0.0000 New Taxiway 221
111  42.74730793 -073.79607427
111  42.74729482 -073.79607190
112  42.74728281 -073.79594244  42.74726231 -073.79588227
111  42.74728281 -073.79594244
111  42.74698795 -073.79519857
111  42.74708083 -073.79513085
113  42.74752957 -073.79591658
110 2 0.00 0.0000 New Taxiway 83
111  42.74189865 -073.80681925
111  42.74189880 -073.80680920
111  42.74222925 -073.80682388
113  42.74222910 -073.80683393
110 2 0.00 0.0000 New Taxiway 177
111  42.74733125 -073.81247312
111  42.74738552 -073.81246682
111  42.74738471 -073.81245335
111  42.74742761 -073.81237521
111  42.74748831 -073.81237290
111  42.74748801 -073.81235969
111  42.74762113 -073.81212126
111  42.74771467 -073.81210548
111  42.74771035 -073.81206557
111  42.74778661 -073.81205270
111  42.74779093 -073.81209261
111  42.74787185 -073.81207895
111  42.74788269 -073.81238181
111  42.74778457 -073.81253924
113  42.74734654 -073.81261611
110 2 0.00 0.0000 New Taxiway 163
111  42.74323432 -073.80732643
111  42.74322787 -073.80732572
111  42.74326369 -073.80687476
111  42.74328320 -073.80638833
111  42.74328965 -073.80638904
113  42.74327014 -073.80687547
110 2 0.00 0.0000 New Taxiway 135
111  42.75774201 -073.80792382
111  42.75768991 -073.80829570
111  42.75769725 -073.80831648
