A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1      754 0 0 EDFL Giessen Luetzelinden
100   15.85   1   0 0.00 1 2 1 07   50.54336200  008.58669551    0.00    0.00 3  7 1 1 25   50.54548599  008.59587849    0.00    0.00 3  7 0 1
110   2 0.00 255.00 xxx
111  50.54290142  008.59143647 
111  50.54292130  008.59155910 
111  50.54284772  008.59158976 
111  50.54285366  008.59162519 
111  50.54292239  008.59159521 
111  50.54294004  008.59153928 
111  50.54292481  008.59144304 
111  50.54288640  008.59141130 
111  50.54282187  008.59144071 
113  50.54282697  008.59146798 
110   1 0.00 340.00 xxx
111  50.54277961  008.58788965 
111  50.54347298  008.58749254 
111  50.54343639  008.58733435 
113  50.54274302  008.58773146 
110   1 0.00 288.60 xxx
111  50.54275476  008.58821661 
111  50.54284663  008.58778708 
111  50.54274302  008.58773146 
113  50.54265337  008.58816292 
110   1 0.00 255.00 xxx
111  50.54399957  008.59539245 
111  50.54275576  008.58808798 
111  50.54265243  008.58813155 
113  50.54389624  008.59543602 
110   1 0.00 340.00 xxx
111  50.54292229  008.59202781 
111  50.54433860  008.59121121 
111  50.54430962  008.59110931 
113  50.54288691  008.59188377 
110   1 0.00  20.10 xxx
111  50.54416170  008.59125929 
111  50.54437598  008.59138395 
111  50.54440709  008.59125018 
113  50.54419281  008.59112553 
110   1 0.00  20.00 xxx
111  50.54326475  008.59162095 
111  50.54343229  008.59171690 
111  50.54346325  008.59158305 
113  50.54331325  008.59142184 
110   1 0.00 294.30 xxx
111  50.54426476  008.59128276 
111  50.54435614  008.59094755 
111  50.54425510  008.59087460 
113  50.54416170  008.59120768 
110   1 0.00 114.00 xxx
111  50.54324282  008.59146108 
111  50.54313379  008.59175035 
111  50.54324518  008.59180292 
113  50.54332551  008.59151901 
110   1 0.00 255.00 xxx
111  50.54292231  008.59202779 
111  50.54274056  008.59096048 
111  50.54256569  008.59103421 
113  50.54274744  008.59210152 
110   1 0.00  20.00 xxx
111  50.54315873  008.59186278 
111  50.54333441  008.59200569 
111  50.54337527  008.59183522 
113  50.54318969  008.59172893 
110   1 0.00 114.00 xxx
111  50.54338708  008.59162660 
111  50.54331649  008.59190399 
111  50.54339974  008.59195687 
113  50.54347145  008.59168061 
110   1 0.00 340.00 xxx
111  50.54391366  008.59553117 
111  50.54519130  008.59479947 
111  50.54516034  008.59466562 
113  50.54388881  008.59539347 
110   1 0.00 210.00 xxx
111  50.54411308  008.59528294 
111  50.54395630  008.59514050 
111  50.54390692  008.59527506 
113  50.54406370  008.59541751 
110   1 0.00  20.10 xxx
111  50.54504246  008.59488212 
111  50.54520478  008.59497582 
111  50.54523589  008.59484205 
113  50.54507356  008.59474836 
110   1 0.00 294.30 xxx
111  50.54510261  008.59485093 
111  50.54518389  008.59456768 
111  50.54510139  008.59450907 
113  50.54502012  008.59479232 
110   1 0.00 294.30 xxx
111  50.54339507  008.58749048 
111  50.54348017  008.58719472 
111  50.54339022  008.58713055 
113  50.54330512  008.58742631 
110   1 0.00  20.10 xxx
111  50.54331770  008.58756629 
111  50.54352119  008.58768347 
111  50.54356054  008.58752934 
113  50.54335704  008.58741216 
110   2 0.00 255.00 xxx
111  50.54305561  008.59281047 
111  50.54292233  008.59202727 
111  50.54274741  008.59210125 
113  50.54288069  008.59288446 
110   2 0.00 255.00 xxx
111  50.54292134  008.59155913 
111  50.54290143  008.59143644 
111  50.54282696  008.59146790 
113  50.54284773  008.59158980 
110   1 0.00  20.00 xxx
111  50.54285836  008.59187477 
111  50.54295888  008.59193235 
111  50.54297764  008.59185123 
113  50.54287712  008.59179365 
110   1 0.00 165.00 xxx
111  50.54282534  008.59055235 
111  50.54283703  008.59062246 
111  50.54305991  008.59052373 
113  50.54304829  008.59045664 
110   1 0.00 165.00 xxx
111  50.54280612  008.59044530 
111  50.54286351  008.59039440 
111  50.54302593  008.59032422 
111  50.54301550  008.59026314 
111  50.54285195  008.59032676 
113  50.54278609  008.59032740 
110   2 0.00 255.00 xxx
111  50.54278512  008.59094388 
111  50.54283610  008.59092150 
111  50.54282249  008.59083965 
113  50.54277064  008.59086144 
110   2 0.00 255.00 xxx
111  50.54278536  008.59094378 
111  50.54268029  008.59032674 
111  50.54242064  008.59043622 
113  50.54252571  008.59105326 
110   2 0.00 255.00 xxx
111  50.54284084  008.59064041 
111  50.54278023  008.59028414 
111  50.54267924  008.59032711 
113  50.54273999  008.59068300 
110   2 0.00 255.00 xxx
111  50.54274160  008.58997885 
111  50.54263653  008.58936182 
111  50.54224440  008.58952715 
113  50.54234947  008.59014418 
110   2 0.00 255.00 xxx
111  50.54248036  008.58903578 
111  50.54237529  008.58841875 
111  50.54211564  008.58852822 
113  50.54222071  008.58914525 
110   1 0.00 255.00 xxx
111  50.54228587  008.58845684 
111  50.54226245  008.58831926 
111  50.54210612  008.58838516 
113  50.54212955  008.58852275 
110   1 0.00 165.00 xxx
111  50.54271441  008.58801798 
111  50.54208913  008.58828162 
111  50.54210759  008.58839002 
113  50.54273287  008.58812638 
110   1 0.00 318.00 xxx
111  50.54262865  008.58810678 
111  50.54272980  008.58796181 
111  50.54270594  008.58792011 
113  50.54260479  008.58806508 
110   1 0.00  22.90 xxx
111  50.54260221  008.58817601 
111  50.54266791  008.58821968 
111  50.54268179  008.58816799 
113  50.54261609  008.58812432 
110   1 0.00 165.00 xxx
111  50.54281269  008.58903307 
111  50.54215794  008.58930677 
111  50.54217639  008.58941517 
113  50.54283115  008.58914147 
110   1 0.00  22.90 xxx
111  50.54275737  008.58915513 
111  50.54284075  008.58921056 
111  50.54285463  008.58915887 
113  50.54277125  008.58910344 
110   1 0.00 301.90 xxx
111  50.54278641  008.58909235 
111  50.54282816  008.58898490 
111  50.54279428  008.58895349 
113  50.54275253  008.58906093 
110   1 0.00 255.00 xxx
111  50.54242232  008.58945700 
111  50.54235701  008.58907344 
111  50.54225368  008.58911700 
113  50.54231899  008.58950056 
110   1 0.00 255.00 xxx
111  50.54259923  008.59036352 
111  50.54254715  008.59005821 
111  50.54244382  008.59010178 
113  50.54249590  008.59040709 
110   1 0.00 165.00 xxx
111  50.54297269  008.58999207 
111  50.54232760  008.59026322 
111  50.54234605  008.59037162 
113  50.54299115  008.59010047 
110   1 0.00  22.90 xxx
111  50.54291837  008.59011413 
111  50.54300175  008.59016956 
111  50.54301563  008.59011787 
113  50.54293225  008.59006244 
110   1 0.00 301.90 xxx
111  50.54294929  008.59005196 
111  50.54299218  008.58994032 
111  50.54295711  008.58990878 
113  50.54291422  008.59002042 
110   1 0.00 255.00 xxx
111  50.54234622  008.59037146 
111  50.54216457  008.58930383 
111  50.54209569  008.58933288 
113  50.54227733  008.59040056 
110   5 0.00 165.00 xxx
111  50.54234021  008.59030124 
111  50.54168843  008.59057605 
111  50.54169995  008.59064395 
113  50.54235173  008.59036914 
110   5 0.00 165.00 xxx
111  50.54273597  008.59203129 
111  50.54196049  008.59235775 
111  50.54197185  008.59242445 
113  50.54274733  008.59209799 
110   5 0.00 255.00 xxx
111  50.54200486  008.59241068 
111  50.54135308  008.58859071 
111  50.54131069  008.58860859 
113  50.54196246  008.59242855 
110   4 0.00  70.00 xxx
111  50.54339998  008.58975787 
111  50.54346190  008.59002556 
111  50.54363202  008.58992813 
113  50.54357010  008.58966044 
110   5 0.00 165.00 xxx
111  50.54208949  008.58828146 
111  50.54132049  008.58860474 
111  50.54133185  008.58867145 
113  50.54210069  008.58834751 
110   5 0.00 165.00 xxx
111  50.54288128  008.59060273 
111  50.54286842  008.59060830 
111  50.54287352  008.59063608 
111  50.54287338  008.59065359 
111  50.54287101  008.59066824 
111  50.54286680  008.59068526 
111  50.54286100  008.59070752 
111  50.54285438  008.59073019 
111  50.54282763  008.59081932 
111  50.54278811  008.59083544 
111  50.54279108  008.59085344 
111  50.54282228  008.59084011 
111  50.54282393  008.59085010 
111  50.54283949  008.59084353 
111  50.54288468  008.59067859 
111  50.54288685  008.59067044 
111  50.54288962  008.59065694 
111  50.54288859  008.59064595 
113  50.54288637  008.59063383 
110   3 0.00  70.60 xxx
111  50.54071334  008.58743863 
111  50.54299750  008.59764521 
111  50.54582988  008.59605067 
113  50.54354572  008.58584409 
120 xxx
111  50.54218123  008.58850068   1 
115  50.54230640  008.58910905 
120 xxx
111  50.54223643  008.58847817   1 
115  50.54230640  008.58910907 
120 xxx
111  50.54236983  008.58947902   1 
115  50.54249496  008.59008116 
120 xxx
111  50.54254635  008.59038372   1 
115  50.54265041  008.59099849 
120 xxx
111  50.54251267  008.59018536   1 101 
111  50.54255530  008.59022435   1 101 
111  50.54253110  008.59029376   1 101 
113  50.54248794  008.59025368   1 101 
120 xxx
111  50.54249518  008.59008255   1 101 
115  50.54254630  008.59038319 
120 xxx
111  50.54232806  008.58923534   1 101 
111  50.54237222  008.58927508   1 101 
111  50.54234669  008.58934400   1 101 
113  50.54230280  008.58930504   1 101 
120 xxx
111  50.54230642  008.58910912   1 101 
115  50.54236913  008.58947485 
120 xxx
111  50.54277223  008.58910395   1 101 
115  50.54288446  008.58917918 
120 xxx
111  50.54284136  008.58892458   1 101 
115  50.54277178  008.58910176 
120 xxx
111  50.54214244  008.58937427   1 101 
115  50.54230502  008.59033167 
120 xxx
111  50.54277142  008.58910284   1 101 
115  50.54214314  008.58937394 
120 xxx
111  50.54230547  008.59033145   1 101 
115  50.54293283  008.59006280 
120 xxx
111  50.54293301  008.59006294   1 101 
115  50.54304982  008.59014138 
120 xxx
111  50.54300801  008.58989772   1 101 
115  50.54293294  008.59006250 
120 xxx
111  50.54414067  008.59120222   4 103 
115  50.54416543  008.59130937 
120 xxx
111  50.54496769  008.59477844   4 103 
115  50.54499771  008.59490832 
120 xxx
111  50.54326859  008.58743110   4 103 
115  50.54330467  008.58758715 
120 xxx
111  50.54260700  008.58811462   1 101 
115  50.54270605  008.58813083 
120 xxx
111  50.54337997  008.58746126   1 101 
115  50.54347647  008.58751494 
120 xxx
111  50.54337928  008.58745846   1 101 
115  50.54342493  008.58728832 
120 xxx
111  50.54270635  008.58813049   1 101 
111  50.54278513  008.58779947   1 101 
115  50.54337936  008.58746015 
120 xxx
111  50.54321097  008.59179150   1 101 
115  50.54335143  008.59190710 
120 xxx
111  50.54341404  008.59166905   1 101 
115  50.54329158  008.59154871 
120 xxx
111  50.54335242  008.59190687   1 101 
115  50.54341438  008.59167035 
120 xxx
111  50.54328997  008.59154982   1 101 
115  50.54321024  008.59178825 
120 xxx
111  50.54282672  008.59146760   1 101 
111  50.54278294  008.59148775   1 101 
111  50.54276736  008.59150686   1 101 
111  50.54276019  008.59153085   1 101 
111  50.54275580  008.59155593   1 101 
111  50.54275511  008.59158247   1 101 
111  50.54275835  008.59162027   1 101 
115  50.54276162  008.59164351 
120 xxx
111  50.54282673  008.59146764 
115  50.54273786  008.59150803 
120 xxx
111  50.54282186  008.59144072   3 106 
111  50.54288639  008.59141134   3 106 
111  50.54292481  008.59144304   3 106 
111  50.54294004  008.59153929   3 106 
111  50.54292239  008.59159521   3 106 
115  50.54285364  008.59162505 
120 xxx
111  50.54265041  008.59099850   1 101 
111  50.54280103  008.59187213   1 101 
111  50.54292961  008.59194077   1 101 
115  50.54325563  008.59176564 
120 xxx
111  50.54422095  008.59122150   1 101 
115  50.54428257  008.59101615 
120 xxx
111  50.54504260  008.59480734   1 101 
115  50.54517973  008.59488737 
120 xxx
111  50.54507383  008.59478724   1 101 
115  50.54512295  008.59461481 
120 xxx
111  50.54334152  008.59184536   1 101 
111  50.54393224  008.59529747   1 101 
111  50.54403122  008.59538693   1 101 
115  50.54507351  008.59478893 
120 xxx
111  50.54423380  008.59121432   1 101 
115  50.54435120  008.59128148 
120 xxx
111  50.54338183  008.59168772   1 101 
115  50.54423383  008.59121434 
120 xxx
111  50.54338197  008.59168777   1 101 
115  50.54325563  008.59176565 
120 xxx
111  50.54270630  008.58813083   1 101 
115  50.54334160  008.59184572 
120 xxx
111  50.54223575  008.58827880   1 101 
111  50.54217712  008.58830462   1 101 
111  50.54216520  008.58840880   1 101 
115  50.54218121  008.58850053 
120 xxx
111  50.54260699  008.58811480   1 101 
111  50.54223575  008.58827880   1 101 
111  50.54222135  008.58839004   1 101 
115  50.54223645  008.58847726 
120 xxx
111  50.54256820  008.59103538   3 102 
115  50.54274791  008.59209986 
120 xxx
111  50.54225660  008.58913013   3 102 
111  50.54227800  008.58925744   3 102 
111  50.54209609  008.58933309   3 102 
111  50.54227775  008.59039957   3 102 
111  50.54248058  008.59031443   3 102 
115  50.54249588  008.59040441 
120 xxx
111  50.54244556  008.59010382   3 102 
111  50.54246289  008.59020721   3 102 
111  50.54232761  008.59026370   3 102 
111  50.54218215  008.58941156   3 102 
111  50.54229646  008.58936417   3 102 
115  50.54231864  008.58949577 
120 xxx
111  50.54242129  008.58945248   3 102 
111  50.54239904  008.58932172   3 102 
111  50.54277358  008.58916447   3 102 
115  50.54283527  008.58920556 
120 xxx
111  50.54292228  008.59202736   3 102 
111  50.54292204  008.59202655   3 102 
111  50.54317939  008.59187862   3 102 
111  50.54330951  008.59198375   3 102 
111  50.54391476  008.59552678   3 102 
111  50.54504506  008.59488186   3 102 
115  50.54520025  008.59497072 
120 xxx
111  50.54509766  008.59452867   3 102 
111  50.54503727  008.59473793   3 102 
111  50.54410130  008.59527381   3 102 
111  50.54395609  008.59514161   3 102 
111  50.54340826  008.59192254   3 102 
111  50.54346161  008.59171548   3 102 
111  50.54420774  008.59128520   3 102 
115  50.54436942  008.59137920 
120 xxx
111  50.54338854  008.58713879   3 102 
111  50.54331107  008.58740649   3 102 
111  50.54274322  008.58773194   3 102 
111  50.54270316  008.58792451   3 102 
111  50.54260584  008.58806421   3 102 
111  50.54208932  008.58828180   3 102 
115  50.54213024  008.58852194 
120 xxx
111  50.54295608  008.58991405   3 102 
111  50.54291654  008.59001645   3 102 
111  50.54256455  008.59016519   3 102 
115  50.54254676  008.59006095 
120 xxx
111  50.54228436  008.58845719   3 102 
111  50.54226187  008.58832291   3 102 
111  50.54260759  008.58817750   3 102 
111  50.54266728  008.58821846   3 102 
115  50.54279347  008.58895815 
120 xxx
111  50.54279345  008.58895816   3 102 
111  50.54275444  008.58905877   3 102 
111  50.54238040  008.58921515   3 102 
115  50.54235868  008.58908717 
120 xxx
111  50.54425390  008.59087982   3 102 
111  50.54416805  008.59118711   3 102 
111  50.54345476  008.59157655   3 102 
111  50.54332534  008.59143574   3 102 
111  50.54276580  008.58815731   3 102 
111  50.54282958  008.58785855   3 102 
111  50.54333092  008.58757232   3 102 
