A
1050 Generated by WorldEditor 2.0.0r4

1    113 0 0 PAPG Petersburg James A. Johnson
100 45.72 1 0 0.25 1 2 0 05  56.79861748 -132.96136748    0   61 3 12 0 1 23  56.80439602 -132.93121778  122   61 3 11 0 1
110 2 0.25 0.0000 New Taxiway 11
111  56.80569775 -132.93329428
111  56.80558857 -132.93322706
111  56.80563272 -132.93298742
111  56.80567154 -132.93301099
111  56.80570822 -132.93281985
111  56.80574515 -132.93284394
111  56.80571117 -132.93303737
113  56.80574293 -132.93305641
110 2 0.25 0.0000 New Taxiway 8
111  56.80570918 -132.93478901
111  56.80560824 -132.93466535
111  56.80566075 -132.93443393
111  56.80592429 -132.93457180
111  56.80592063 -132.93459277
111  56.80594644 -132.93460880
111  56.80593542 -132.93466745
111  56.80590985 -132.93465205
111  56.80590120 -132.93469682
111  56.80571902 -132.93457991
111  56.80569440 -132.93469233
113  56.80572887 -132.93473729
110 2 0.25 0.0000 New Taxiway 46
111  56.80566240 -132.93597164
111  56.80560824 -132.93593116
111  56.80561562 -132.93590418
111  56.80563778 -132.93591093
111  56.80563901 -132.93589070
111  56.80557254 -132.93584348
111  56.80560976 -132.93564978
111  56.80572499 -132.93572341
111  56.80577934 -132.93545002
111  56.80590033 -132.93553079
111  56.80594056 -132.93555625
111  56.80585319 -132.93601211
111  56.80570671 -132.93591318
111  56.80570777 -132.93589758
113  56.80568315 -132.93588184
110 2 0.25 0.0000 New Taxiway 45
111  56.80545887 -132.93698936
111  56.80555204 -132.93652585
111  56.80553595 -132.93651534
111  56.80557604 -132.93631861
111  56.80572762 -132.93641775
113  56.80559868 -132.93708681
110 2 0.25 0.0000 New Taxiway 51
111  56.80622032 -132.93324904
111  56.80620039 -132.93323581
111  56.80625189 -132.93298094
111  56.80629290 -132.93300549
111  56.80640807 -132.93307252
111  56.80642043 -132.93301166
111  56.80648055 -132.93304993
113  56.80641356 -132.93337434
110 2 0.25 0.0000 New Taxiway 50
111  56.80619045 -132.93340687
111  56.80635990 -132.93351303
111  56.80630208 -132.93381845
111  56.80624160 -132.93378859
111  56.80624539 -132.93376671
111  56.80613503 -132.93370175
113  56.80617332 -132.93349789
110 2 0.25 0.0000 New Taxiway 49
111  56.80613864 -132.93438585
111  56.80612883 -132.93437853
111  56.80602253 -132.93430634
111  56.80604131 -132.93420574
111  56.80600391 -132.93418133
111  56.80601917 -132.93410567
111  56.80605644 -132.93413167
111  56.80607113 -132.93405074
111  56.80618325 -132.93412554
113  56.80618927 -132.93412957
110 2 0.25 0.0000 New Taxiway 48
111  56.80598873 -132.93437410
111  56.80608032 -132.93443368
111  56.80605685 -132.93456044
113  56.80596286 -132.93450455
110 2 0.25 0.0000 New Taxiway 47
111  56.80591870 -132.93546971
111  56.80591303 -132.93546607
111  56.80582346 -132.93541041
111  56.80588331 -132.93508406
111  56.80583350 -132.93505206
111  56.80588472 -132.93478328
111  56.80609723 -132.93491938
111  56.80604669 -132.93518871
111  56.80600929 -132.93516866
111  56.80599259 -132.93525827
113  56.80596150 -132.93523666
110 1 0.25 0.0000 New Taxiway 5
111  56.80441501 -132.93263960
112  56.80441501 -132.93263960  56.80433797 -132.93326659
111  56.80468772 -132.93354326
111  56.80514572 -132.93382339
112  56.80514572 -132.93382339  56.80531391 -132.93388808
111  56.80537759 -132.93361127
111  56.80604670 -132.93005299
111  56.80672827 -132.93049669
111  56.80645031 -132.93193360
111  56.80637780 -132.93232671
111  56.80640950 -132.93234688
111  56.80636897 -132.93257577
111  56.80629290 -132.93300549
111  56.80625189 -132.93298094
111  56.80620039 -132.93323581
111  56.80622032 -132.93324904
111  56.80619045 -132.93340687
111  56.80617332 -132.93349789
111  56.80613503 -132.93370175
111  56.80624539 -132.93376671
111  56.80624160 -132.93378859
111  56.80622803 -132.93386698
111  56.80618325 -132.93412554
111  56.80607113 -132.93405074
111  56.80605644 -132.93413167
111  56.80601917 -132.93410567
111  56.80600391 -132.93418133
111  56.80604131 -132.93420574
111  56.80602253 -132.93430634
111  56.80612883 -132.93437853
111  56.80611354 -132.93445529
111  56.80608032 -132.93443368
111  56.80598873 -132.93437410
111  56.80596286 -132.93450455
111  56.80594715 -132.93458376
111  56.80592429 -132.93457180
111  56.80566075 -132.93443393
111  56.80560824 -132.93466535
111  56.80570918 -132.93478901
111  56.80572887 -132.93473729
111  56.80569440 -132.93469233
111  56.80571902 -132.93457991
111  56.80590120 -132.93469682
111  56.80588472 -132.93478328
111  56.80583350 -132.93505206
111  56.80588331 -132.93508406
111  56.80582346 -132.93541041
111  56.80591303 -132.93546607
111  56.80590033 -132.93553079
111  56.80577934 -132.93545002
111  56.80572499 -132.93572341
111  56.80560976 -132.93564978
111  56.80557254 -132.93584348
111  56.80563901 -132.93589070
111  56.80563778 -132.93591093
111  56.80561562 -132.93590418
111  56.80560824 -132.93593116
111  56.80566240 -132.93597164
111  56.80568333 -132.93588170
111  56.80570777 -132.93589758
111  56.80570671 -132.93591318
111  56.80585319 -132.93601211
111  56.80576798 -132.93644351
