I
1130 Generated by WorldEditor 2.2.0r2

1   3126 0 0 F49 Slaton Muni
1302 gui_label 2D
100 22.86 1 0 0.25 0 2 0 18  33.49002533 -101.65999536    0    0 2 0 0 0 36  33.47847700 -101.66199300    0    0 2 0 0 0
100 19.81 3 0 0.00 0 0 0 8  33.48750519 -101.66636745    0    0 0 0 0 0 26  33.48756080 -101.66071032    0    0 0 0 0 0
110 3 0.00 0.0000 New Taxiway 63
111  33.48553508 -101.66088911
111  33.48588449 -101.66083044
111  33.48589822 -101.66094469
111  33.48732371 -101.66069606
111  33.48747852 -101.66071596
111  33.48747382 -101.66093180
111  33.48736263 -101.66095295
111  33.48733097 -101.66620347
111  33.48742094 -101.66620705
111  33.48741819 -101.66636390
111  33.48724495 -101.66636075
111  33.48726169 -101.66096776
113  33.48557801 -101.66124731
110 2 0.00 0.0000 New Taxiway 17
111  33.48409797 -101.65929678
111  33.48409793 -101.65936759
111  33.48346132 -101.65938557
111  33.48345833 -101.65920820
111  33.48416680 -101.65918964
111  33.48479818 -101.65917310
111  33.48479913 -101.65915779
111  33.48488281 -101.65915618
111  33.48496288 -101.65915464
113  33.48496487 -101.65928718
110 2 0.00 0.0000 New Taxiway 16
111  33.48687490 -101.65849500
111  33.48665243 -101.65848912
111  33.48665509 -101.65839455
111  33.48653029 -101.65839107
111  33.48653430 -101.65824693
111  33.48665901 -101.65824939
113  33.48687895 -101.65825456
110 2 0.00 0.0000 New Taxiway 15
111  33.48662778 -101.65921346
111  33.48646209 -101.65921206
111  33.48646431 -101.65908770
111  33.48648898 -101.65908853
111  33.48648955 -101.65900967
111  33.48655787 -101.65900906
111  33.48655715 -101.65897941
113  33.48662842 -101.65897995
110 1 0.00 0.0000 New Taxiway 18
111  33.48980604 -101.65990985
111  33.48980507 -101.65990588
112  33.48980507 -101.65990588  33.48988098 -101.65986847
112  33.48989702 -101.65970296  33.48990083 -101.65963189
111  33.48989702 -101.65970296
111  33.48986873 -101.65947440
112  33.48986873 -101.65947440  33.48986339 -101.65944592
112  33.48984376 -101.65939623  33.48983221 -101.65937311
111  33.48984376 -101.65939623
112  33.48984376 -101.65939623  33.48981858 -101.65934581
112  33.48971105 -101.65930974  33.48964522 -101.65930775
111  33.48971105 -101.65930974
111  33.48576850 -101.65999375
112  33.48576850 -101.65999375  33.48572474 -101.66000803
112  33.48567242 -101.66008337  33.48565334 -101.66012568
111  33.48567242 -101.66008337
112  33.48567242 -101.66008337  33.48565886 -101.66011344
112  33.48565453 -101.66018427  33.48565660 -101.66022032
111  33.48565453 -101.66018427
111  33.48568531 -101.66044710
112  33.48568531 -101.66044710  33.48570070 -101.66054285
112  33.48584712 -101.66058774  33.48593156 -101.66057876
111  33.48584712 -101.66058774
111  33.48584878 -101.66059472
111  33.48548368 -101.66065803
111  33.48548321 -101.66065187
112  33.48548321 -101.66065187  33.48555393 -101.66062843
112  33.48558627 -101.66047337  33.48558003 -101.66038808
111  33.48558627 -101.66047337
111  33.48555512 -101.66020334
112  33.48555512 -101.66020334  33.48554894 -101.66016745
112  33.48551508 -101.66011126  33.48549527 -101.66008667
111  33.48551508 -101.66011126
112  33.48551508 -101.66011126  33.48548423 -101.66007297
112  33.48538849 -101.66005739  33.48533758 -101.66006316
111  33.48538849 -101.66005739
111  33.48193023 -101.66065616
112  33.48193023 -101.66065616  33.48187559 -101.66068098
112  33.48185490 -101.66073156  33.48185008 -101.66075868
111  33.48185490 -101.66073156
111  33.48185273 -101.66075406
111  33.48184674 -101.66081646
111  33.48188117 -101.66110752
111  33.48189980 -101.66118791
112  33.48189980 -101.66118791  33.48191062 -101.66122132
112  33.48197060 -101.66124047  33.48201926 -101.66124746
111  33.48197060 -101.66124047
111  33.48204896 -101.66124636
111  33.48204954 -101.66125244
111  33.48163026 -101.66132366
111  33.48163001 -101.66131827
111  33.48174258 -101.66127420
112  33.48174258 -101.66127420  33.48175422 -101.66126672
112  33.48177325 -101.66123149  33.48177907 -101.66121304
111  33.48177325 -101.66123149
111  33.48177879 -101.66117491
111  33.48177465 -101.66109003
111  33.48174774 -101.66086170
112  33.48174774 -101.66086170  33.48174126 -101.66082817
112  33.48172488 -101.66077761  33.48171591 -101.66075517
111  33.48172488 -101.66077761
112  33.48172488 -101.66077761  33.48171370 -101.66074965
