A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1        3 0 0 EDWA Bordelum
100   24.99   3   0 0.00 0 0 0 04   54.62530615  008.92725886    0.00    0.00 0  0 0 0 22   54.62909785  008.93275540    0.00    0.00 0  0 0 0
110   2 0.00 130.40 New Taxiway 6
111  54.63129417  008.93605189 
111  54.63115091  008.93634189 
111  54.63150219  008.93686787 
111  54.63152355  008.93682682 
113  54.63163856  008.93657610 
110   3 0.00   0.00 New Taxiway 5
111  54.62949613  008.93344594 
112  54.62949613  008.93344594  54.62951362  008.93347401 
112  54.62950670  008.93353499  54.62949577  008.93355947 
111  54.62950670  008.93353499 
111  54.62942669  008.93370525 
112  54.62942669  008.93370525  54.62937772  008.93381180 
112  54.62948858  008.93420292  54.62961395  008.93439111 
111  54.62948858  008.93420292 
111  54.63151150  008.93720736 
112  54.63151150  008.93720736  54.63156291  008.93729107 
112  54.63163681  008.93729590  54.63166267  008.93724443 
111  54.63163681  008.93729590 
111  54.63171718  008.93713109 
111  54.63152355  008.93682682 
111  54.63150219  008.93686787 
111  54.63115091  008.93634189 
111  54.62957775  008.93400063 
112  54.62957775  008.93400063  54.62952963  008.93392732 
112  54.62952432  008.93378432  54.62955656  008.93371115 
111  54.62952432  008.93378432 
111  54.62962743  008.93354036 
112  54.62962743  008.93354036  54.62965236  008.93347824 
112  54.62960962  008.93337121  54.62958544  008.93333653 
111  54.62960962  008.93337121 
111  54.62950089  008.93321670 
112  54.62950089  008.93321670  54.62946152  008.93315327 
112  54.62945189  008.93278985  54.62936348  008.93265958 
112  54.62923655  008.93270602  54.62920127  008.93265367 
111  54.62923655  008.93270602 
111  54.62917218  008.93260927 
111  54.62902781  008.93290886 
111  54.62909372  008.93300149 
112  54.62909372  008.93300149  54.62912891  008.93305407 
112  54.62919956  008.93332711  54.62929509  008.93346461 
112  54.62944141  008.93337323  54.62948641  008.93343666 
113  54.62944141  008.93337323 
110   3 0.00   0.00 New Taxiway 4
111  54.62537577  008.92710852 
111  54.62524871  008.92692179 
112  54.62524871  008.92692179  54.62519509  008.92683413 
112  54.62512951  008.92653682  54.62506383  008.92643951 
112  54.62486452  008.92659229  54.62478853  008.92674380 
112  54.62487586  008.92704486  54.62494288  008.92715219 
112  54.62510178  008.92722428  54.62514714  008.92728689 
111  54.62510178  008.92722428 
113  54.62523139  008.92740728 
130 Airport Boundary
111  54.62503975  008.92587463 
111  54.62469444  008.92705508 
111  54.62922406  008.93378539 
111  54.62898031  008.93459585 
111  54.63139746  008.93822528 
113  54.63207792  008.93653390 
15   54.63148521  008.93660394 129.56 Hangar
19   54.62973343  008.93316277 0 Windsock
20   54.62711219  008.93021455 220.01  0 2 {@Y}_1/2_{@@}_1/2_
20   54.62729909  008.92981003  40.24  0 2 {@Y}_1/2_{@@}_1/2_

99
