I
1050 Generated by WorldEditor 2.1.0r1

1    241 1 0 LGLR Larissa Airbase
1302 city Larisa
1302 country Greece
1302 datum_lat 39.648666667
1302 datum_lon 22.448666667
1302 iata_code LRA
1302 icao_code LGLR
1302 region_code LG
1302 state Larissa
1302 transition_alt 11000
100 30.00 2 0 0.00 0 0 0 08L  39.65128540  022.44728280    0    0 0 0 0 0 26R  39.65587769  022.47811061    0    0 0 0 0 0
100 45.00 1 0 0.25 1 2 0 08C  39.64722327  022.44461868  153  266 3 0 0 0 26C  39.65345179  022.48627896  149  268 3 3 0 0
100 30.00 1 0 0.25 0 1 0 08R  39.64561326  022.44555037  262    0 1 0 0 0 26L  39.65122930  022.48312677   61  311 1 0 0 0
110 2 0.00 84.0000 main
111  39.65727428  022.44555532
111  39.65728277  022.44548661
112  39.65739129  022.44537484  39.65747696  022.44538325
111  39.65739129  022.44537484
111  39.65747696  022.44537962
111  39.65748606  022.44522172
111  39.65766609  022.44523622
111  39.65768510  022.44490620
111  39.65750507  022.44489170
111  39.65750856  022.44483114
111  39.65729000  022.44481004
112  39.65721042  022.44473486  39.65718730  022.44466184
111  39.65714578  022.44458703
112  39.65717741  022.44438060  39.65722163  022.44433006
111  39.65717741  022.44438060
111  39.65739515  022.44414519
112  39.65753901  022.44412610  39.65764176  022.44414244
111  39.65753901  022.44412610
111  39.65753845  022.44410596
112  39.65753845  022.44410596  39.65769463  022.44412241
112  39.65769580  022.44370106  39.65758027  022.44352649
111  39.65769580  022.44370106
112  39.65769580  022.44370106  39.65758440  022.44353423
112  39.65736956  022.44379980  39.65733903  022.44396340
111  39.65736956  022.44379980
111  39.65732874  022.44385815
112  39.65732874  022.44385815  39.65735219  022.44397029
111  39.65731314  022.44402086
111  39.65709540  022.44425628
112  39.65709540  022.44425628  39.65702996  022.44432980
111  39.65692972  022.44425249
111  39.65687141  022.44419675
111  39.65666059  022.44404576
111  39.65659645  022.44402319
112  39.65648672  022.44382014  39.65648672  022.44365932
111  39.65648672  022.44382014
111  39.65650094  022.44358826
112  39.65656942  022.44345709  39.65664594  022.44336653
111  39.65656942  022.44345709
111  39.65654315  022.44341925
112  39.65654315  022.44341925  39.65665456  022.44327612
112  39.65640932  022.44300033  39.65623210  022.44300033
111  39.65640932  022.44300033
112  39.65640932  022.44300033  39.65623931  022.44300131
112  39.65625431  022.44338603  39.65632992  022.44352275
111  39.65625431  022.44338603
111  39.65626177  022.44346428
112  39.65626177  022.44346428  39.65629654  022.44348901
111  39.65631830  022.44358111
111  39.65632708  022.44382217
112  39.65632708  022.44382217  39.65631469  022.44393934
111  39.65619902  022.44398308
111  39.65523453  022.44400545
112  39.65506457  022.44379799  39.65506280  022.44365556
111  39.65506457  022.44379799
111  39.65506641  022.44338234
112  39.65514904  022.44322820  39.65522556  022.44313764
111  39.65514904  022.44322820
111  39.65513691  022.44321563
112  39.65513691  022.44321563  39.65524833  022.44307251
112  39.65500309  022.44279672  39.65482586  022.44279672
111  39.65500309  022.44279672
112  39.65500309  022.44279672  39.65483307  022.44279770
112  39.65484808  022.44318241  39.65492369  022.44331913
111  39.65484808  022.44318241
111  39.65485553  022.44326066
112  39.65485553  022.44326066  39.65493629  022.44331066
111  39.65494037  022.44338208
111  39.65493853  022.44379773
112  39.65493853  022.44379773  39.65493499  022.44396773
111  39.65481444  022.44401519
111  39.65439718  022.44402486
111  39.65433925  022.44400594
111  39.65428577  022.44396577
111  39.65424138  022.44391811
111  39.65408509  022.44392471
111  39.65408286  022.44399434
111  39.65405559  022.44401667
111  39.65401065  022.44403383
111  39.65335332  022.44404907
111  39.65319846  022.44405266
111  39.65232434  022.44407293
111  39.65212145  022.44407763
111  39.65210878  022.44392911
111  39.65207097  022.44350183
111  39.65212723  022.44349400
111  39.65201068  022.44222030
111  39.65181397  022.44224636
111  39.65182619  022.44237037
111  39.65163919  022.44239575
111  39.65165063  022.44251186
111  39.65183764  022.44248648
111  39.65185053  022.44261723
111  39.65193845  022.44260273
111  39.65198981  022.44312363
111  39.65161464  022.44317619
111  39.65152672  022.44228442
111  39.65140266  022.44230085
111  39.65134424  022.44192230
111  39.65037361  022.44207890
111  39.65042854  022.44252739
111  39.65039839  022.44253609
111  39.65039169  022.44256001
111  39.65012593  022.44260260
111  39.65008976  022.44212237
111  39.64985245  022.44216040
111  39.64988862  022.44264063
111  39.64951677  022.44270022
111  39.64947256  022.44223043
111  39.64924472  022.44226695
111  39.64928893  022.44273674
111  39.64908880  022.44276881
111  39.64914071  022.44339520
112  39.64914071  022.44339520  39.64915411  022.44357268
111  39.64901954  022.44368363
111  39.64759926  022.44450005
111  39.64742590  022.44459971
111  39.64703001  022.44470095
111  39.64705213  022.44485025
112  39.64680696  022.44507470  39.64659193  022.44500684
111  39.64680696  022.44507470
111  39.64637195  022.44479969
111  39.64573103  022.44439452
111  39.64568414  022.44434449
111  39.64526547  022.44333754
111  39.64446998  022.44346515
111  39.64442345  022.44347261
111  39.64423485  022.44350283
111  39.64423491  022.44351292
111  39.64424097  022.44357242
111  39.64425298  022.44369036
111  39.64412780  022.44371133
111  39.64413039  022.44373669
111  39.64425557  022.44371571
111  39.64432096  022.44435753
111  39.64511643  022.44422487
112  39.64511643  022.44422487  39.64538270  022.44418355
111  39.64548151  022.44443801
111  39.64552170  022.44454892
111  39.64619996  022.44498323
111  39.64624516  022.44501218
112  39.64620162  022.44515789  39.64612793  022.44524706
111  39.64620162  022.44515789
111  39.64584120  022.44557661
111  39.64579694  022.44557509
111  39.64576732  022.44555948
111  39.64575957  022.44553314
111  39.64574513  022.44551807
111  39.64548151  022.44558416
111  39.64619036  022.45032813
111  39.64645515  022.45026445
111  39.64589471  022.44650881
112  39.64599061  022.44617537  39.64611403  022.44603901
111  39.64599061  022.44617537
111  39.64652483  022.44558632
112  39.64652483  022.44558632  39.64666382  022.44542103
112  39.64717125  022.44579511  39.64732270  022.44616860
111  39.64717125  022.44579511
111  39.64720307  022.44585601
111  39.64755140  022.44818315
111  39.64794662  022.44808311
111  39.64760666  022.44579944
111  39.64763513  022.44578639
112  39.64774566  022.44556455  39.64783777  022.44550800
111  39.64774566  022.44556455
