A
1050 Generated by WorldEditor

1     24 0 0 MMMA General Servando Canales Intl
100 50.29 1 0 0.25 0 3 1 15  25.77943182 -097.52986908    0   62 2 0 0 0 33  25.76044504 -097.52060222    0   61 2 7 0 0
110 1 0.00 0.0000 New Taxiway 1
111  25.77937328 -097.53011481
112  25.77934103 -097.53020863  25.77931030 -097.53029222
112  25.77910293 -097.53046451  25.77896622 -097.53055663
112  25.77859909 -097.53040651  25.77845623 -097.53028881
111  25.77840862 -097.53014722
112  25.77826269 -097.52971564  25.77819737 -097.52954158
113  25.77816899 -097.52952629
110 1 0.00 0.0000 New Taxiway 6
111  25.78083499 -097.53007051
111  25.78050821 -097.53089421
111  25.77977045 -097.53051758
113  25.78009158 -097.52970547
110 1 0.00 0.0000 New Taxiway 2
111  25.76160650 -097.52144346
112  25.76138465 -097.52143364  25.76132764 -097.52146139
111  25.76102194 -097.52159329
112  25.76059535 -097.52162801  25.76041423 -097.52154776
112  25.76027853 -097.52130673  25.76023394 -097.52115439
112  25.76029262 -097.52095702  25.76033035 -097.52086689
113  25.76034635 -097.52082880
110 1 0.00 0.0000 New Taxiway 6
111  25.76011625 -097.51995766
111  25.75979822 -097.52076056
111  25.75895671 -097.52036926
113  25.75926683 -097.51954277
110 2 0.00 0.0000 New Taxiway 1
111  25.76817790 -097.53104727
111  25.76812949 -097.53094810
111  25.76807569 -097.53098132
111  25.76800390 -097.53083496
111  25.76813142 -097.53076035
111  25.76815362 -097.53080124
111  25.76831461 -097.53070799
111  25.76829628 -097.53066885
111  25.76842165 -097.53059837
111  25.76849390 -097.53074079
111  25.76843353 -097.53077358
111  25.76848424 -097.53087270
111  25.76846655 -097.53088278
111  25.76841432 -097.53078380
111  25.76836250 -097.53081229
112  25.76832271 -097.53083786  25.76831695 -097.53084542
112  25.76831957 -097.53089832  25.76833528 -097.53093262
112  25.76835021 -097.53094268  25.76835645 -097.53094459
111  25.76835912 -097.53094400
111  25.76829610 -097.53097991
112  25.76830158 -097.53096405  25.76830193 -097.53095367
111  25.76828342 -097.53091021
112  25.76822481 -097.53089069  25.76818525 -097.53091482
111  25.76814576 -097.53093911
113  25.76819331 -097.53103849
