I
1050 Generated by WorldEditor 2.1.0r1

1    653 1 0 UNNE Novosibirsk Yeltsovka
1302 city Novosibirsk
1302 country Russia
1302 datum_lat 55.0916667
1302 datum_lon 83.0038889
1302 icao_code UNNE
1302 region_code UN
1302 state Novosibirsk Oblast
100 78.00 2 0 0.00 0 3 0 01  55.07716670  082.99678901   57    0 3 0 0 0 19  55.10584292  083.01067678  100    0 3 7 0 0
110 1 0.00 0.0000 New Taxiway 46
111  55.07762315  082.99580795
111  55.07731639  082.99566442
111  55.07725741  082.99615473
111  55.07768769  082.99635824
114  55.07768769  082.99635824  55.07757351  082.99614418
110 2 0.00 0.0000 New Taxiway 45
111  55.07762315  082.99580795
112  55.07762315  082.99580795  55.07764249  082.99569871
111  55.07769216  082.99562912
111  55.07774800  082.99557950
111  55.07783019  082.99550647
111  55.07729371  082.99530378
112  55.07729371  082.99530378  55.07731198  082.99533911
112  55.07732693  082.99542068  55.07733212  082.99545689
111  55.07732693  082.99542068
112  55.07732693  082.99542068  55.07733200  082.99545604
111  55.07733270  082.99548266
113  55.07731639  082.99566442
110 2 0.00 0.0000 New Taxiway 44
111  55.07723009  082.99437375
111  55.07723985  082.99440579
111  55.07728364  082.99436637
113  55.07727388  082.99433368
110 2 0.00 0.0000 New Taxiway 44
111  55.07730315  082.99427201
111  55.07733531  082.99437422
111  55.07741718  082.99429763
113  55.07738577  082.99419347
110 1 0.00 0.0000 New Taxiway 43
111  55.07863789  082.99106139
111  55.07889411  082.99115203
111  55.07890341  082.99106768
113  55.07864900  082.99096768
110 2 0.00 0.0000 New Taxiway 42
111  55.07593312  082.99406622
111  55.07591503  082.99406088
111  55.07589322  082.99424804
111  55.07610744  082.99431792
111  55.07616968  082.99375251
111  55.07625678  082.99378895
111  55.07626220  082.99375936
111  55.07658722  082.99388438
111  55.07658127  082.99393086
111  55.07670762  082.99397479
111  55.07671017  082.99395947
111  55.07677762  082.99398305
111  55.07676127  082.99410402
111  55.07672593  082.99436548
111  55.07696341  082.99445526
111  55.07698845  082.99426816
111  55.07702174  082.99401947
111  55.07704268  082.99402565
111  55.07713139  082.99329673
111  55.07617617  082.99290373
111  55.07658910  082.98973165
111  55.07660469  082.98973525
111  55.07661610  082.98964429
111  55.07663753  082.98964916
111  55.07664851  082.98957399
111  55.07838980  082.99020002
111  55.07838094  082.99027646
111  55.07842844  082.99029587
111  55.07846161  082.99042902
111  55.07845404  082.99050377
111  55.07847098  082.99050456
111  55.07834150  082.99158498
111  55.07825535  082.99179817
111  55.07821901  082.99178561
111  55.07820402  082.99190431
111  55.07797728  082.99182871
111  55.07790715  082.99236218
111  55.07782711  082.99265239
111  55.07767075  082.99377981
111  55.07765794  082.99377493
111  55.07764489  082.99387012
111  55.07762491  082.99386233
111  55.07761241  082.99394884
111  55.07756066  082.99393290
111  55.07754662  082.99402327
111  55.07750253  082.99400716
111  55.07748634  082.99409435
111  55.07741616  082.99407498
111  55.07739478  082.99417780
111  55.07794428  082.99437590
111  55.07794812  082.99435423
111  55.07799921  082.99436884
111  55.07800338  082.99431180
111  55.07793550  082.99427777
111  55.07794909  082.99418055
111  55.07789805  082.99416138
111  55.07790803  082.99406557
111  55.07785393  082.99404399
111  55.07786352  082.99395401
111  55.07784392  082.99394394
111  55.07785460  082.99386196
111  55.07783749  082.99385399
111  55.07798613  082.99264014
111  55.07800304  082.99264509
111  55.07801106  082.99259151
111  55.07802722  082.99258503
111  55.07803434  082.99255117
111  55.07805163  082.99255194
111  55.07806698  082.99246595
111  55.07809594  082.99246039
111  55.07810485  082.99239319
111  55.07814407  082.99236339
111  55.07815437  082.99229357
111  55.07818951  082.99230129
111  55.07819342  082.99226846
111  55.07823640  082.99225165
111  55.07825053  082.99214109
111  55.07829079  082.99215075
111  55.07828293  082.99223839
111  55.07840114  082.99227327
111  55.07842143  082.99225103
111  55.07908770  082.99247162
111  55.07911030  082.99224380
111  55.07850437  082.99201165
111  55.07851756  082.99188793
111  55.07848211  082.99187103
111  55.07849230  082.99178068
111  55.07845865  082.99176038
111  55.07846845  082.99167162
111  55.07845448  082.99166557
111  55.07850326  082.99129164
111  55.07851709  082.99129743
111  55.07852902  082.99120602
111  55.07854542  082.99120958
111  55.07855868  082.99112191
111  55.07861264  082.99112816
111  55.07861564  082.99110364
111  55.07863227  082.99110883
111  55.07863789  082.99106139
111  55.07864900  082.99096768
111  55.07890341  082.99106768
111  55.07895088  082.99070596
111  55.07867470  082.99059686
111  55.07867287  082.99033221
111  55.07861772  082.99008779
111  55.07856160  082.99005571
111  55.07857845  082.98990035
111  55.07846499  082.98985449
111  55.07847495  082.98976468
111  55.07656329  082.98906773
113  55.07598703  082.99364584
110 2 0.00 0.0000 New Taxiway 41
111  55.07570455  082.99357097
111  55.07563415  082.99366286
111  55.07568675  082.99380339
111  55.07571177  082.99377337
111  55.07573358  082.99382639
111  55.07574659  082.99381211
111  55.07575732  082.99380033
111  55.07573535  082.99374163
113  55.07575535  082.99371533
110 2 0.00 0.0000 New Taxiway 40
111  55.07477077  082.99350034
111  55.07481041  082.99351326
111  55.07487938  082.99344705
113  55.07483992  082.99343289
110 2 0.00 0.0000 New Taxiway 40
111  55.07462664  082.99341836
111  55.07474423  082.99346431
111  55.07484171  082.99336431
113  55.07472798  082.99332377
110 2 0.00 0.0000 New Taxiway 39
111  55.07533268  082.99353933
111  55.07522205  082.99349474
111  55.07512922  082.99360960
111  55.07528649  082.99367229
113  55.07533018  082.99361074
110 2 0.00 0.0000 New Taxiway 38
111  55.07399086  082.99300746
111  55.07397075  082.99317772
111  55.07420051  082.99326825
113  55.07422218  082.99309664
110 2 0.00 0.0000 New Taxiway 37
111  55.07285892  082.99218536
111  55.07290683  082.99210425
111  55.07286038  082.99202057
113  55.07281248  082.99210169
110 2 0.00 0.0000 New Taxiway 36
111  55.07330697  082.99248906
111  55.07321155  082.99245528
111  55.07319092  082.99260053
113  55.07328892  082.99263206
110 2 0.00 0.0000 New Taxiway 35
111  55.07309374  082.99318171
111  55.07345863  082.99330962
111  55.07345866  082.99334995
111  55.07360380  082.99339940
111  55.07365440  082.99303814
111  55.07366855  082.99293713
111  55.07364760  082.99293304
111  55.07363305  082.99298802
111  55.07316773  082.99283372
111  55.07313564  082.99301053
113  55.07311071  082.99300121
110 2 0.00 0.0000 New Taxiway 34
111  55.07227170  082.98959090
111  55.07261121  082.99021316
111  55.07264030  082.99016537
111  55.07333127  082.98902754
113  55.07300885  082.98840412
110 2 0.00 0.0000 New Taxiway 33
111  55.07022243  082.99798692
111  55.07065110  082.99879051
111  55.07061178  082.99886784
111  55.07064174  082.99893563
111  55.07041993  082.99926193
111  55.07060284  082.99963160
111  55.07065290  082.99955029
111  55.07126567  083.00070112
111  55.07174751  082.99991852
111  55.07113474  082.99876769
111  55.07116547  082.99871778
111  55.07118753  082.99854770
111  55.07100519  082.99826325
111  55.07071549  082.99800514
111  55.07056507  082.99769240
111  55.07058573  082.99763222
111  55.07071356  082.99763921
111  55.07071996  082.99757538
111  55.07056438  082.99750431
113  55.07048195  082.99732347
110 1 0.00 0.0000 New Taxiway 30
111  55.06994187  082.99735121
111  55.06970430  082.99780882
111  55.06992517  082.99819733
111  55.07001979  082.99802947
112  55.07001979  082.99802947  55.07005426  082.99798256
111  55.07010078  082.99797324
111  55.07022243  082.99798692
111  55.07048195  082.99732347
111  55.07029353  082.99696069
111  55.07013031  082.99669588
111  55.07008914  082.99670127
111  55.06996034  082.99646107
111  55.06989162  082.99633291
111  55.06956502  082.99681478
111  55.06925807  082.99625970
111  55.06939687  082.99602199
111  55.06921014  082.99575801
111  55.06908671  082.99596378
111  55.06798264  082.99396641
111  55.06792025  082.99405229
111  55.06832827  082.99482000
111  55.06811156  082.99520818
111  55.06830731  082.99557225
111  55.06848604  082.99528309
111  55.06938108  082.99700142
111  55.06921141  082.99728059
111  55.06916555  082.99719362
111  55.06899179  082.99749040
111  55.06921041  082.99782289
111  55.06928014  082.99777026
111  55.06932139  082.99782317
113  55.06977740  082.99705878
111  55.06992335  082.99682161
111  55.07017865  082.99727153
111  55.07016356  082.99740413
112  55.07016356  082.99740413  55.07013648  082.99747439
111  55.07009438  082.99744256
113  55.06983129  082.99698104
110 2 0.00 0.0000 New Taxiway 29
111  55.06989162  082.99633291
111  55.06996034  082.99646107
112  55.06996034  082.99646107  55.07003384  082.99639081
111  55.07010013  082.99647867
111  55.07013031  082.99669588
111  55.07029353  082.99696069
111  55.07026256  082.99682680
111  55.07029034  082.99680929
111  55.07025533  082.99667402
111  55.07020557  082.99648179
111  55.07022112  082.99627640
111  55.07019568  082.99623863
111  55.07019578  082.99616157
111  55.07022880  082.99617500
111  55.07023545  082.99608715
113  55.07008953  082.99601587
110 2 0.00 0.0000 New Taxiway 28
111  55.06942878  082.99364187
111  55.06919052  082.99349142
111  55.06815878  082.99158128
111  55.06803588  082.99113714
111  55.06801096  082.99117580
111  55.06798645  082.99112514
111  55.06782392  082.99138338
111  55.06807574  082.99170156
111  55.06884543  082.99313737
111  55.06915711  082.99364602
111  55.06971915  082.99402028
113  55.06959452  082.99334876
110 2 0.00 0.0000 New Taxiway 27
111  55.07059222  082.99239140
111  55.07058053  082.99247930
111  55.07073550  082.99253178
113  55.07074552  082.99244637
110 2 0.00 0.0000 New Taxiway 26
111  55.07094153  082.99128741
111  55.07105462  082.99148175
111  55.07115718  082.99165800
111  55.07128809  082.99145689
111  55.07121329  082.99132144
111  55.07122714  082.99129773
111  55.07120822  082.99125918
111  55.07122623  082.99123234
111  55.07127157  082.99132321
111  55.07146246  082.99099282
111  55.07137574  082.99080549
111  55.07139231  082.99077442
113  55.07134048  082.99066867
110 1 0.00 0.0000 New Taxiway 22
111  55.07700414  082.99785104
112  55.07700414  082.99785104  55.07696236  082.99798077
111  55.07686881  082.99799412
111  55.07630017  082.99776552
111  55.07618505  082.99770268
111  55.07588211  082.99764262
111  55.07308542  082.99659453
112  55.07308542  082.99659453  55.07297624  082.99654005
111  55.07293246  082.99639104
111  55.07284814  082.99600388
111  55.07286056  082.99500344
111  55.07293547  082.99437327
111  55.07300827  082.99376083
111  55.07305323  082.99366092
111  55.07339666  082.99365906
111  55.07403362  082.99387310
111  55.07403076  082.99389514
111  55.07634319  082.99474637
111  55.07702991  082.99504272
111  55.07701811  082.99513609
111  55.07720298  082.99521098
111  55.07719834  082.99526775
111  55.07729371  082.99530378
111  55.07783019  082.99550647
111  55.07805691  082.99538219
111  55.07831136  082.99538044
111  55.07904208  082.99562632
111  55.07907344  082.99535010
111  55.07859689  082.99486045
111  55.07816260  082.99464084
111  55.07817770  082.99448923
111  55.07794428  082.99437590
111  55.07739478  082.99417780
111  55.07705248  082.99407255
111  55.07704268  082.99402565
111  55.07702174  082.99401947
111  55.07698845  082.99426816
111  55.07696341  082.99445526
111  55.07672593  082.99436548
111  55.07676127  082.99410402
111  55.07677762  082.99398305
111  55.07671017  082.99395947
111  55.07670762  082.99397479
111  55.07658127  082.99393086
111  55.07658722  082.99388438
111  55.07626220  082.99375936
111  55.07625678  082.99378895
111  55.07616968  082.99375251
111  55.07610744  082.99431792
111  55.07589322  082.99424804
111  55.07591503  082.99406088
111  55.07593312  082.99406622
111  55.07598703  082.99364584
111  55.07339233  082.99269687
111  55.07345061  082.99223093
111  55.07320511  082.99214963
111  55.07313788  082.99259562
112  55.07313788  082.99259562  55.07303428  082.99258395
111  55.07296886  082.99248161
111  55.07311893  082.99220617
111  55.07291943  082.99186263
111  55.07273959  082.99214517
111  55.07255987  082.99180836
112  55.07255987  082.99180836  55.07253109  082.99168999
112  55.07279228  082.99132184  55.07288140  082.99109808
111  55.07279228  082.99132184
111  55.07282042  082.99135254
111  55.07288278  082.99117561
111  55.07287881  082.99111079
111  55.07302973  082.99057256
111  55.07350482  082.98972425
111  55.07369689  082.98976475
111  55.07370374  082.98961941
111  55.07361716  082.98960693
111  55.07359076  082.98958691
111  55.07360967  082.98953127
111  55.07333127  082.98902754
111  55.07264030  082.99016537
111  55.07288894  082.99064801
112  55.07288894  082.99064801  55.07280539  082.99104852
112  55.07240736  082.99152255  55.07221334  082.99137013
111  55.07240736  082.99152255
111  55.07170771  082.99021133
111  55.07190250  082.98973916
111  55.07217893  082.98938934
111  55.07227170  082.98959090
111  55.07300885  082.98840412
111  55.07276782  082.98797025
111  55.07271567  082.98804960
111  55.07262638  082.98786872
111  55.07077970  082.99081248
112  55.07077970  082.99081248  55.07069727  082.99087668
111  55.07061326  082.99080530
111  55.07024711  082.99006286
111  55.06927492  082.99165707
111  55.06892930  082.99101323
111  55.06961438  082.98992592
111  55.06952244  082.98977058
111  55.06926919  082.99016901
111  55.06920358  082.99006712
111  55.06888108  082.99058982
112  55.06888108  082.99058982  55.06881423  082.99065286
111  55.06871653  082.99056643
111  55.06850763  082.99017647
111  55.06856950  082.99008052
111  55.06847481  082.98988720
111  55.06734149  082.99161196
111  55.06743475  082.99178046
111  55.06752273  082.99164883
112  55.06752273  082.99164883  55.06755600  082.99162451
111  55.06759372  082.99164559
111  55.06762621  082.99169750
