I
1050 Generated by WorldEditor 2.1.0r1

1    275 0 0 EPKS Baza Lotnicza
1302 city Kresiny
1302 country Poland
1302 datum_lat 52.33041
1302 datum_lon 16.96563
1302 icao_code EPKS
1302 state greater poland
1302 transition_alt 2300
100 60.00 2 0 0.25 0 1 0 11  52.33715766  016.95046334    0  149 2 7 0 1 29  52.32670894  016.98271615    0  149 2 3 0 1
110 2 0.00 107.0000 New Taxiway 1
111  52.33079203  016.98047905
111  52.33083985  016.98054616
111  52.33074043  016.98073597
111  52.33078829  016.98080305
111  52.33088767  016.98061326
111  52.33093549  016.98068036
111  52.33108781  016.98038969
113  52.33094434  016.98018838
110 2 0.00 107.0000 New Taxiway 1
111  52.33151718  016.98038048
111  52.33156539  016.98044684
111  52.33146707  016.98063819
111  52.33151532  016.98070452
111  52.33161359  016.98051320
111  52.33166180  016.98057956
111  52.33181243  016.98028653
113  52.33166780  016.98008745
110 2 0.00 107.0000 New Taxiway 1
111  52.33179966  016.98133037
111  52.33176610  016.98141762
111  52.33163679  016.98128448
111  52.33160325  016.98137180
111  52.33173254  016.98150486
111  52.33169898  016.98159210
111  52.33189701  016.98179608
113  52.33199769  016.98153435
110 2 0.00 107.0000 New Taxiway 1
111  52.33097542  016.98145020
111  52.33093616  016.98153082
111  52.33081667  016.98137505
111  52.33077742  016.98145573
111  52.33089690  016.98161143
111  52.33085763  016.98169204
111  52.33104062  016.98193069
113  52.33115841  016.98168885
110 2 0.00 107.0000 New Taxiway 1
111  52.33057345  016.98255202
111  52.33055587  016.98265102
111  52.33040916  016.98258128
111  52.33039160  016.98268032
111  52.33053828  016.98274999
111  52.33052069  016.98284898
111  52.33074538  016.98295588
113  52.33079814  016.98265891
110 2 0.00 107.0000 New Taxiway 1
111  52.33092250  016.98358574
111  52.33090537  016.98368496
111  52.33075835  016.98361703
111  52.33074125  016.98371628
111  52.33088825  016.98378415
111  52.33087112  016.98388335
111  52.33109629  016.98398746
113  52.33114768  016.98368986
110 2 0.00 107.0000 New Taxiway 1
111  52.33046153  016.98423605
111  52.33040025  016.98421213
111  52.33043567  016.98396895
111  52.33037436  016.98394508
111  52.33033898  016.98418821
111  52.33027770  016.98416429
111  52.33022340  016.98453673
113  52.33040723  016.98460850
110 2 0.00 107.0000 New Taxiway 1
111  52.33010859  016.98320239
111  52.33004761  016.98317644
111  52.33008603  016.98293448
111  52.33002503  016.98290859
111  52.32998665  016.98315050
111  52.32992568  016.98312455
111  52.32986679  016.98349513
113  52.33004970  016.98357296
110 2 0.00 107.0000 New Taxiway 1
111  52.32925335  016.98536310
111  52.32920706  016.98541177
111  52.32918642  016.98546779
111  52.32910391  016.98554958
111  52.32898472  016.98553656
111  52.32879245  016.98504875
111  52.32867064  016.98517770
111  52.32885840  016.98563150
111  52.32884438  016.98569306
111  52.32869571  016.98586656
111  52.32864827  016.98590843
111  52.32871307  016.98592900
111  52.32872949  016.98588623
111  52.32886100  016.98573276
111  52.32890645  016.98574764
111  52.32894021  016.98582923
111  52.32911045  016.98562877
111  52.32915788  016.98573628
111  52.32916912  016.98572256
111  52.32922379  016.98573524
111  52.32923005  016.98575181
111  52.32935649  016.98562223
111  52.32955256  016.98541326
113  52.32944942  016.98515413
110 2 0.00 107.0000 New Taxiway 1
111  52.32991901  016.98576582
111  52.32995414  016.98585140
111  52.32981424  016.98599449
111  52.32985436  016.98608840
111  52.32998927  016.98593695
111  52.33002440  016.98602252
111  52.33021863  016.98580898
113  52.33011323  016.98555229
110 2 0.00 107.0000 New Taxiway 1
111  52.33037787  016.98635450
111  52.33019979  016.98630515
111  52.33016121  016.98638887
111  52.33014912  016.98650422
111  52.33023492  016.98662730
111  52.33034496  016.98665903
111  52.33057538  016.98672570
113  52.33060829  016.98642117
110 2 0.00 107.0000 New Taxiway 1
111  52.32992692  016.98676992
111  52.32987422  016.98682643
111  52.32979047  016.98661735
111  52.32973778  016.98667392
111  52.32982154  016.98688291
111  52.32976884  016.98693941
111  52.32989708  016.98725968
113  52.33005516  016.98709020
110 2 0.00 107.0000 New Taxiway 1
111  52.32836749  016.98850967
111  52.32834546  016.98847537
111  52.32836793  016.98831047
111  52.32833966  016.98821988
111  52.32827049  016.98819754
111  52.32820587  016.98826026
111  52.32817750  016.98848161
111  52.32813201  016.98885718
113  52.32831739  016.98891730
110 2 0.00 107.0000 New Taxiway 1
111  52.32907017  016.98878717
111  52.32900811  016.98876942
111  52.32903440  016.98852316
111  52.32897231  016.98850546
111  52.32894606  016.98875166
111  52.32888401  016.98873390
111  52.32884370  016.98911106
113  52.32902986  016.98916434
110 2 0.00 107.0000 New Taxiway 1
111  52.32950872  016.98808573
111  52.32949424  016.98818606
111  52.32934555  016.98812863
111  52.32933110  016.98822901
111  52.32947976  016.98828637
111  52.32946527  016.98838669
111  52.32969300  016.98847472
113  52.32973645  016.98817376
110 2 0.00 107.0000 New Taxiway 1
111  52.32911456  016.98706995
111  52.32910278  016.98717123
111  52.32895270  016.98712456
111  52.32894096  016.98722587
111  52.32909101  016.98727248
111  52.32907924  016.98737375
111  52.32930910  016.98744531
113  52.32934443  016.98714151
110 2 0.00 107.0000 main concrete
111  52.33715082  016.95142353
111  52.33780259  016.95111088 102
111  52.33785517  016.95115637 102
111  52.33970998  016.95276093
111  52.33970738  016.95277158
112  52.33970738  016.95277158  52.34029162  016.95327864 102
111  52.34001563  016.95413610
111  52.34002603  016.95414249 102
111  52.33964861  016.95529891
111  52.33960635  016.95532083
111  52.33938027  016.95511145
111  52.33937514  016.95500839
111  52.33935291  016.95495385
111  52.33929937  016.95511644
111  52.33909372  016.95493450
111  52.33900390  016.95520726
111  52.33920955  016.95538920
111  52.33915580  016.95555240
111  52.33919540  016.95555575
111  52.33925392  016.95550253
111  52.33948000  016.95571191
111  52.33949675  016.95576418 102
111  52.33928871  016.95640162
111  52.33923130  016.95642267
111  52.33919809  016.95639429
111  52.33916833  016.95636887
111  52.33901290  016.95623434
111  52.33901402  016.95613569
111  52.33899013  016.95608164
111  52.33893781  016.95624101
111  52.33873161  016.95605908
111  52.33864170  016.95633293
111  52.33884790  016.95651486
111  52.33879558  016.95667420
111  52.33883342  016.95667987
111  52.33888633  016.95662455
111  52.33903845  016.95676519
111  52.33906541  016.95678938 102
111  52.33923265  016.95694386 102
111  52.34022633  016.95390193
111  52.34023153  016.95390832
111  52.34024454  016.95389129
111  52.34029786  016.95372737
112  52.34029786  016.95372737  52.34044015  016.95343616 102
111  52.34063863  016.95338038
111  52.34067152  016.95342040
111  52.34065755  016.95342362
111  52.34066244  016.95348512
111  52.34068912  016.95385082
111  52.34064670  016.95387703
111  52.34062504  016.95396901
111  52.34073458  016.95394737
111  52.34077460  016.95446480
111  52.34096331  016.95442751
111  52.34092329  016.95391007
111  52.34103520  016.95388796
111  52.34100252  016.95380919
111  52.34095687  016.95379926
111  52.34093019  016.95343356
111  52.34092607  016.95336189
111  52.34094268  016.95331013 102
111  52.34140465  016.95320323
111  52.34143101  016.95324297
111  52.34146369  016.95368618
111  52.34141934  016.95370949
111  52.34139868  016.95380341
111  52.34150984  016.95378161
111  52.34153919  016.95416260
111  52.34172752  016.95412565
111  52.34169817  016.95374467
111  52.34180945  016.95372284
111  52.34177579  016.95364122
111  52.34173102  016.95363394
111  52.34169834  016.95319073
111  52.34171890  016.95314454 102
111  52.34223078  016.95303905
111  52.34227673  016.95302957 102
111  52.34289782  016.95290140
112  52.34289782  016.95290140  52.34332442  016.95280773 102
111  52.34345188  016.95218184 102
111  52.34408565  016.94954072
111  52.34412328  016.94952148
111  52.34437865  016.94968638
111  52.34436940  016.94976114
111  52.34440880  016.94983571
111  52.34445119  016.94966550
111  52.34466690  016.94981008
111  52.34473824  016.94952364
111  52.34452253  016.94937905
111  52.34456519  016.94920779
111  52.34450429  016.94921426
111  52.34448016  016.94927655
111  52.34422480  016.94911165
111  52.34420338  016.94904707 102
111  52.34436999  016.94835209
111  52.34440875  016.94832897
111  52.34466259  016.94849678
111  52.34465406  016.94857224
111  52.34469390  016.94864634
111  52.34473530  016.94847438
111  52.34495273  016.94861399
111  52.34502227  016.94832515
111  52.34480484  016.94818554
111  52.34484587  016.94801511
111  52.34478616  016.94802261
111  52.34476156  016.94808501
111  52.34450772  016.94791720
111  52.34449053  016.94784927 102
111  52.34478779  016.94661258
111  52.34480557  016.94654102
112  52.34480557  016.94654102  52.34503130  016.94555930 102
111  52.34447027  016.94506693 102
111  52.34414714  016.94482571
111  52.34414535  016.94477488
111  52.34426534  016.94436770
111  52.34431083  016.94438538
111  52.34435785  016.94432476
111  52.34425580  016.94424593
111  52.34435597  016.94389884
111  52.34418476  016.94376661
111  52.34408459  016.94411370
111  52.34398316  016.94403536
111  52.34398462  016.94413511
111  52.34402162  016.94417839
111  52.34390163  016.94458557
111  52.34386830  016.94461756 102
111  52.34344034  016.94429809
111  52.34343458  016.94424392
111  52.34355444  016.94384012
111  52.34360090  016.94385694
111  52.34364739  016.94379560
111  52.34354440  016.94371803
111  52.34364202  016.94336975
111  52.34346974  016.94324000
111  52.34337212  016.94358829
111  52.34327146  016.94351248
111  52.34327249  016.94361128
111  52.34330904  016.94365529
111  52.34318918  016.94405909
111  52.34315622  016.94408599 102
111  52.34014699  016.94183960
112  52.34014699  016.94183960  52.33790633  016.94036724 102
111  52.33685568  016.94360160 102
111  52.33554746  016.94765197
112  52.33554746  016.94765197  52.33541609  016.94802872 102
111  52.33522490  016.94810322 102
111  52.33480220  016.94831606 102
111  52.33478660  016.94831500 102
111  52.33477098  016.94831394 102
111  52.33462497  016.94819161 102
111  52.33444323  016.94803936 102
111  52.33431576  016.94813514 102
111  52.33417047  016.94819681 102
111  52.33355360  016.94845866
111  52.33355620  016.94847782 102
111  52.33349377  016.94853741 102
111  52.33189920  016.94922487
111  52.33189140  016.94918230 102
111  52.33185888  016.94916528
111  52.33182116  016.94913122 102
111  52.33178735  016.94907589 102
111  52.33169761  016.94851827 102
111  52.33057126  016.94900139 102
111  52.33064800  016.94951218 102
111  52.33065060  016.94956964 102
111  52.33064020  016.94965265 102
111  52.33061158  016.94970798 102
111  52.33057907  016.94974842
111  52.33058557  016.94979098 102
111  52.33050847  016.94982490 102
111  52.32662386  016.95153394 102
