I
1050 Generated by WorldEditor 2.1.0r1

1   1375 0 0 3DW Downtown
100 15.24 1 0 0.25 0 2 0 11  37.22451481 -093.25491319    0    0 2 0 0 0 29  37.22090504 -093.24180095    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 1
111  37.22357647 -093.24388643
111  37.22356244 -093.24370083
111  37.22376248 -093.24367720
113  37.22377621 -093.24386131
110 3 0.00 0.0000 Grass
111  37.22260342 -093.24431055
111  37.22256325 -093.24320950
111  37.22290599 -093.24319138
112  37.22291881 -093.24320542  37.22292082 -093.24321710
111  37.22291881 -093.24320542
111  37.22295159 -093.24403878
113  37.22294021 -093.24412702
110 2 0.00 0.0000 New Taxiway 10
111  37.22399559 -093.24407361
111  37.22427603 -093.24405631
111  37.22429118 -093.24439686
111  37.22398767 -093.24441462
111  37.22398496 -093.24433716
111  37.22400880 -093.24433556
113  37.22400231 -093.24420678
110 2 0.00 0.0000 New Taxiway 9
111  37.22414735 -093.24380679
111  37.22415502 -093.24402036
111  37.22399339 -093.24402975
111  37.22398250 -093.24403032
113  37.22397474 -093.24381731
110 2 0.00 0.0000 New Taxiway 8
111  37.22392578 -093.24338203
111  37.22392479 -093.24332962
111  37.22413096 -093.24332060
111  37.22414200 -093.24363427
111  37.22393729 -093.24364449
111  37.22393663 -093.24362313
111  37.22390931 -093.24362443
111  37.22390339 -093.24349033
113  37.22389871 -093.24338418
110 2 0.00 0.0000 New Taxiway 7
111  37.22309005 -093.24367518
111  37.22308905 -093.24362261
111  37.22310146 -093.24362195
111  37.22309721 -093.24347898
111  37.22342768 -093.24346079
111  37.22343476 -093.24365621
111  37.22335081 -093.24366083
113  37.22318714 -093.24366984
110 2 0.00 0.0000 New Taxiway 6
111  37.22338526 -093.24299897
111  37.22332251 -093.24300312
111  37.22319588 -093.24301150
111  37.22306443 -093.24302021
111  37.22293036 -093.24302908
111  37.22279356 -093.24303814
111  37.22265393 -093.24304738
111  37.22252246 -093.24305609
111  37.22239381 -093.24306461
111  37.22226748 -093.24307297
111  37.22219931 -093.24307748
111  37.22219694 -093.24300551
111  37.22222530 -093.24300377
111  37.22222469 -093.24298244
111  37.22216773 -093.24298471
111  37.22216551 -093.24292955
111  37.22213725 -093.24293081
111  37.22213453 -093.24286858
111  37.22219340 -093.24286463
111  37.22232123 -093.24285604
111  37.22244788 -093.24284753
111  37.22257965 -093.24283868
111  37.22270816 -093.24283005
111  37.22276689 -093.24282611
