A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1      440 0 0 KSFZ North Central State
100   29.87   1   0 0.00 0 3 0 05   41.91663600 -071.49582800    0.00   14.02 2 10 0 0 23   41.92826100 -071.48606900    0.00   15.85 2  0 0 1
100   22.86   1   0 0.00 0 2 0 15   41.92149400 -071.49588100    0.00    0.00 2  0 0 0 33   41.91478600 -071.48823600    0.00    0.00 2  0 0 1
21   41.91782912 -071.49425066  1  31.99   3.00 05  VASI
21   41.92660051 -071.48682279  2 211.99   3.00 23  PAPI-4L
110   1 0.00  32.51 Taxiway
111  41.91658178 -071.49568688 102 
111  41.91625571 -071.49499395 102 
111  41.91617988 -071.49470353 102 
111  41.91630879 -071.49448954 102 
111  41.91832882 -071.49279284 
111  41.91868496 -071.49248525 102 
111  41.91890219 -071.49229353 
111  41.91914105 -071.49210500 102 
111  41.91918691 -071.49206376   8 
111  41.91957843 -071.49171391 
111  41.91979319 -071.49152412 102 
111  41.91995243 -071.49138654   8 
111  41.92024294 -071.49114412 
111  41.92051593 -071.49091581   8 
111  41.92101622 -071.49049755 102 
111  41.92122739 -071.49032078 
111  41.92141608 -071.49016333   8 
111  41.92265957 -071.48911904 102 
111  41.92474111 -071.48741707 
111  41.92489656 -071.48727948 102 
112  41.92728900 -071.48526658  41.92732208 -071.48525874 102 
112  41.92794114 -071.48547042  41.92802091 -071.48549657 102 
111  41.92807384 -071.48564368 102 
111  41.92817242 -071.48592906 
111  41.92785014 -071.48620424 102 
112  41.92787668 -071.48589848  41.92786890 -071.48583572 102 
111  41.92777052 -071.48578127 102 
112  41.92716398 -071.48562839  41.92711534 -071.48563101 102 
111  41.92316763 -071.48897637 
111  41.92289464 -071.48922097 102 
111  41.91991065 -071.49169679 
111  41.91966025 -071.49190675 102 
111  41.91881702 -071.49259899 
111  41.91846648 -071.49289397 102 
111  41.91653079 -071.49450434 102 
111  41.91645558 -071.49460540 102 
111  41.91644932 -071.49470646 102 
111  41.91675640 -071.49536757 102 
113  41.91688174 -071.49543495 
110   1 0.00 135.87 Taxiway
111  41.91890438 -071.49206123 102 
111  41.91877382 -071.49191400 102 
111  41.91721110 -071.49011529 102 
111  41.91554184 -071.48821458 102 
112  41.91525803 -071.48791728  41.91523452 -071.48791188 102 
112  41.91514518 -071.48794430  41.91512396 -071.48795894 102 
112  41.91506585 -071.48806443  41.91505610 -071.48808523 102 
111  41.91504238 -071.48820257 102 
111  41.91504169 -071.48835497 
111  41.91487681 -071.48817422 102 
111  41.91491014 -071.48813371 102 
112  41.91496640 -071.48796382  41.91498188 -071.48793763 102 
112  41.91510607 -071.48780016  41.91512786 -071.48778937 102 
112  41.91527144 -071.48776562  41.91529380 -071.48776947 102 
112  41.91539354 -071.48785933  41.91540902 -071.48786935 102 
111  41.91675064 -071.48941444 102 
111  41.91914105 -071.49210500 
113  41.91890219 -071.49229353 102 
110   1 0.00 124.02 Taxiway
111  41.92005243 -071.49275087 102 
111  41.92005951 -071.49258113 102 
111  41.91991492 -071.49224072 102 
112  41.91976323 -071.49194092  41.91970533 -071.49190542 102 
111  41.91966061 -071.49190597 
