I
1050 Generated by WorldEditor 2.2.0r2

1     24 1 0 TNCB Flamingo Intl
100 45.11 1 0 0.25 0 3 0 10  12.13121535 -068.28145632  180   58 3 6 0 0 28  12.13038624 -068.25337850    0   58 3 0 0 0
110 2 0.00 0.0000 New Taxiway 58
111  12.13312584 -068.27892402
111  12.13356998 -068.27891722
111  12.13357538 -068.27927751
111  12.13314625 -068.27928015
113  12.13312464 -068.27928028
110 2 0.00 0.0000 New Taxiway 57
111  12.13314647 -068.27936025
111  12.13335819 -068.27935676
111  12.13336000 -068.27970029
113  12.13314740 -068.27970034
110 2 0.00 0.0000 New Taxiway 9
111  12.13254824 -068.27616540
111  12.13244343 -068.27607017
111  12.13259578 -068.27589998
113  12.13269843 -068.27599502
110 2 0.00 0.0000 New Taxiway 8
111  12.13262791 -068.27670714
111  12.13246691 -068.27655352
111  12.13256092 -068.27645737
113  12.13271867 -068.27660767
110 2 0.00 0.0000 New Taxiway 7
111  12.13258272 -068.27721736
111  12.13247737 -068.27711421
111  12.13265295 -068.27692909
113  12.13275740 -068.27703500
110 2 0.00 0.0000 New Taxiway 6
111  12.13266408 -068.27778327
111  12.13249941 -068.27762811
111  12.13254739 -068.27756843
111  12.13254220 -068.27743978
111  12.13259018 -068.27743978
111  12.13259277 -068.27751538
113  12.13276262 -068.27767320
110 1 0.00 91.7300 New Taxiway 1
111  12.13096469 -068.28200127
111  12.13095079 -068.28153120
111  12.13038367 -068.28155501
111  12.13036197 -068.28089848
111  12.13090186 -068.27987612
111  12.13010270 -068.25284241
111  12.13065019 -068.25282647
111  12.13066467 -068.25331764
111  12.13123539 -068.25330833
111  12.13125277 -068.25393860
111  12.13073680 -068.25491847
111  12.13083779 -068.25491323
111  12.13105886 -068.25515559
111  12.13106670 -068.25551821
111  12.13074166 -068.25593022
111  12.13084090 -068.25929782
111  12.13093290 -068.25929243
111  12.13117222 -068.25953951
111  12.13117395 -068.25988126
111  12.13086729 -068.26019328
111  12.13128664 -068.27442341
112  12.13128664 -068.27442341  12.13131365 -068.27475828
111  12.13162727 -068.27474883
111  12.13196779 -068.27474329
112  12.13196779 -068.27474329  12.13233840 -068.27472671
111  12.13233182 -068.27437989
111  12.13231633 -068.27392037
111  12.13379329 -068.27387415
111  12.13382809 -068.27543281
111  12.13296282 -068.27546342
112  12.13287104 -068.27559751  12.13286879 -068.27572721
111  12.13287104 -068.27559751
111  12.13289182 -068.27615687
111  12.13303150 -068.27615521
111  12.13291753 -068.27627922
111  12.13298944 -068.27840359
111  12.13304945 -068.27840435
111  12.13305847 -068.27880706
111  12.13305674 -068.27892559
111  12.13312584 -068.27892402
111  12.13312464 -068.27928028
111  12.13314625 -068.27928015
111  12.13314647 -068.27936025
111  12.13314740 -068.27970034
111  12.13314957 -068.28049614
111  12.13283820 -068.28048965
111  12.13261604 -068.28045720
111  12.13261656 -068.27993058
111  12.13251418 -068.27992996
111  12.13251579 -068.28037682
111  12.13228620 -068.28038778 102
111  12.13227123 -068.28054171 102
111  12.13202804 -068.28097110 3 102
111  12.13177427 -068.28141917
111  12.13177647 -068.28148481
111  12.13152955 -068.28149808
111  12.13149591 -068.28152462
113  12.13150939 -068.28198217
111  12.13185668 -068.27521819
111  12.13171509 -068.27523411
112  12.13171509 -068.27523411  12.13140650 -068.27526859
