A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1       62 0 0 EDHS Stade
100   17.07   2   0 0.00 0 0 0 11   53.56039789  009.49331922    0.00   17.98 2  0 0 0 29   53.55859000  009.50268500    0.00  174.96 2  0 0 0
110   1 0.00   0.00 Taxiway
111  53.56052022  009.49310018 
111  53.56046955  009.49256146 
111  53.56044034  009.49216584 
112  53.56044034  009.49216584  53.56041885  009.49194845 
112  53.56027970  009.49171882  53.56017712  009.49165620 
112  53.55997169  009.49196245  53.55991791  009.49224248 
111  53.55997169  009.49196245 
111  53.55849021  009.49957141 
111  53.55841821  009.49958722 
111  53.55821160  009.50066227 
111  53.55761681  009.50038297 
111  53.55742898  009.50140533 
111  53.55800812  009.50166882 
111  53.55806133  009.50179003 
111  53.55746028  009.50490451 
111  53.55803220  009.50516732 
111  53.55810266  009.50480912 
112  53.55810266  009.50480912  53.55807700  009.50493849 
112  53.55794238  009.50495721  53.55789769  009.50493519 
112  53.55768568  009.50482546  53.55761368  009.50478488 
112  53.55761994  009.50450927  53.55765279  009.50434362 
111  53.55761994  009.50450927 
111  53.55865299  009.49921305 
112  53.55865299  009.49921305  53.55868018  009.49908775 
112  53.55882517  009.49909184  53.55888933  009.49912728 
111  53.55882517  009.49909184 
111  53.55900987  009.49919197 
112  53.55900987  009.49919197  53.55907068  009.49922781 
112  53.55913155  009.49946366  53.55910045  009.49962482 
111  53.55913155  009.49946366 
111  53.55923298  009.49894162 
112  53.55923298  009.49894162  53.55919684  009.49911802 
112  53.55903560  009.49907099  53.55897575  009.49903741 
111  53.55903560  009.49907099 
111  53.55885003  009.49896519 
112  53.55885003  009.49896519  53.55878577  009.49892732 
112  53.55875616  009.49868357  53.55878186  009.49855106 
111  53.55875616  009.49868357 
111  53.56005183  009.49200521 
112  53.56005183  009.49200521  53.56007904  009.49187104 
112  53.56025182  009.49182813  53.56035873  009.49188376 
111  53.56025182  009.49182813 
112  53.56025182  009.49182813  53.56044451  009.49194422 
113  53.56037589  009.49302239 
130 Airport Boundary
111  53.56011028  009.48963753 
111  53.55816497  009.49979160 
111  53.55741829  009.49956007 
111  53.55701547  009.50123037 
111  53.55753619  009.50218955 
111  53.55689758  009.50533169 
111  53.55877411  009.50630741 
113  53.56137767  009.49127475 
15   53.55807463  009.50094020  14.80 Ramp Start
19   53.55785967  009.50238839 1 WS

99
