A
1100 Generated by WorldEditor 1.6.0r1

1    708 0 0 35D PADGHAM FLD
100 22.86 1 0 0.25 0 2 0 11  42.53085441 -085.83054385    0    0 2 0 0 1 29  42.52927653 -085.81473144    0    0 2 0 0 1
100 45.72 3 0 0.25 0 0 0 15  42.53323727 -085.82868011  162    0 0 0 0 0 33  42.52935027 -085.82436390    0    0 0 0 0 0
110 2 0.00 0.0000 New Taxiway 9
111  42.53368600 -085.82780010
111  42.53360571 -085.82784796
111  42.53305674 -085.82608896
113  42.53313833 -085.82604087
110 2 0.00 0.0000 New Taxiway 8
111  42.53252035 -085.83008136
111  42.53251885 -085.83013164
111  42.53251106 -085.83039387
111  42.53226274 -085.83038633
111  42.53226397 -085.83026090
111  42.53224193 -085.83026020
111  42.53224479 -085.83010287
111  42.53221463 -085.83010192
113  42.53221437 -085.83007141
110 2 0.00 0.0000 New Taxiway 7
111  42.53284438 -085.83014537
111  42.53284201 -085.83039502
111  42.53255435 -085.83038526
113  42.53255912 -085.83013319
110 2 0.00 0.0000 New Taxiway 6
111  42.53288560 -085.82531816
111  42.53221990 -085.82538541
111  42.53220953 -085.82518959
113  42.53287483 -085.82511877
110 1 0.00 0.0000 New Taxiway 1
111  42.52937843 -085.81471275 3 102
111  42.52974829 -085.81464128
112  42.52974829 -085.81464128  42.52980033 -085.81463598 3 102
112  42.52986931 -085.81466532  42.52989755 -085.81468095
111  42.52986931 -085.81466532
112  42.52986931 -085.81466532  42.52989967 -085.81468213 3 102
111  42.52991560 -085.81470115 3 102
111  42.53010736 -085.81490334
112  42.53010736 -085.81490334  42.53017950 -085.81498146 3 102
111  42.53019126 -085.81510665 3 102
111  42.53020824 -085.81530996 3 102
111  42.53036306 -085.81547261 3 102
111  42.53040002 -085.81583992 3 102
111  42.53027816 -085.81605407 3 102
111  42.53112998 -085.82452882
112  42.53112998 -085.82452882  42.53115275 -085.82469309 3 102
111  42.53125843 -085.82470585 3 102
111  42.53298191 -085.82453687 3 102
111  42.53299409 -085.82474194
111  42.53301786 -085.82514194
111  42.53387997 -085.82790180
111  42.53356915 -085.82807204
112  42.53356915 -085.82807204  42.53352790 -085.82809528 3 102
111  42.53351959 -085.82811325 3 102
111  42.53337235 -085.82836133 3 102
111  42.53333293 -085.82842775
111  42.53307700 -085.82885899 3 102
111  42.53304996 -085.82890453 3 102
111  42.53290238 -085.82915321
112  42.53290238 -085.82915321  42.53286991 -085.82927520 3 102
111  42.53297487 -085.82929655
111  42.53325635 -085.82929440
111  42.53325655 -085.82940336
111  42.53321125 -085.82940299
111  42.53321051 -085.82951554
111  42.53316793 -085.82951472
111  42.53316886 -085.82940264
111  42.53308746 -085.82940197
111  42.53308793 -085.82951954
111  42.53304471 -085.82951813
111  42.53304554 -085.82940163
111  42.53291480 -085.82940055
112  42.53291480 -085.82940055  42.53287087 -085.82940055
111  42.53286302 -085.82945114
111  42.53284438 -085.83014537
111  42.53255912 -085.83013319
111  42.53251885 -085.83013164
111  42.53252035 -085.83008136
111  42.53221437 -085.83007141
111  42.53189194 -085.83005834 3 102
111  42.53140660 -085.83039173 3 102
111  42.53131730 -085.83045307 3 102
