A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1     2283 0 0 XIAD Domna
100   49.99   2   0 0.00 1 3 1 11   51.92097468  113.10442254    0.00    0.00 3  2 0 0 29   51.91218032  113.13784963    0.00   35.05 3  2 0 0
21   51.92075849  113.10717105  2 113.10   2.40 xxx PAPI-4L
21   51.91230448  113.13548821  2 293.10   2.40 29  PAPI-4L
110   2 0.00 113.10 New Taxiway 19
111  51.90822736  113.13776147 
111  51.90786357  113.13732484 
111  51.90766184  113.13758448 
111  51.90794070  113.13798836 
111  51.90797630  113.13821915 
111  51.90778644  113.13849802 
111  51.90767371  113.13855572 
111  51.90750987  113.13832270 
111  51.90746298  113.13838241 
111  51.90762708  113.13864297 
111  51.90763043  113.13884381 
111  51.90746968  113.13916951 
111  51.90729218  113.13919123 
111  51.90714482  113.13896867 
111  51.90711468  113.13903381 
111  51.90728213  113.13927265 
111  51.90727208  113.13954948 
111  51.90695392  113.14010317 
111  51.90670275  113.14010317 
111  51.90649176  113.13978290 
111  51.90648345  113.13955680 
111  51.90662237  113.13928350 
111  51.90657883  113.13922379 
111  51.90643147  113.13948977 
111  51.90631761  113.13951691 
111  51.90608652  113.13919664 
111  51.90607210  113.13895425 
111  51.90620374  113.13872439 
111  51.90617025  113.13865925 
111  51.90601284  113.13890894 
111  51.90591237  113.13891980 
111  51.90564531  113.13853086 
111  51.90583811  113.13818440 
111  51.90577506  113.13807301 
111  51.90560761  113.13836613 
111  51.90552723  113.13837156 
111  51.90476030  113.13731307 
111  51.90470671  113.13740535 
111  51.90491090  113.13767428 
111  51.90471341  113.13807844 
111  51.90476740  113.13816546 
111  51.90492775  113.13786674 
111  51.90503492  113.13787759 
111  51.90529828  113.13824770 
111  51.90508577  113.13867356 
111  51.90513874  113.13876238 
111  51.90531959  113.13844212 
111  51.90550481  113.13846666 
111  51.90582864  113.13893609 
111  51.90539327  113.13986972 
111  51.90515214  113.14146558 
111  51.90507176  113.14144387 
111  51.90502487  113.14154700 
111  51.90515884  113.14172613 
111  51.90514209  113.14193240 
111  51.90519216  113.14195096 
111  51.90521242  113.14173699 
111  51.90526266  113.14173699 
111  51.90528610  113.14144930 
111  51.90523586  113.14144387 
111  51.90544350  113.13993486 
111  51.90578511  113.13917493 
111  51.90594251  113.13909351 
111  51.90605973  113.13930520 
111  51.90605638  113.13953318 
111  51.90592577  113.13982087 
111  51.90597265  113.13989144 
111  51.90609657  113.13963632 
111  51.90632430  113.13964717 
111  51.90666418  113.14018867 
111  51.90666256  113.14061880 
111  51.90638459  113.14112904 
111  51.90622718  113.14115618 
111  51.90606767  113.14093021 
111  51.90603629  113.14099334 
111  51.90620709  113.14128646 
111  51.90621044  113.14141673 
111  51.90333453  113.14661956 
111  51.90323205  113.14646221 
111  51.90341544  113.14582407 
111  51.90302170  113.14550062 
111  51.90322127  113.14480898 
111  51.90309182  113.14469639 
111  51.90296776  113.14511599 
111  51.90287124  113.14505998 
111  51.90297808  113.14473160 
111  51.90277178  113.14459427 
111  51.90234444  113.14596751 
111  51.90249548  113.14643916 
111  51.90267968  113.14662425 
111  51.90250285  113.14715562 
111  51.90285282  113.14742430 
111  51.90302965  113.14678545 
111  51.90323964  113.14708995 
111  51.90337226  113.14686307 
111  51.90333911  113.14678545 
111  51.90644836  113.14119684 
111  51.90656993  113.14119684 
111  51.90670255  113.14143568 
111  51.90676518  113.14135208 
111  51.90662814  113.14112519 
111  51.90662519  113.14082664 
111  51.90715199  113.13992500 
111  51.90728093  113.13988918 
111  51.90742829  113.14015191 
111  51.90747581  113.14008563 
111  51.90733987  113.13985335 
111  51.90732514  113.13957271 
111  51.90752039  113.13926221 
111  51.90763459  113.13926221 
111  51.90777826  113.13954285 
111  51.90783721  113.13946523 
111  51.90768248  113.13917861 
111  51.90768248  113.13892783 
113  51.90811488  113.13818461 
110   2 0.00 113.10 New Taxiway 18
111  51.91058871  113.12889833 
111  51.90945157  113.12812767 
111  51.90936839  113.12789171 
111  51.90930033  113.12794993 
111  51.90939864  113.12823798 
111  51.90949316  113.12835749 
111  51.90930600  113.12854442 
111  51.90933625  113.12862715 
111  51.90953097  113.12842184 
111  51.90965385  113.12843410 
111  51.90986747  113.12857506 
111  51.90988259  113.12869457 
111  51.90974081  113.12884473 
111  51.90978429  113.12895198 
111  51.90999224  113.12873441 
111  51.91013780  113.12875280 
111  51.91034197  113.12889069 
111  51.91011512  113.12913891 
111  51.91017372  113.12920020 
111  51.91041948  113.12893053 
113  51.91055979  113.12902465 
110   2 0.00 113.10 New Taxiway 17
111  51.91064441  113.12893779 
111  51.91075764  113.12844224 
111  51.91013350  113.12798821 
111  51.91006043  113.12823003 
111  51.91064804  113.12863472 
113  51.91058871  113.12889833 
110   2 0.00 113.10 New Taxiway 16
111  51.91384343  113.13073004 
111  51.91347666  113.13094862 
112  51.91138179  113.12949621  51.91132003  113.12945172 
111  51.91121806  113.12901580 
111  51.91102046  113.12974327 
112  51.91136773  113.12961093  51.91142720  113.12965171 
111  51.91344969  113.13106228 
113  51.91358992  113.13165681 
110   2 0.00 113.10 New Taxiway 15
111  51.91152766  113.12739599 
111  51.91146585  113.12740131 
111  51.91001653  113.12607980 
111  51.90990581  113.12649991 
111  51.91010963  113.12668346 
111  51.91019518  113.12641018 
113  51.91149015  113.12754764 
110   2 0.00 113.10 New Taxiway 14
111  51.91193236  113.12591062 
111  51.91164722  113.12609259 
111  51.91142434  113.12597435 
111  51.91136761  113.12568532 
111  51.91143650  113.12540943 
111  51.91137166  113.12535688 
111  51.91125819  113.12573131 
111  51.91117267  113.12579111 
111  51.91077848  113.12555227 
111  51.91068584  113.12530525 
111  51.91077191  113.12494756 
111  51.91071923  113.12491671 
111  51.91062198  113.12528455 
111  51.91047609  113.12531082 
111  51.91029497  113.12517367 
111  51.91025321  113.12498896 
111  51.91034236  113.12464740 
111  51.91029263  113.12460421 
111  51.91019992  113.12494099 
111  51.91000197  113.12498896 
112  51.90951569  113.12458172  51.90945788  113.12452600 
112  51.90941033  113.12416790  51.90944001  113.12407166 
111  51.90947326  113.12398042 
111  51.90961700  113.12393800 
111  51.90977098  113.12404310 
111  51.90979935  113.12393800 
111  51.90962510  113.12382634 
111  51.90954557  113.12364899 
111  51.90979530  113.12267685 
111  51.90995739  113.12257175 
111  51.91012759  113.12263087 
111  51.91014785  113.12254547 
111  51.90998171  113.12247979 
111  51.90988880  113.12232871 
111  51.90995461  113.12203867 
111  51.91013164  113.12192803 
111  51.91030965  113.12201849 
111  51.91032616  113.12194117 
111  51.91014785  113.12184264 
111  51.91007799  113.12170470 
111  51.91013975  113.12137628 
111  51.91006681  113.12133030 
111  51.90997360  113.12182951 
111  51.90983299  113.12192099 
111  51.90964131  113.12180980 
111  51.90961700  113.12189519 
111  51.90976693  113.12200029 
111  51.90984705  113.12219030 
111  51.90978314  113.12251263 
111  51.90963223  113.12260261 
111  51.90942248  113.12247322 
111  51.90939412  113.12257832 
111  51.90961294  113.12272282 
111  51.90966562  113.12295929 
111  51.90940383  113.12391172 
111  51.90929281  113.12394456 
111  51.90907398  113.12380662 
111  51.90904967  113.12388544 
111  51.90926849  113.12402338 
111  51.90930496  113.12429758 
111  51.90924110  113.12450286 
111  51.90892404  113.12466707 
111  51.90878221  113.12458326 
111  51.90871737  113.12425327 
111  51.90867685  113.12428611 
111  51.90873997  113.12460537 
111  51.90870117  113.12482471 
111  51.90806900  113.12522537 
111  51.90795959  113.12513999 
111  51.90787449  113.12481157 
111  51.90783396  113.12484441 
111  51.90791906  113.12520567 
111  51.90787854  113.12538958 
111  51.90770490  113.12547476 
111  51.90756246  113.12542899 
111  51.90749357  113.12510058 
111  51.90743683  113.12513342 
111  51.90751383  113.12556294 
111  51.90742468  113.12562604 
111  51.90744137  113.12574148 
111  51.90774481  113.12558006 
111  51.90781370  113.12563922 
111  51.90788541  113.12601462 
111  51.90794338  113.12597421 
111  51.90786638  113.12559981 
111  51.90792312  113.12544874 
111  51.90812930  113.12534484 
111  51.90822704  113.12541589 
111  51.90829593  113.12574432 
111  51.90834456  113.12571147 
111  51.90828685  113.12539519 
111  51.90834456  113.12519913 
111  51.90895241  113.12478532 
111  51.90905777  113.12487071 
111  51.90914692  113.12523854 
111  51.90919960  113.12519913 
111  51.90911868  113.12484065 
111  51.90923202  113.12460797 
111  51.90935765  113.12461454 
111  51.90985608  113.12500210 
111  51.90988040  113.12519259 
111  51.90981151  113.12552103 
111  51.90986014  113.12555388 
111  51.90993308  113.12522544 
111  51.91011138  113.12517289 
111  51.91028051  113.12529212 
111  51.91030184  113.12542250 
111  51.91021454  113.12579892 
111  51.91026132  113.12582976 
111  51.91034680  113.12550312 
111  51.91045032  113.12543208 
111  51.91062087  113.12552262 
111  51.91068276  113.12573123 
111  51.91054903  113.12628958 
111  51.91076381  113.12644723 
111  51.91092590  113.12590202 
111  51.91103532  113.12584947 
111  51.91160670  113.12621732 
113  51.91173819  113.12662756 
110   2 0.00 113.10 New Taxiway 13
111  51.91681364  113.10730418 
111  51.91650724  113.10743746 
111  51.91566029  113.10685411 
111  51.91560070  113.10665998 
111  51.91568520  113.10630789 
111  51.91563538  113.10627978 
111  51.91554681  113.10663425 
111  51.91544976  113.10671112 
111  51.91512667  113.10649694 
111  51.91509216  113.10628574 
111  51.91516762  113.10594773 
111  51.91512334  113.10591632 
111  51.91502646  113.10629771 
111  51.91491852  113.10633361 
111  51.91402729  113.10576376 
111  51.91397193  113.10559326 
111  51.91400237  113.10491125 
111  51.91409648  113.10480805 
111  51.91437326  113.10479010 
111  51.91437326  113.10466895 
111  51.91409925  113.10468690 
111  51.91400514  113.10459716 
111  51.91400514  113.10402283 
111  51.91404943  113.10397796 
111  51.91415571  113.10398066 
111  51.91415571  113.10387028 
111  51.91400791  113.10386579 
111  51.91400828  113.10380297 
111  51.91406603  113.10369977 
111  51.91417398  113.10369977 
111  51.91417951  113.10359657 
111  51.91399536  113.10359118 
111  51.91401898  113.10291007 
111  51.91394038  113.10290200 
111  51.91392764  113.10327351 
111  51.91385291  113.10333633 
111  51.91359551  113.10332495 
111  51.91359273  113.10345299 
111  51.91385162  113.10346346 
111  51.91391473  113.10362678 
111  51.91391657  113.10409014 
111  51.91381638  113.10417418 
111  51.91357613  113.10417539 
111  51.91357595  113.10430401 
111  51.91381416  113.10431448 
111  51.91390624  113.10449845 
111  51.91390495  113.10499201 
111  51.91382524  113.10513559 
111  51.91356839  113.10511764 
111  51.91356691  113.10522084 
111  51.91381047  113.10524239 
111  51.91389498  113.10540032 
111  51.91388852  113.10558429 
111  51.91377818  113.10596120 
111  51.91394979  113.10609581 
111  51.91400680  113.10590886 
111  51.91419889  113.10603748 
111  51.91421586  113.10621247 
111  51.91415110  113.10651220 
111  51.91419889  113.10654002 
111  51.91428192  113.10623490 
111  51.91441478  113.10616311 
111  51.91468879  113.10635605 
111  51.91471204  113.10651803 
111  51.91462883  113.10683915 
111  51.91470817  113.10689539 
111  51.91479397  113.10657143 
111  51.91488807  113.10648618 
111  51.91519635  113.10668468 
111  51.91521493  113.10687421 
111  51.91513751  113.10716957 
111  51.91518164  113.10719760 
111  51.91525828  113.10691520 
111  51.91537777  113.10682776 
111  51.91647937  113.10754214 
113  51.91662223  113.10800324 
110   2 0.00 113.10 New Taxiway 12
111  51.91808084  113.10251324 
112  51.91616305  113.10122001  51.91612524  113.10118936 
112  51.91606111  113.10083502  51.91607056  113.10072775 
111  51.91619350  113.09934509 
111  51.91631833  113.09919208 
111  51.91656494  113.09921182 
111  51.91656494  113.09914766 
111  51.91632891  113.09911804 
111  51.91624199  113.09897490 
111  51.91628179  113.09840234 
111  51.91642793  113.09820610 
111  51.91668063  113.09825256 
111  51.91668599  113.09817410 
111  51.91641880  113.09812594 
111  51.91633659  113.09797786 
111  51.91638835  113.09739543 
111  51.91632442  113.09737569 
111  51.91630310  113.09758299 
111  51.91624830  113.09758299 
111  51.91619350  113.09777549 
111  51.91626657  113.09792850 
