I
1050 Generated by WorldEditor 2.1.0r1

1   1135 0 0 KMOX Morris Muni
100 22.86 1 0 0.25 0 2 0 14  45.56902931 -095.97066423    0    0 2 0 0 1 32  45.56014514 -095.96146096    0    0 2 0 0 1
100 44.20 3 0 0.25 0 0 0 4  45.56573008 -095.97276981    0    0 0 0 0 0 22  45.57056204 -095.96508111    0    0 0 0 0 0
110 2 0.00 0.0000 New Taxiway 8
111  45.57044555 -095.96891569
111  45.57043424 -095.96890849
111  45.57043425 -095.96888805
111  45.57043431 -095.96874413
111  45.57044641 -095.96874421
111  45.57044626 -095.96886771
111  45.57067936 -095.96886836
111  45.57068002 -095.96918356
111  45.57046141 -095.96918301
111  45.57046111 -095.96932782
111  45.57067951 -095.96932840
111  45.57067996 -095.96965792
111  45.57044322 -095.96965532
111  45.57044508 -095.96906388
111  45.57044518 -095.96903151
113  45.57044528 -095.96900062
110 2 0.00 0.0000 New Taxiway 7
111  45.57075532 -095.96694927
111  45.57084484 -095.96675781
111  45.57093580 -095.96656326
111  45.57112872 -095.96674649
111  45.57095451 -095.96712084
111  45.57079923 -095.96697156
113  45.57079343 -095.96698407
110 2 0.00 0.0000 New Taxiway 6
111  45.57111734 -095.96768124
111  45.57106289 -095.96779725
111  45.57101687 -095.96775310
111  45.57088456 -095.96762616
111  45.57087266 -095.96761474
111  45.57086204 -095.96760455
111  45.57073356 -095.96748127
111  45.57060292 -095.96735594
111  45.57065582 -095.96724137
111  45.57070215 -095.96728553
111  45.57071283 -095.96729570
111  45.57072343 -095.96730581
111  45.57084522 -095.96742188
111  45.57085651 -095.96743265
111  45.57086790 -095.96744351
113  45.57099697 -095.96756651
110 2 0.00 0.0000 New Taxiway 5
111  45.57095750 -095.96802919
111  45.57096946 -095.96804106
111  45.57090014 -095.96818610
111  45.57088799 -095.96817418
111  45.57076595 -095.96805767
111  45.57075726 -095.96804938
111  45.57074898 -095.96804148
111  45.57062238 -095.96792062
111  45.57061104 -095.96790980
111  45.57060045 -095.96789968
111  45.57047758 -095.96778238
111  45.57046591 -095.96777124
111  45.57045445 -095.96776031
111  45.57039385 -095.96770245
111  45.57046340 -095.96755775
111  45.57059564 -095.96768393
111  45.57060708 -095.96769484
111  45.57061822 -095.96770547
111  45.57075248 -095.96783357
113  45.57090282 -095.96797702
110 2 0.00 0.0000 New Taxiway 4
111  45.57027886 -095.96714265
111  45.57027933 -095.96717324
111  45.57024720 -095.96717391
111  45.57024674 -095.96714364
111  45.57024630 -095.96710486
113  45.57027837 -095.96710418
110 3 0.00 0.0000 Grass
111  45.56991370 -095.96722957
111  45.56968006 -095.96698950
111  45.56589582 -095.97298421
111  45.56535483 -095.97380326
111  45.56486675 -095.97379353
112  45.56486675 -095.97379353  45.56483296 -095.97378905
111  45.56483993 -095.97373882
111  45.56556913 -095.97256416
111  45.57038201 -095.96485709
111  45.57096687 -095.96396976
111  45.57123557 -095.96396493
112  45.57123557 -095.96396493  45.57133166 -095.96397620
111  45.57134063 -095.96407339
111  45.57134195 -095.96430525
111  45.57074458 -095.96532074
111  45.57010954 -095.96631849
112  45.57010954 -095.96631849  45.57010415 -095.96633996
111  45.57011184 -095.96635386
111  45.57054734 -095.96683767
111  45.57040826 -095.96713868
111  45.57027886 -095.96714265
111  45.57027837 -095.96710418
111  45.57024630 -095.96710486
111  45.57024674 -095.96714364
111  45.57004891 -095.96714972
113  45.57004854 -095.96738748
110 1 0.00 0.0000 New Taxiway 2
111  45.56892112 -095.97036827
112  45.56892112 -095.97036827  45.56900376 -095.97040081 102
111  45.56906105 -095.97032422 102
111  45.56914889 -095.97015354 102
111  45.56985995 -095.96877200
112  45.56985995 -095.96877200  45.56987748 -095.96874723 102
111  45.56991364 -095.96874028 102
