I
1050 Generated by WorldEditor 2.2.0r2

1   3883 0 0 T55 Dimmitt Muni
1302 gui_label 2D
100 18.29 1 0 0.25 0 2 0 1  34.55975812 -102.32414526    0    0 2 0 0 0 19  34.57421800 -102.31887000    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 8
111  34.56891213 -102.31888858
111  34.56888092 -102.31873972
111  34.56901688 -102.31869912
113  34.56904734 -102.31884437
110 2 0.00 0.0000 New Taxiway 7
111  34.56963698 -102.31906075
111  34.56960416 -102.31893444
111  34.56995520 -102.31880287
113  34.56998553 -102.31892768
110 2 0.00 0.0000 New Taxiway 6
111  34.56897678 -102.31900809
111  34.56894912 -102.31887978
111  34.56904792 -102.31884707
111  34.56916346 -102.31880882
113  34.56919070 -102.31893301
110 2 0.00 0.0000 New Taxiway 5
111  34.56935723 -102.31715165
111  34.56935274 -102.31695669
111  34.56954492 -102.31695139
113  34.56954904 -102.31714687
110 1 0.00 0.0000 New Taxiway 1
111  34.57397000 -102.31885974
111  34.57396856 -102.31885583
112  34.57396856 -102.31885583  34.57403617 -102.31881613
112  34.57406578 -102.31867722  34.57406504 -102.31860774
111  34.57406578 -102.31867722
111  34.57402632 -102.31851858
111  34.57399149 -102.31837857
112  34.57399149 -102.31837857  34.57395137 -102.31826578
112  34.57379461 -102.31825225  34.57371660 -102.31827481
111  34.57379461 -102.31825225
111  34.56948836 -102.31982291
112  34.56948836 -102.31982291  34.56942284 -102.31984985
112  34.56939623 -102.32001710  34.56941429 -102.32009729
111  34.56939623 -102.32001710
111  34.56943845 -102.32018392
111  34.56947921 -102.32034499
112  34.56947921 -102.32034499  34.56950036 -102.32041391
112  34.56962193 -102.32044006  34.56968332 -102.32042815
111  34.56962193 -102.32044006
111  34.56962296 -102.32044358
111  34.56930046 -102.32056090
111  34.56929974 -102.32055930
112  34.56929974 -102.32055930  34.56937248 -102.32052233
112  34.56937618 -102.32034335  34.56935916 -102.32027004
111  34.56937618 -102.32034335
111  34.56934623 -102.32023551
112  34.56934623 -102.32023551  34.56934426 -102.32023023
112  34.56933958 -102.32022003  34.56933713 -102.32021499
111  34.56933958 -102.32022003
112  34.56933958 -102.32022003  34.56931063 -102.32016058
112  34.56918041 -102.32014587  34.56911082 -102.32016978
111  34.56918041 -102.32014587
111  34.56389349 -102.32207387
112  34.56389349 -102.32207387  34.56380513 -102.32211165
112  34.56374157 -102.32226621  34.56372580 -102.32234540
111  34.56374157 -102.32226621
112  34.56374157 -102.32226621  34.56371666 -102.32239124
112  34.56387239 -102.32253693  34.56397326 -102.32254806
111  34.56387239 -102.32253693
111  34.56387385 -102.32254196
111  34.56354086 -102.32266382
111  34.56354024 -102.32266105
112  34.56354024 -102.32266105  34.56365517 -102.32259375
112  34.56360348 -102.32231593  34.56354713 -102.32221528
111  34.56360348 -102.32231593
112  34.56360348 -102.32231593  34.56358588 -102.32228448
112  34.56353430 -102.32224967  34.56350628 -102.32223885
111  34.56353430 -102.32224967
111  34.56331998 -102.32222333
111  34.56315722 -102.32219233
112  34.56315722 -102.32219233  34.56304132 -102.32218042
112  34.56291428 -102.32222171  34.56282513 -102.32225418
111  34.56291428 -102.32222171
111  34.55984130 -102.32334298
112  34.55984130 -102.32334298  34.55972576 -102.32339364
112  34.55971855 -102.32359508  34.55973674 -102.32370160
111  34.55971855 -102.32359508
111  34.55975119 -102.32372533
111  34.55977677 -102.32382741
112  34.55977677 -102.32382741  34.55980213 -102.32391027
112  34.55995516 -102.32396819  34.56004954 -102.32396563
111  34.55995516 -102.32396819
111  34.55995616 -102.32397000
111  34.55973572 -102.32405037
111  34.55965776 -102.32376040
111  34.55962545 -102.32364023
112  34.55962545 -102.32364023  34.55958266 -102.32343109
112  34.55981029 -102.32322501  34.55997184 -102.32314707
111  34.55981029 -102.32322501
111  34.56290434 -102.32209689
112  34.56290434 -102.32209689  34.56305857 -102.32206333
112  34.56326279 -102.32209253  34.56343931 -102.32212067
111  34.56326279 -102.32209253
112  34.56326279 -102.32209253  34.56336620 -102.32211201
112  34.56354495 -102.32208909  34.56366084 -102.32205553
111  34.56354495 -102.32208909
111  34.56396140 -102.32194912
111  34.56414197 -102.32189540
111  34.56918897 -102.32005275
112  34.56918897 -102.32005275  34.56931546 -102.31998802
112  34.56912136 -102.31977397  34.56897426 -102.31979346
111  34.56912136 -102.31977397
111  34.56893340 -102.31984163
111  34.56874559 -102.31909695
111  34.56877828 -102.31908219
111  34.56877863 -102.31903625
111  34.56865687 -102.31861622
112  34.56865687 -102.31861622  34.56859924 -102.31840194
112  34.56857842 -102.31822952  34.56857543 -102.31814431
111  34.56857842 -102.31822952
111  34.56856297 -102.31680293
111  34.56862489 -102.31680143
112  34.56862489 -102.31680143  34.56866448 -102.31682871
112  34.56884944 -102.31672797  34.56893018 -102.31662882
111  34.56884944 -102.31672797
111  34.56891409 -102.31664756
112  34.56891409 -102.31664756  34.56904176 -102.31649361
112  34.56930125 -102.31668881  34.56936651 -102.31679924
111  34.56930125 -102.31668881
112  34.56930125 -102.31668881  34.56932265 -102.31672779
112  34.56942164 -102.31677503  34.56944624 -102.31677503
111  34.56942164 -102.31677503
111  34.57021879 -102.31676552
111  34.57028413 -102.31676271
111  34.57031364 -102.31841152
112  34.57031364 -102.31841152  34.57030829 -102.31848687
112  34.57020701 -102.31866256  34.57015780 -102.31869114
111  34.57020701 -102.31866256
111  34.57027923 -102.31896333
111  34.56950431 -102.31924527
111  34.56959563 -102.31959238
111  34.56943415 -102.31965253
111  34.56941970 -102.31966506
111  34.56936140 -102.31968636
112  34.56936140 -102.31968636  34.56936708 -102.31970766
112  34.56944240 -102.31971581  34.56949503 -102.31970766
111  34.56944240 -102.31971581
111  34.57377611 -102.31813709
112  34.57377611 -102.31813709  34.57390984 -102.31810100
112  34.57407700 -102.31832386  34.57412157 -102.31846371
111  34.57407700 -102.31832386
111  34.57411797 -102.31848462
113  34.57419289 -102.31877860
111  34.57018791 -102.31858301
111  34.57018483 -102.31856342
112  34.57018483 -102.31856342  34.57021585 -102.31854653
112  34.57024337 -102.31841001  34.57024765 -102.31833856
111  34.57024337 -102.31841001
111  34.57022014 -102.31686404
111  34.56995229 -102.31694232
111  34.56954492 -102.31695139
111  34.56935274 -102.31695669
111  34.56924787 -102.31695874
111  34.56862563 -102.31693094
111  34.56864021 -102.31825204
111  34.56866567 -102.31840467
111  34.56882045 -102.31897231
111  34.56887307 -102.31904449
111  34.56897678 -102.31900809
111  34.56919070 -102.31893301
111  34.56916346 -102.31880882
111  34.56904792 -102.31884707
