I
1050 Generated by WorldEditor 2.3.0r2

1    247 0 0 CBS8 Port Alberni
100 30.48 1 0 0.25 0 1 1 12  49.32596326 -124.93697929    0    0 3 0 0 2 30  49.31616959 -124.92203264   13    0 3 0 0 2
110 2 0.00 0.0000 New Taxiway 28
111  49.31881886 -124.92997932
111  49.31868869 -124.92979023
111  49.31886475 -124.92951898
113  49.31899492 -124.92970808
110 2 0.00 0.0000 New Taxiway 27
111  49.31920226 -124.93054026
111  49.31905412 -124.93032352
111  49.31908687 -124.93027368
111  49.31904907 -124.93021569
111  49.31916068 -124.93004587
113  49.31934662 -124.93032060
110 5 0.00 0.0000 New Taxiway 14
111  49.32124582 -124.93296698
111  49.32066239 -124.93206516
111  49.32034506 -124.93256107
112  49.32022043 -124.93262640  49.32017446 -124.93257534
111  49.32022043 -124.93262640
111  49.32013616 -124.93250860
111  49.32050819 -124.93193349
112  49.32050819 -124.93193349  49.32055363 -124.93199231
112  49.32067463 -124.93190245  49.32074208 -124.93180261
111  49.32067463 -124.93190245
111  49.32115786 -124.93263830
113  49.32130403 -124.93286087
110 2 0.00 0.0000 New Taxiway 13
111  49.32017656 -124.93212869
111  49.32023506 -124.93203825
111  49.32025971 -124.93200015
111  49.32031303 -124.93191773
111  49.32033714 -124.93188045
111  49.32040274 -124.93177906
111  49.32050819 -124.93193349
111  49.32013616 -124.93250860
111  49.32003070 -124.93235417
111  49.32007219 -124.93229002
111  49.32005043 -124.93225510
111  49.32007465 -124.93221814
111  49.32009835 -124.93224958
111  49.32014992 -124.93216987
111  49.32011642 -124.93211878
113  49.32014179 -124.93207641
110 1 0.00 0.0000 New Taxiway 12
111  49.31841849 -124.92573561
111  49.31825551 -124.92573131
111  49.31793133 -124.92621512
111  49.31761476 -124.92668759
111  49.31761393 -124.92692711
111  49.32125654 -124.93248967
111  49.32130456 -124.93256300
111  49.32149493 -124.93256615
111  49.32154645 -124.93248716
111  49.32179859 -124.93210056
111  49.32208808 -124.93165667
111  49.32210414 -124.93136631
111  49.32238148 -124.93178656
111  49.32217530 -124.93181395
111  49.32189085 -124.93224677
111  49.32163959 -124.93262908
111  49.32158504 -124.93271209
111  49.32159079 -124.93300205
111  49.32163839 -124.93307390
111  49.32243484 -124.93427606
111  49.32238702 -124.93435274
111  49.32232555 -124.93445130
111  49.32154230 -124.93322297
111  49.32139661 -124.93299451
111  49.32133211 -124.93309725
111  49.32128661 -124.93302856
111  49.32124582 -124.93296698
111  49.32130403 -124.93286087
111  49.32115786 -124.93263830
111  49.32067463 -124.93190245
111  49.32039573 -124.93146070
111  49.32023646 -124.93172197
111  49.32033714 -124.93188045
111  49.32031303 -124.93191773
111  49.32020850 -124.93176784
111  49.32015827 -124.93185025
111  49.32025971 -124.93200015
111  49.32023506 -124.93203825
111  49.32013652 -124.93188592
111  49.32007846 -124.93198117
111  49.32014179 -124.93207641
111  49.32011642 -124.93211878
111  49.32005327 -124.93202248
111  49.32000097 -124.93210828
111  49.32007465 -124.93221814
111  49.32005043 -124.93225510
111  49.31998018 -124.93214238
111  49.31991073 -124.93225631
111  49.31984746 -124.93217310
111  49.32033643 -124.93138823
111  49.31959243 -124.93024730
