A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1      155 0 0 EG96 Swanton Morley
100   35.97   3   0 0.00 0 0 1 09   52.73484838  000.95817226    0.00    0.00 1  0 0 0 27   52.73469039  000.96630764    0.00    0.00 1  0 0 0
110   3 0.00   0.00 New Taxiway 71
111  52.73540146  000.96069000 
111  52.73495707  000.96042656 
111  52.73493656  000.96142393 
113  52.73538099  000.96085905 
110   3 0.00   0.00 New Taxiway 70
111  52.73459341  000.96327515 
111  52.73363262  000.96445848 
111  52.73382256  000.96465059 
113  52.73458412  000.96372084 
110   3 0.00   0.00 New Taxiway 69
111  52.73615640  000.96135784 
112  52.73502783  000.96270841  52.73495028  000.96279038 
111  52.73491702  000.96258763 
111  52.73489973  000.96338334 
113  52.73630933  000.96155548 
130 Airport Boundary 72
111  52.73608129  000.96099957 
111  52.73612518  000.96054059 
111  52.73610323  000.95984004 
111  52.73597890  000.95922404 
111  52.73631534  000.95859596 
111  52.73493301  000.95659094 
111  52.73434789  000.95748475 
112  52.73440640  000.95787126  52.73440640  000.95789541 
111  52.73450880  000.95871675 
111  52.73456731  000.95964679 
111  52.73455268  000.96052851 
111  52.73449417  000.96114456 
111  52.73427475  000.96194173 
111  52.73379935  000.96308917 
112  52.73353604  000.96389841  52.73353604  000.96392257 
111  52.73354336  000.96435738 
112  52.73370427  000.96473181  52.73371889  000.96473181 
111  52.73396757  000.96500961 
111  52.73423818  000.96540819 
111  52.73439909  000.96593964 
111  52.73439909  000.96685759 
111  52.73416504  000.96789632 
111  52.73387249  000.96907999 
111  52.73338977  000.97026366 
111  52.73387249  000.97027574 
111  52.73435520  000.97036028 
111  52.73514511  000.97061393 
111  52.73565708  000.97084342 
113  52.73752617  000.96204048 
14   52.73510634  000.96208225   35 0 ATC Tower
15   52.73519730  000.96096989 240.13 Grass Parking
19   52.73502905  000.96245691 0 WS

99
