I
1050 Generated by WorldEditor 2.1.0r1

1   1312 1 0 KEND Vance Air Force Base
100 45.72 2 0 0.25 0 2 0 17L  36.34695471 -097.91100690    0    0 2 0 0 1 35R  36.33315266 -097.91102040    0    0 2 0 0 0
100 45.72 2 0 0.25 0 3 0 17C  36.35555081 -097.91465159    0  303 3 1 0 0 35C  36.33025640 -097.91467449    0  305 3 1 0 0
100 45.72 2 0 0.25 0 3 0 17R  36.34923564 -097.92320099    0  309 2 7 0 0 35L  36.32391833 -097.92321053    0  303 2 7 0 0
110 1 0.00 0.0000 New Taxiway 4
111  36.32390843 -097.92266278
112  36.32390843 -097.92266278  36.32390672 -097.92264385
112  36.32389988 -097.92260769  36.32389603 -097.92258999
111  36.32389988 -097.92260769
112  36.32389988 -097.92260769  36.32387866 -097.92251011
111  36.32383150 -097.92243587
111  36.32356454 -097.92210300
112  36.32356454 -097.92210300  36.32346905 -097.92194736
111  36.32346346 -097.92176167
111  36.32345959 -097.92125782
112  36.32345959 -097.92125782  36.32356676 -097.92034044
111  36.32424847 -097.92030575
111  36.32480660 -097.92030904
111  36.32482819 -097.92039944
111  36.32424705 -097.92039972
112  36.32353155 -097.92125949  36.32342967 -097.92208414
111  36.32353155 -097.92125949
111  36.32353330 -097.92176491
112  36.32361436 -097.92204005  36.32368510 -097.92216396
111  36.32361436 -097.92204005
111  36.32387429 -097.92236491
112  36.32397931 -097.92266533  36.32399063 -097.92284329
111  36.32397931 -097.92266533
111  36.32397913 -097.92294490
111  36.32397908 -097.92303057
113  36.32390801 -097.92303003
110 1 0.00 0.0000 New Taxiway 74
111  36.34464382 -097.91223453
111  36.34464378 -097.91220353
111  36.34468239 -097.91220086
112  36.34468239 -097.91220086  36.34472060 -097.91218636
111  36.34474163 -097.91215961
111  36.34479679 -097.91206988
111  36.34479667 -097.91202755
111  36.34471721 -097.91202749
111  36.34471713 -097.91177629
111  36.34480376 -097.91177670
111  36.34480400 -097.91133259
111  36.34482748 -097.91133264
111  36.34482790 -097.91177681
111  36.34489237 -097.91177711
111  36.34489304 -097.91201829
112  36.34489304 -097.91201829  36.34489859 -097.91202433
111  36.34490603 -097.91202582
111  36.34529638 -097.91203211
111  36.34566477 -097.91203707
111  36.34555995 -097.91216684
112  36.34555995 -097.91216684  36.34555871 -097.91209583
111  36.34553674 -097.91207902
111  36.34553671 -097.91206976
111  36.34529646 -097.91206543
111  36.34489315 -097.91205815
112  36.34489315 -097.91205815  36.34485108 -097.91206331
111  36.34482617 -097.91208642
111  36.34475140 -097.91219251
112  36.34475140 -097.91219251  36.34472042 -097.91222010
113  36.34468327 -097.91223074
110 2 0.00 0.0000 New Taxiway 73
111  36.34450400 -097.91223386
111  36.34450401 -097.91219046
111  36.34450381 -097.91216330
111  36.34464373 -097.91216344
111  36.34464378 -097.91220353
111  36.34464382 -097.91223453
111  36.34464396 -097.91233106
113  36.34450404 -097.91233093
110 1 0.00 0.0000 New Taxiway 72
111  36.34115141 -097.91228493
111  36.34115140 -097.91221584
112  36.34115140 -097.91221584  36.34117179 -097.91223988
111  36.34120329 -097.91225458
111  36.34129836 -097.91225659
111  36.34353497 -097.91228233
111  36.34397284 -097.91228155
112  36.34397284 -097.91228155  36.34409261 -097.91227250
111  36.34419593 -097.91225268
111  36.34442726 -097.91220023
111  36.34445438 -097.91219856
111  36.34445438 -097.91219043
111  36.34450401 -097.91219046
111  36.34450400 -097.91223386
111  36.34445546 -097.91223357
112  36.34445546 -097.91223357  36.34445410 -097.91223052
111  36.34445168 -097.91222958
111  36.34442837 -097.91222970
111  36.34420033 -097.91228153
112  36.34420033 -097.91228153  36.34409008 -097.91230223
111  36.34397407 -097.91230979
111  36.34353596 -097.91231034
113  36.34129907 -097.91228899
110 1 0.00 0.0000 New Taxiway 71
111  36.33900360 -097.91228258
111  36.33900363 -097.91224639
111  36.34086398 -097.91225230
111  36.34096177 -097.91225261
112  36.34096177 -097.91225261  36.34098411 -097.91224086
111  36.34101443 -097.91221271
111  36.34101444 -097.91230577
112  36.34101444 -097.91230577  36.34099284 -097.91228578
111  36.34096184 -097.91228255
113  36.34086390 -097.91228613
110 1 0.00 0.0000 New Taxiway 70
111  36.33569744 -097.91223247
111  36.33569741 -097.91220063
111  36.33579176 -097.91219849
111  36.33625916 -097.91221927
111  36.33886562 -097.91223868
111  36.33886563 -097.91227284
111  36.33626005 -097.91224426
113  36.33584409 -097.91223002
110 2 0.00 0.0000 New Taxiway 69
111  36.33555258 -097.91223441
111  36.33555256 -097.91219695
111  36.33555254 -097.91216249
111  36.33569738 -097.91216230
