I
1050 Generated by WorldEditor 2.1.0r1

1    179 1 0 LIPI Rivolto "Mario Visintini"
1302 city Codroipo
1302 country Italy
1302 datum_lat 45.980691667
1302 datum_lon 13.0499
1302 iata_code RIV
1302 icao_code LIPI
1302 region_code LI
1302 state Friuli-Venezia Giulia
1302 transition_alt 7000
100 43.89 1 0 0.25 0 3 0 06  45.97354356  013.03510338    0    0 2 3 0 1 24  45.98530044  013.06334962    0    0 2 0 0 1
110 2 0.00 84.0000 New Taxiway 183
111  45.96967434  013.04008622
111  45.96965725  013.04007984
111  45.96971548  013.03974946
111  45.96971615  013.03972732
111  45.96965166  013.03959087
111  45.96955381  013.03955201
111  45.96945818  013.03963636
111  45.96943216  013.03979847
111  45.96952848  013.04001818
111  45.96955491  013.04002828
111  45.96955266  013.04004093
111  45.96953503  013.04003415
111  45.96946698  013.04041005
113  45.96960633  013.04046225
110 2 0.00 84.0000 New Taxiway 183
111  45.97331361  013.04974812
111  45.97329648  013.04974193
111  45.97335289  013.04941087
111  45.97335344  013.04938873
111  45.97328819  013.04925301
111  45.97319013  013.04921526
111  45.97309497  013.04930070
111  45.97306984  013.04946312
111  45.97316738  013.04968173
111  45.97319386  013.04969154
111  45.97319168  013.04970421
111  45.97317401  013.04969763
111  45.97310804  013.05007432
113  45.97324767  013.05012494
110 2 0.00 84.0000 New Taxiway 183
111  45.97242283  013.04369134
111  45.97241681  013.04371522
111  45.97219366  013.04360081
111  45.97217840  013.04359777
111  45.97207793  013.04367736
111  45.97204186  013.04381388
111  45.97209125  013.04395878
111  45.97220098  013.04401127
111  45.97228744  013.04424245
111  45.97236852  013.04418337
111  45.97228206  013.04395219
111  45.97236205  013.04389390
111  45.97237153  013.04385699
111  45.97238006  013.04386140
111  45.97237372  013.04388602
111  45.97262745  013.04401877
113  45.97267665  013.04382406
110 2 0.00 84.0000 New Taxiway 183
111  45.97412313  013.04642733
111  45.97411554  013.04643396
111  45.97411206  013.04643927
111  45.97406378  013.04668123
111  45.97416674  013.04692307
111  45.97439437  013.04672049
111  45.97423065  013.04633279
111  45.97422614  013.04632211
111  45.97424153  013.04630865
111  45.97410136  013.04597665
113  45.97397830  013.04608423
110 2 0.00 84.0000 New Taxiway 183
111  45.97446578  013.04815698
111  45.97446819  013.04814468
111  45.97446821  013.04813738
111  45.97438876  013.04791311
111  45.97427305  013.04786700
111  45.97414104  013.04798644
111  45.97419461  013.04823573
111  45.97443202  013.04833166
111  45.97444038  013.04833504
111  45.97443551  013.04835999
111  45.97469542  013.04846505
113  45.97473436  013.04826558
110 2 0.00 84.0000 New Taxiway 183
111  45.97220554  013.04817081
111  45.97221389  013.04817516
111  45.97221895  013.04817572
111  45.97238012  013.04807782
111  45.97242090  013.04791311
111  45.97237193  013.04777309
111  45.97227660  013.04772490
111  45.97216387  013.04780232
111  45.97208688  013.04810980
111  45.97208394  013.04812156
111  45.97206699  013.04811278
111  45.97197547  013.04847823
113  45.97211094  013.04854845
110 2 0.00 84.0000 New Taxiway 183
111  45.97201125  013.04690222
111  45.97201960  013.04690657
111  45.97202466  013.04690712
111  45.97218583  013.04680922
111  45.97222722  013.04664204
111  45.97217605  013.04650369
111  45.97208385  013.04645708
111  45.97197165  013.04652543
111  45.97189260  013.04684121
111  45.97188965  013.04685297
111  45.97187271  013.04684418
111  45.97178118  013.04720963
113  45.97191665  013.04727986
110 2 0.00 84.0000 New Taxiway 183
111  45.97141533  013.04515388
111  45.97141241  013.04516596
111  45.97141208  013.04517324
111  45.97148378  013.04541823
111  45.97158894  013.04547543
111  45.97168667  013.04540844
111  45.97172265  013.04525502
111  45.97167571  013.04509174
111  45.97145625  013.04498242
111  45.97144804  013.04497833
111  45.97145394  013.04495384
111  45.97119883  013.04482671
113  45.97115171  013.04502248
110 2 0.00 84.0000 New Taxiway 183
111  45.97171319  013.04163109
111  45.97170496  013.04162629
111  45.97169992  013.04162546
111  45.97153216  013.04171460
111  45.97148760  013.04187524
111  45.97154209  013.04205860
111  45.97172867  013.04206069
111  45.97183017  013.04169846
111  45.97183342  013.04168687
111  45.97185013  013.04169656
111  45.97195111  013.04133631
113  45.97181756  013.04125882
110 2 0.00 84.0000 New Taxiway 183
111  45.96907183  013.03891396
111  45.96906714  013.03892482
111  45.96906572  013.03893183
111  45.96909890  013.03925538
111  45.96940595  013.03899839
111  45.96913789  013.03875959
111  45.96913050  013.03875301
111  45.96913999  013.03873098
111  45.96891046  013.03852647
113  45.96883465  013.03870260
110 2 0.00 84.0000 New Taxiway 183
111  45.96985238  013.03761321
111  45.96985028  013.03762563
111  45.96985044  013.03763293
111  45.96993324  013.03785699
111  45.97005007  013.03790273
111  45.97014436  013.03782062
111  45.97016884  013.03768015
111  45.97010953  013.03751613
111  45.96988167  013.03743689
111  45.96987323  013.03743395
111  45.96987746  013.03740876
111  45.96961504  013.03731747
113  45.96958121  013.03751884
110 2 0.00 84.0000 New Taxiway 183
111  45.97088954  013.03716309
111  45.97078926  013.03691673
111  45.97078487  013.03690595
111  45.97080042  013.03689285
111  45.97066400  013.03655764
111  45.97053974  013.03666233
111  45.97068070  013.03700874
111  45.97067302  013.03701519
111  45.97066949  013.03702042
111  45.97061849  013.03726121
111  45.97071871  013.03750660
111  45.97066389  013.03755487
111  45.97077842  013.03782712
111  45.97097015  013.03766139
111  45.97085562  013.03738914
111  45.97094860  013.03730817
111  45.97106312  013.03758140
111  45.97348383  013.03552749
111  45.97330293  013.03511745
111  45.97318301  013.03521937
111  45.97279735  013.03554714
113  45.97091574  013.03714634
110 2 0.00 84.0000 New Taxiway 183
111  45.97113785  013.03972290
111  45.97113482  013.03971088
111  45.97113188  013.03970494
111  45.97097642  013.03958950
111  45.97079145  013.03968747
111  45.97088499  013.04004829
111  45.97118125  013.03989310
111  45.97118942  013.03988882
111  45.97119558  013.03991318
111  45.97144928  013.03978032
113  45.97140002  013.03958564
110 2 0.00 84.0000 New Taxiway 182
111  45.96962018  013.03881721
111  45.96953806  013.03879672
111  45.96942621  013.03852548
111  45.96946024  013.03832752
111  45.96939098  013.03816582
111  45.96925686  013.03811468
111  45.96914015  013.03822180
111  45.96910394  013.03840450
111  45.96917690  013.03858643
111  45.96932237  013.03862742
111  45.96942148  013.03888916
111  45.96941155  013.03894987
113  45.96944146  013.03896996
110 2 0.00 84.0000 New Taxiway 182
111  45.97699563  013.05676815
111  45.97719486  013.05725455
111  45.97719788  013.05733205
111  45.97735930  013.05719801
111  45.97730683  013.05715680
111  45.97711036  013.05668349
111  45.97713604  013.05656292
111  45.97736257  013.05637189
111  45.97750058  013.05641834
111  45.97761208  013.05631664
111  45.97764592  013.05612300
111  45.97756999  013.05595644
111  45.97744255  013.05590666
111  45.97731704  013.05601395
111  45.97729040  013.05622378
111  45.97706774  013.05640212
111  45.97698404  013.05637919
111  45.97681548  013.05597311
111  45.97684821  013.05577468
111  45.97677790  013.05561390
111  45.97664345  013.05556456
111  45.97652745  013.05567327
111  45.97649244  013.05585648
111  45.97656658  013.05603744
111  45.97671231  013.05607647
111  45.97687360  013.05647023
111  45.97685043  013.05658849
