I
1100 Generated by WorldEditor 1.6.1r1

1     13 1 0 EGCK Caernarfon
100 22.86 1 0 0.00 1 2 0 02  53.09955727 -004.34217596   77    0 1 0 0 0 20  53.10889665 -004.33853260    0    0 1 0 0 0
100 22.86 1 1 0.00 1 2 0 07  53.10058173 -004.34353273   46    0 1 0 0 0 25  53.10328348 -004.33062577   81    0 1 0 0 0
102 H10  53.10134795 -004.33694500 341.16 13.11 13.11 1 0 0 0.00 1
110 3 0.00 0.0000 New Taxiway 255
111  53.10080771 -004.34139063
111  53.10053704 -004.34149651
111  53.10136073 -004.33776202
111  53.10104395 -004.33759187
111  53.10107394 -004.33744982
111  53.10139228 -004.33762316
111  53.10217887 -004.33388436
113  53.10232093 -004.33417570
110 3 0.00 0.0000 New Taxiway 254
111  53.10343335 -004.33089449
111  53.10352301 -004.33081238
112  53.10386756 -004.33106303  53.10395923 -004.33115083
111  53.10397845 -004.33139284
111  53.10361014 -004.33351679
112  53.10358241 -004.33397851  53.10361221 -004.33419228
111  53.10370518 -004.33446002
111  53.10364974 -004.33484918
111  53.10314282 -004.33477003
113  53.10278541 -004.33398025
110 3 0.00 0.0000 New Taxiway 253
111  53.10064205 -004.34215884
111  53.10034777 -004.34356044
112  53.09989826 -004.34313621  53.09981576 -004.34300429
113  53.09961896 -004.34253901
110 3 0.00 0.0000 New Taxiway 252
111  53.10112578 -004.34194417
111  53.10441771 -004.34066035
111  53.10451322 -004.34144203
111  53.10120304 -004.34273381
111  53.10095552 -004.34388260
113  53.10074106 -004.34378030
110 3 0.00 0.0000 New Taxiway 251
111  53.10128511 -004.34120487
111  53.10262479 -004.33476604
111  53.10278427 -004.33511771
111  53.10171168 -004.34022328
111  53.10434333 -004.33921842
113  53.10437992 -004.33997169
110 1 0.00 0.0000 New Taxiway 250
111  53.10117595 -004.34172180
111  53.10112578 -004.34194417
111  53.10074106 -004.34378030
111  53.10034777 -004.34356044
111  53.10064205 -004.34215884
111  53.09961896 -004.34253901
113  53.09957988 -004.34233942
110 1 0.00 0.0000 New Taxiway 12
111  53.10112578 -004.34194417
111  53.10117595 -004.34172180
111  53.10803836 -004.33904038
111  53.10806582 -004.33925289
113  53.10441771 -004.34066035
110 1 0.00 0.0000 New Taxiway 17
111  53.10797414 -004.33859123
111  53.10798484 -004.33870997
111  53.10125662 -004.34133763
111  53.10128511 -004.34120487
113  53.10437992 -004.33997169
110 1 0.00 0.0000 New Taxiway 16
111  53.10891879 -004.33869920
112  53.10875452 -004.33894681  53.10860595 -004.33902077
113  53.10850077 -004.33886321
110 3 0.00 0.0000 New Taxiway 256
111  53.10169481 -004.33173687
111  53.10191049 -004.33062712
112  53.10213282 -004.33029315  53.10225109 -004.33020478
111  53.10213282 -004.33029315
112  53.10213282 -004.33029315  53.10223782 -004.33021399
111  53.10246120 -004.33023774
112  53.10301443 -004.33056850  53.10304316 -004.33058323
111  53.10301443 -004.33056850
112  53.10301443 -004.33056850  53.10304648 -004.33059243
111  53.10303430 -004.33066552
113  53.10248276 -004.33337940
110 1 0.00 135.0000 New Taxiway 13
111  53.10330537 -004.33048418
111  53.10348975 -004.33059829
111  53.10343335 -004.33089449
111  53.10278541 -004.33398025
111  53.10262479 -004.33476604
111  53.10125662 -004.34133763
111  53.09953454 -004.34201323
112  53.09951952 -004.34158047  53.09953267 -004.34141935
111  53.09958044 -004.34115648
111  53.09944951 -004.34115584
111  53.09944977 -004.34103866
111  53.09960065 -004.34103866
112  53.09962749 -004.34102912  53.09963989 -004.34101880
111  53.09966511 -004.34097987
111  53.10022018 -004.34007579
112  53.10035238 -004.33982438  53.10040326 -004.33971674
111  53.10046659 -004.33950658
111  53.10068357 -004.33859916
112  53.10068296 -004.33853072  53.10067827 -004.33850100
111  53.10065784 -004.33848219
111  53.10045048 -004.33835982
112  53.10040963 -004.33831428  53.10039827 -004.33828159
111  53.10039743 -004.33822745
111  53.10044428 -004.33786036
112  53.10043615 -004.33781937  53.10042781 -004.33780121
111  53.10041041 -004.33779400
111  53.10042485 -004.33770706
112  53.10045416 -004.33771365  53.10046635 -004.33771045
111  53.10047358 -004.33769567
111  53.10077411 -004.33630148
112  53.10077169 -004.33623818  53.10076294 -004.33621293
111  53.10073895 -004.33619625
111  53.10075807 -004.33613019
112  53.10078252 -004.33613895  53.10079302 -004.33613798
111  53.10080395 -004.33611423
111  53.10088908 -004.33566643
112  53.10088511 -004.33561696  53.10087933 -004.33559773
111  53.10086252 -004.33558245
111  53.10088524 -004.33549227
112  53.10091707 -004.33551003  53.10093054 -004.33551537
111  53.10094634 -004.33549039
111  53.10116656 -004.33433167
111  53.10121092 -004.33433322
111  53.10113565 -004.33478139
111  53.10048222 -004.33799920
112  53.10046205 -004.33819084  53.10046438 -004.33826582
111  53.10050058 -004.33829830
111  53.10067677 -004.33837826
112  53.10070338 -004.33838071  53.10071504 -004.33837541
111  53.10072150 -004.33835843
111  53.10084481 -004.33778941
112  53.10083279 -004.33774558  53.10082347 -004.33772748
111  53.10080450 -004.33771984
111  53.10062565 -004.33763014
111  53.10068883 -004.33728727
111  53.10073311 -004.33730552
111  53.10097053 -004.33713094
112  53.10099876 -004.33709439  53.10100574 -004.33708275
111  53.10101141 -004.33705215
111  53.10138714 -004.33525584
112  53.10141780 -004.33500526  53.10141780 -004.33490771
111  53.10138728 -004.33476937
111  53.10119650 -004.33383416
112  53.10117545 -004.33361166  53.10117728 -004.33351716
111  53.10120440 -004.33338515
111  53.10178515 -004.33059088
112  53.10210510 -004.33008657  53.10231106 -004.32994641
113  53.10251818 -004.33004097
111  53.10232093 -004.33417570
111  53.10248276 -004.33337940
111  53.10303430 -004.33066552
112  53.10301443 -004.33056850  53.10298237 -004.33054457
111  53.10246120 -004.33023774
112  53.10213282 -004.33029315  53.10198318 -004.33037928
111  53.10213282 -004.33029315
112  53.10213282 -004.33029315  53.10199464 -004.33040600
111  53.10191049 -004.33062712
111  53.10169481 -004.33173687
111  53.10132557 -004.33346507
112  53.10131889 -004.33370696  53.10133054 -004.33385107
111  53.10136606 -004.33397312
111  53.10152089 -004.33470075
112  53.10155046 -004.33500260  53.10155802 -004.33518652
111  53.10152349 -004.33532060
111  53.10107394 -004.33744982
111  53.10104395 -004.33759187
111  53.10069578 -004.33924094
112  53.10049127 -004.33991704  53.10036421 -004.34018409
111  53.10017785 -004.34046466
111  53.09984704 -004.34098952
112  53.09979988 -004.34108189  53.09977069 -004.34114667
112  53.09968531 -004.34142504  53.09964037 -004.34160141
111  53.09968531 -004.34142504
112  53.09968531 -004.34142504  53.09964037 -004.34160141
112  53.09970600 -004.34175074  53.09974809 -004.34179574
111  53.09980874 -004.34178141
111  53.10053704 -004.34149651
113  53.10080771 -004.34139063
110 2 0.00 136.0000 New Taxiway 27
111  53.10030859 -004.34053599
111  53.10022227 -004.34039382
111  53.10026232 -004.34032776
113  53.10034719 -004.34046045
110 2 0.00 136.0000 New Taxiway 26
111  53.10041808 -004.34005971
111  53.10050196 -004.34018147
111  53.10046781 -004.34025400
113  53.10038125 -004.34012493
