A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1       43 0 0 YWIG WIGRAM ISLAND
100   49.99   4   0 0.25 0 0 0 15  -11.77739905  136.53770894    0.00    0.00 0  0 0 0 33  -11.78404200  136.54098100    0.00    0.00 0  0 0 0
110   4 0.25   0.00 New Taxiway 33
111 -11.78329783  136.54044300 
112 -11.78373159  136.54034453 -11.78389545  136.54034453 
112 -11.78431956  136.54067931 -11.78439667  136.54073838 
112 -11.78448343  136.54089593 -11.78449306  136.54091562 
112 -11.78440631  136.54118147 -11.78427137  136.54118147 
112 -11.78401112  136.54123070 -11.78400148  136.54115193 
112 -11.78381834  136.54102393 -11.78380870  136.54102393 
112 -11.78344242  136.54100423 -11.78339422  136.54103377 
112 -11.78318216  136.54115193 -11.78303758  136.54100423 
112 -11.78274841  136.54076792 -11.78267130  136.54064977 
111 -11.78243996  136.54035438 
111 -11.78187126  136.54005899 
112 -11.78122545  136.54006884 -11.78112906  136.54007868 
112 -11.78105195  136.54000976 -11.78108087  136.53993099 
111 -11.78120617  136.53973406 
112 -11.78098448  136.53970452 -11.78092664  136.53973406 
112 -11.78061820  136.53981283 -11.78057000  136.53978329 
112 -11.78043506  136.53963560 -11.78039650  136.53951744 
112 -11.78040614  136.53936975 -11.78041578  136.53935006 
112 -11.78077242  136.53918267 -11.78094592  136.53917282 
112 -11.78111942  136.53911375 -11.78118690  136.53918267 
112 -11.78131220  136.53932052 -11.78133148  136.53938944 
111 -11.78136040  136.53949775 
112 -11.78180379  136.53965529 -11.78185198  136.53962575 
112 -11.78212188  136.53955683 -11.78220863  136.53960606 
112 -11.78275805  136.53991130 -11.78287372  136.53994083 
112 -11.78308577  136.54011807 -11.78322072  136.54018699 
114 -11.78332675  136.54027561 -11.78332675  136.54034453 
110   4 0.25   0.00 New Taxiway 32
111 -11.77828275  136.53828498 
112 -11.77806009  136.53836079 -11.77794346  136.53838246 
112 -11.77801768  136.53862073 -11.77801768  136.53878319 
112 -11.77771019  136.53885901 -11.77755115  136.53889150 
112 -11.77734969  136.53837162 -11.77727547  136.53824166 
112 -11.77728608  136.53796006 -11.77726487  136.53788424 
112 -11.77685136  136.53797089 -11.77668171  136.53797089 
112 -11.77667111  136.53748350 -11.77666051  136.53725606 
112 -11.77695739  136.53713692 -11.77710583  136.53707193 
112 -11.77722246  136.53734270 -11.77734969  136.53751599 
112 -11.77746633  136.53729938 -11.77759356  136.53723439 
112 -11.77781622  136.53737519 -11.77793285  136.53748350 
113 -11.77780562  136.53774344 
14  -11.77783555  136.53889996    6 0 New Tower Viewpoint 48
15  -11.77749979  136.53821400 227.29 New Ramp Start 46
19  -11.77780263  136.53876546 0 New Windsock 47


130 Airport Boundary
111 -011.78448296  136.54089355
111 -011.78431988  136.54067993
111 -011.78373146  136.54034424
111 -011.77781582  136.53736877
111 -011.77695751  136.53713989
111 -011.77667141  136.53749084
111 -011.77685165  136.53796387
111 -011.77770996  136.53886414
111 -011.78318214  136.54115295
111 -011.78401089  136.54122925
113 -011.78440666  136.54118347
99
