I
1050 Generated by WorldEditor 2.1.0r1

1     44 1 0 ESSB Bromma
1302 city Stockholm
1302 country Sweden
1302 datum_lat 59.3544444
1302 datum_lon 017.9422222
1302 iata_code BMS
1302 icao_code ESSB
1302 region_code ES
1302 state Stockholms län
1302 transition_alt 5000
100 45.11 1 0 0.00 0 1 0 12  59.35923615  017.92805000  110   64 3 3 0 1 30  59.34950560  017.95525280  110   63 3 4 0 1
110 2 0.00 0.0000 New Taxiway 34
111  59.34859956  017.94592320
111  59.34851452  017.94598158
111  59.34852550  017.94604469
111  59.34853760  017.94611429
111  59.34857660  017.94633859
111  59.34859090  017.94642082
111  59.34863038  017.94664786
111  59.34864247  017.94671738
111  59.34865483  017.94678844
111  59.34873986  017.94673006
111  59.34870142  017.94650897
111  59.34868788  017.94643110
111  59.34865027  017.94621485
113  59.34863656  017.94613602
110 2 0.00 0.0000 New Taxiway 34
111  59.34885998  017.94575224
111  59.34877494  017.94581061
111  59.34878014  017.94584050
111  59.34879819  017.94594434
111  59.34883551  017.94615893
111  59.34885042  017.94624468
111  59.34888883  017.94646674
111  59.34890298  017.94654747
111  59.34891525  017.94661748
111  59.34900028  017.94655910
111  59.34896074  017.94633172
111  59.34895155  017.94627884
111  59.34890955  017.94603735
113  59.34889782  017.94596989
110 2 0.00 0.0000 New Taxiway 34
111  59.34911720  017.94558127
111  59.34903217  017.94563965
111  59.34904359  017.94570534
111  59.34905830  017.94578991
111  59.34909460  017.94599865
111  59.34910720  017.94607110
111  59.34914810  017.94630633
111  59.34915964  017.94637271
111  59.34917248  017.94644652
111  59.34925751  017.94638814
111  59.34921687  017.94615443
111  59.34920681  017.94609655
111  59.34916378  017.94584909
113  59.34915410  017.94579345
110 2 0.00 0.0000 New Taxiway 33
111  59.34928337  017.94732007
111  59.34933971  017.94766617
111  59.34945215  017.94759024
113  59.34939582  017.94724414
110 2 0.00 0.0000 New Taxiway 32
111  59.34913396  017.94742097
111  59.34919136  017.94776082
111  59.34927639  017.94770340
113  59.34921899  017.94736355
110 2 0.00 0.0000 New Taxiway 31
111  59.35359093  017.95309181
111  59.35330901  017.95352356
111  59.35354320  017.95413611
113  59.35382511  017.95370435
110 2 0.00 0.0000 New Taxiway 31
111  59.35390701  017.95263552
111  59.35368519  017.95294743
111  59.35391938  017.95355999
113  59.35414119  017.95324807
110 2 0.00 0.0000 New Taxiway 30
111  59.35920579  017.93875541
111  59.35918362  017.93875580
111  59.35917528  017.93875595
111  59.35917643  017.93927604
111  59.35917658  017.93934424
111  59.35920840  017.93934425
111  59.35948001  017.93934435
111  59.35965059  017.93911961
111  59.35965147  017.93897884
113  59.35948368  017.93875501
110 2 0.00 0.0000 New Taxiway 29
111  59.36037655  017.93909616
111  59.36045553  017.93847269
111  59.36010461  017.93830685
113  59.36002563  017.93893033
110 2 0.00 0.0000 New Taxiway 28
111  59.35912068  017.93640899
111  59.35895721  017.93593689
111  59.35852056  017.93650667
113  59.35868403  017.93697876
110 2 0.00 0.0000 New Taxiway 27
111  59.35973141  017.93547001
111  59.35952937  017.93487539
111  59.35907601  017.93545808
113  59.35927805  017.93605271
110 2 0.00 0.0000 New Taxiway 26
111  59.35721832  017.94496176
111  59.35712735  017.94500649
111  59.35716997  017.94530623
113  59.35725852  017.94525742
110 2 0.00 0.0000 New Taxiway 26
111  59.35752232  017.94410881
111  59.35743135  017.94415355
111  59.35747397  017.94445329
113  59.35756252  017.94440447
110 2 0.00 0.0000 New Taxiway 26
111  59.35782739  017.94326211
111  59.35773641  017.94330685
111  59.35777903  017.94360659
113  59.35786758  017.94355778
110 2 0.00 0.0000 New Taxiway 26
111  59.35808060  017.94251482
111  59.35799742  017.94259980
111  59.35807437  017.94287192
113  59.35815471  017.94278407
110 2 0.00 0.0000 New Taxiway 26
111  59.35784116  017.94167527
111  59.35778695  017.94182542
111  59.35791875  017.94199852
113  59.35796977  017.94184836
110 5 0.00 0.0000 New Taxiway 7
111  59.34959454  017.94776437
111  59.34945876  017.94783968
111  59.34948311  017.94798112
111  59.34961795  017.94791499
111  59.34961029  017.94786571
111  59.34973203  017.94780694
111  59.34972402  017.94775544
113  59.34960229  017.94781422
110 1 0.00 0.0000 New Taxiway 3
111  59.35097946  017.94998370
111  59.35073512  017.94962503
111  59.35070114  017.94969169
111  59.35057007  017.94953616
111  59.34990826  017.95138663
111  59.35012671  017.95167547
111  59.35071345  017.95005986
111  59.35073189  017.95000909
111  59.35075616  017.95003131
111  59.35079823  017.94989800
113  59.35094062  017.95011066
110 1 0.00 0.0000 main
111  59.35201175  017.94726793
111  59.35195242  017.94718329
111  59.35190331  017.94711526
111  59.35105110  017.94487482
112  59.35092165  017.94468437  59.35085692  017.94462354
111  59.35092165  017.94468437
111  59.35083724  017.94471899
111  59.35059505  017.94486742
111  59.35070455  017.94518694
112  59.35074905  017.94542765  59.35075444  017.94550700
111  59.35066544  017.94571596
111  59.35042453  017.94587409
111  59.35030758  017.94501212
111  59.35029754  017.94493819
112  59.35029754  017.94493819  59.35027882  017.94479491
111  59.35041366  017.94468287
111  59.35091517  017.94438604
112  59.35100079  017.94434488  59.35101527  017.94432349
111  59.35102982  017.94424936
111  59.35107272  017.94378665
112  59.35105492  017.94378665  59.35105006  017.94385013
111  59.35103550  017.94378348
111  59.35098857  017.94418342
112  59.35098857  017.94418342  59.35097725  017.94423420
111  59.35089796  017.94429451
111  59.34850244  017.94587126
111  59.34799995  017.94629556
112  59.34799995  017.94629556  59.34783622  017.94648102
111  59.34787166  017.94684107
111  59.34798516  017.94721907
112  59.34798516  017.94721907  59.34800951  017.94729437
111  59.34801025  017.94737923
111  59.34785856  017.94747474
111  59.34807458  017.94874644
112  59.34808675  017.94875011  59.34808020  017.94871338
111  59.34809518  017.94873175
111  59.34800154  017.94817522
111  59.34800154  017.94810542
111  59.34822628  017.94798603
111  59.34842199  017.94839930
112  59.34844446  017.94839011  59.34842761  017.94834603
111  59.34846038  017.94835705
111  59.34826561  017.94794379
111  59.34885853  017.94756076
111  59.34899424  017.94751533
111  59.34913396  017.94742097
111  59.34921899  017.94736355
111  59.34928337  017.94732007
111  59.34939582  017.94724414
111  59.34940873  017.94723542
111  59.34943323  017.94738649
111  59.34946534  017.94758446
111  59.34949934  017.94779404
111  59.34956861  017.94774530
111  59.34970516  017.94765477
111  59.34982037  017.94757839
111  59.34972975  017.94701977
111  59.35047180  017.94652130
112  59.35046843  017.94742028  59.35035044  017.94769801
111  59.35046843  017.94742028
111  59.35026811  017.94788130
111  59.34963352  017.94928283
112  59.34956996  017.94948555  59.34954299  017.94960898
111  59.34956996  017.94948555
112  59.34958009  017.94950054  59.34957110  017.94952479
111  59.34959364  017.94951546
112  59.34959364  017.94951546  59.34961612  017.94941847
111  59.34965961  017.94932969
111  59.35029108  017.94793511
111  59.35049452  017.94746714
112  59.35049452  017.94746714  59.35061925  017.94718720
111  59.35050737  017.94649740
111  59.35057589  017.94645137
111  59.35054124  017.94620523
111  59.35107125  017.94586724
112  59.35118924  017.94592234  59.35122857  017.94601970
111  59.35118924  017.94592234
111  59.35174266  017.94737534
111  59.35179229  017.94752229
111  59.35178012  017.94753515
111  59.35181289  017.94769496
111  59.35181383  017.94779783
111  59.35069749  017.95095502
111  59.34985832  017.95332835
111  59.34978816  017.95324328
111  59.34977467  017.95328145
111  59.34984482  017.95336652
111  59.34906166  017.95558144
111  59.34904224  017.95585442
111  59.34900853  017.95593377
112  59.34900853  017.95593377  59.34891638  017.95598226
111  59.34887593  017.95606822
111  59.34888379  017.95611230
111  59.34902538  017.95603075
111  59.34931642  017.95642750
112  59.34949958  017.95618063  59.34955689  017.95604177
111  59.34949958  017.95618063
111  59.34963330  017.95581475
111  59.34974230  017.95564503
111  59.35123779  017.95528707
111  59.35123329  017.95523196 3
112  59.35133218  017.95519229  59.35137600  017.95516584
111  59.35133218  017.95519229
111  59.35138836  017.95536422
111  59.35141420  017.95549207
111  59.35144904  017.95544137
111  59.35140971  017.95524960
111  59.35138387  017.95515922
112  59.35138387  017.95515922  59.35151759  017.95506885 3
111  59.35161422  017.95480213 3
111  59.35180862  017.95425546 3
112  59.35207943  017.95401078  59.35220304  017.95417390
111  59.35207943  017.95401078 3
111  59.35197137  017.95430973
111  59.35186031  017.95461697
111  59.35190301  017.95466547
111  59.35197043  017.95446267
111  59.35206595  017.95459713
111  59.35192324  017.95499612
111  59.35193223  017.95500934
111  59.35198617  017.95501596
111  59.35210753  017.95517026
111  59.35213225  017.95509311
111  59.35208505  017.95501155
111  59.35217382  017.95474041
111  59.35220529  017.95478671
111  59.35223900  017.95468310
111  59.35233788  017.95484843
111  59.35249970  017.95472939
111  59.35254689  017.95462579
111  59.35264690  017.95452660
111  59.35269971  017.95442519
111  59.35277500  017.95432379
111  59.35287838  017.95426648
111  59.35306154  017.95395787
111  59.35315824  017.95378445
111  59.35324683  017.95400254
111  59.35335003  017.95381745
111  59.35326144  017.95359936
111  59.35327262  017.95357929
111  59.35330901  017.95352356
111  59.35359093  017.95309181
111  59.35368519  017.95294743
111  59.35390701  017.95263552
111  59.35422232  017.95219212 3
111  59.35419086  017.95205765 3
111  59.35376835  017.95094441 3
111  59.35352900  017.95040874 3
111  59.35350851  017.95037599
111  59.35346964  017.95031388 3
111  59.35334932  017.95012164
111  59.35331873  017.95007276
111  59.35332424  017.95004953
111  59.35335019  017.94934971
112  59.35335019  017.94934971  59.35336735  017.94907717
111  59.35346593  017.94867957
111  59.35350541  017.94856916
111  59.35356339  017.94840701
111  59.35415251  017.94675950
111  59.35421544  017.94655669
111  59.35423342  017.94654346
111  59.35427050  017.94659196
111  59.35428848  017.94654346
111  59.35423791  017.94647733 20
111  59.35429898  017.94625871 20
111  59.35429726  017.94618885 20
111  59.35432567  017.94611511
111  59.35459869  017.94595112
111  59.35473134  017.94588779
112  59.35477478  017.94591866  59.35480056  017.94591107
111  59.35479612  017.94586008
111  59.35478836  017.94578470 20
111  59.35480820  017.94580135 20
111  59.35485187  017.94579850
111  59.35489089  017.94577561
111  59.35484033  017.94542950
111  59.35506956  017.94529282
111  59.35517968  017.94514732
111  59.35523025  017.94512087
111  59.35522014  017.94501726
111  59.35518867  017.94496214
111  59.35625394  017.94201463
111  59.35631012  017.94209179
111  59.35551904  017.94430739
111  59.35556624  017.94460280
111  59.35560781  017.94464910
111  59.35563141  017.94463587
111  59.35572018  017.94519804
111  59.35577412  017.94516497
111  59.35575277  017.94503490
111  59.35583143  017.94499301
111  59.35586064  017.94520465
111  59.35611010  017.94507899
111  59.35612134  017.94508340
111  59.35612584  017.94491145
111  59.35650789  017.94492027
111  59.35701243  017.94459840
111  59.35705963  017.94453667
111  59.35778666  017.94249955
111  59.35784285  017.94257010
111  59.35711469  017.94460943
111  59.35703716  017.94471084
111  59.35693377  017.94477477
111  59.35694389  017.94484753
