I
1050 Generated by WorldEditor 1.6.0r1

1      9 1 0 MUCL Vilo Acuna International
100 45.00 1 0 0.25 0 2 0 12  21.62219658 -081.55862592    0    0 3 7 0 0 30  21.61028078 -081.53252043    0    0 3 0 0 0
110 1 0.00 0.0000 New Taxiway 2
111  21.61044378 -081.53245223
111  21.61014683 -081.53262023
111  21.60992439 -081.53212980
113  21.61022251 -081.53196742
110 1 0.00 0.0000 New Taxiway 5
112  21.62243784 -081.55869466  21.62243615 -081.55869163
111  21.62243784 -081.55869466
112  21.62243784 -081.55869466  21.62244714 -081.55866120
112  21.62247571 -081.55854637  21.62249028 -081.55848405
111  21.62247571 -081.55854637
112  21.62247571 -081.55854637  21.62250547 -081.55861296
111  21.62271569 -081.55907019
113  21.62263505 -081.55911697
110 2 0.00 0.0000 New Taxiway 21
111  21.62266221 -081.55360517
111  21.62329133 -081.55333896
111  21.62334457 -081.55347648
111  21.62341867 -081.55345674
111  21.62349464 -081.55362387
111  21.62343459 -081.55365349
111  21.62350822 -081.55382203
111  21.62361225 -081.55377917
111  21.62368212 -081.55393424
111  21.62357157 -081.55399435
111  21.62363345 -081.55412092
111  21.62306843 -081.55447086
111  21.62291090 -081.55412565
113  21.62284577 -081.55398294
110 1 0.00 0.0000 New Taxiway 3
111  21.61387340 -081.53969637
112  21.61414096 -081.53983506  21.61428146 -081.53977029
111  21.61414096 -081.53983506
112  21.61414096 -081.53983506  21.61417608 -081.53981887
112  21.61435885 -081.53968439  21.61439899 -081.53965200
111  21.61435885 -081.53968439
112  21.61435885 -081.53968439  21.61444666 -081.53962771
111  21.61439748 -081.53948587
111  21.61436821 -081.53939366
111  21.61454682 -081.53930080
111  21.61450709 -081.53916136
111  21.61468417 -081.53909168
111  21.61472180 -081.53919063
111  21.61485771 -081.53915690
111  21.61506680 -081.53923112
111  21.61515814 -081.53941395
111  21.61542060 -081.54003475
111  21.61485431 -081.54033462
112  21.61489950 -081.54045675  21.61489708 -081.54045805
112  21.61501929 -081.54048017  21.61501929 -081.54047887
111  21.61525050 -081.54036725
111  21.61529093 -081.54045960
111  21.61505067 -081.54058538
111  21.61500469 -081.54069210
111  21.61509907 -081.54071943
111  21.61533139 -081.54058147
111  21.61536430 -081.54064873
111  21.61511843 -081.54079882
111  21.61508939 -081.54088473
111  21.61517530 -081.54091856
111  21.61541783 -081.54078466
111  21.61545602 -081.54085479
112  21.61508123 -081.54105338  21.61508424 -081.54106633
111  21.61471089 -081.54020163
112  21.61450314 -081.54007209  21.61436305 -081.54013956
111  21.61450314 -081.54007209
