I
1050 Generated by WorldEditor 2.1.0r1

1    103 1 0 YPDN Darwin International
100 30.00 1 0 0.00 1 2 1 18 -12.40887597  130.87060897    0    0 3 9 0 0 36 -12.42259081  130.87065175    0    0 3 9 0 0
100 60.00 1 0 0.00 1 2 1 11 -12.40939613  130.86519980    0    0 3 9 0 0 29 -12.41923307  130.89441918    0    0 3 9 0 0
110 2 0.00 0.0000 New Taxiway 15
111 -12.41658687  130.87399800
111 -12.41676337  130.87417191
111 -12.41674908  130.87418667
111 -12.41671840  130.87421835
111 -12.41669750  130.87423993
111 -12.41669064  130.87424702
111 -12.41666630  130.87427215
111 -12.41665071  130.87428824
111 -12.41663658  130.87430284
111 -12.41661435  130.87432579
111 -12.41657911  130.87436218
111 -12.41640001  130.87419272
111 -12.41643615  130.87415506
111 -12.41644521  130.87414562
111 -12.41645422  130.87413623
111 -12.41648933  130.87409964
111 -12.41652120  130.87406643
111 -12.41652848  130.87405885
111 -12.41654185  130.87404491
113 -12.41657031  130.87401526
110 2 0.00 0.0000 New Taxiway 18
111 -12.41819659  130.87423642
111 -12.41822037  130.87427884
111 -12.41823447  130.87430398
111 -12.41823898  130.87431204
111 -12.41825673  130.87434370
111 -12.41826858  130.87436483
111 -12.41827833  130.87438224
111 -12.41829345  130.87440920
111 -12.41832147  130.87445919
111 -12.41809086  130.87458765
111 -12.41806315  130.87453461
111 -12.41805371  130.87451655
111 -12.41804926  130.87450803
111 -12.41802906  130.87446937
111 -12.41800691  130.87442697
111 -12.41800148  130.87441657
111 -12.41799371  130.87440170
113 -12.41796925  130.87435490
110 2 0.00 0.0000 New Taxiway 20
111 -12.41744885  130.87191024
111 -12.41750438  130.87191672
111 -12.41750091  130.87194931
113 -12.41744449  130.87194245
110 2 0.00 0.0000 New Taxiway 23
111 -12.41793431  130.87164092
111 -12.41792757  130.87171542
111 -12.41789052  130.87171403
113 -12.41789591  130.87163747
110 2 0.00 0.0000 New Taxiway 22
111 -12.41783528  130.87165540
111 -12.41782922  130.87170162
111 -12.41771806  130.87168437
113 -12.41772278  130.87164230
110 2 0.00 0.0000 New Taxiway 21
111 -12.41752769  130.87201621
111 -12.41753586  130.87195356
111 -12.41754281  130.87190133
111 -12.41754558  130.87188049
111 -12.41754746  130.87186642
111 -12.41755264  130.87182746
111 -12.41755551  130.87180593
111 -12.41755909  130.87177899
111 -12.41756253  130.87175317
111 -12.41756876  130.87170639
111 -12.41758298  130.87161025
111 -12.41762322  130.87161606
111 -12.41761214  130.87169322
111 -12.41783408  130.87171821
111 -12.41784572  130.87164669
111 -12.41788259  130.87165265
111 -12.41786872  130.87174838
111 -12.41786181  130.87179608
111 -12.41785680  130.87183068
111 -12.41785081  130.87187202
111 -12.41784512  130.87191131
111 -12.41783992  130.87194716
111 -12.41783324  130.87199332
111 -12.41782632  130.87204104
111 -12.41779451  130.87203670
