A
1050 Generated by WorldEditor 2.3.0r2

1    860 0 0 KFKR Frankfort Municipal Airport
100 23.00 1 0 0.00 0 2 0 09  40.27268764 -086.56889972    0    0 2 0 0 1 27  40.27267533 -086.55097506    0    0 2 0 0 1
100 21.00 1 0 0.00 0 2 0 04  40.27205732 -086.56914839    0    0 1 0 0 0 22  40.27780811 -086.56404522    0  120 1 0 0 0
110 1 0.00 0.0000 New Taxiway 23
111  40.27865071 -086.56314795
111  40.27874849 -086.56306051
113  40.27875661 -086.56335310
110 1 0.00 0.0000 New Taxiway 22
111  40.27875661 -086.56335310
111  40.27875753 -086.56346053
113  40.27861260 -086.56347939
110 1 0.00 0.0000 New Taxiway 21
111  40.27299107 -086.56817090
111  40.27278960 -086.56835354
111  40.27278816 -086.56802959
114  40.27278816 -086.56802959  40.27283696 -086.56825443
110 1 0.00 0.0000 New Taxiway 20
112  40.27258498 -086.56840629  40.27259014 -086.56835600
111  40.27258498 -086.56840629
111  40.27258488 -086.56853227
111  40.27251116 -086.56859709
114  40.27251116 -086.56859709  40.27256561 -086.56852827
110 1 0.00 0.0000 New Taxiway 16
111  40.27366234 -086.56757922
112  40.27366234 -086.56757922  40.27367557 -086.56756299 102
112  40.27373572 -086.56737007  40.27374272 -086.56726913
111  40.27373572 -086.56737007 102
111  40.27373530 -086.56680384 102
111  40.27373381 -086.56359715 102
111  40.27370678 -086.56337362 102
112  40.27359439 -086.56325077  40.27351122 -086.56323646
111  40.27359439 -086.56325077 102
111  40.27343916 -086.56322690 102
111  40.27322316 -086.56322590 102
111  40.27310429 -086.56322535 102
111  40.27290752 -086.56324865 102
112  40.27280284 -086.56340561  40.27280041 -086.56355217
111  40.27280284 -086.56340561
111  40.27280039 -086.56359005 102
111  40.27278638 -086.56359191
111  40.27278507 -086.56274223
111  40.27280238 -086.56274350 102
111  40.27280168 -086.56291666 102
112  40.27290730 -086.56308304  40.27301932 -086.56311240
111  40.27290730 -086.56308304 102
111  40.27299700 -086.56310048 102
111  40.27322386 -086.56310195 102
111  40.27342176 -086.56310322 102
111  40.27359540 -086.56307071 102
112  40.27371387 -086.56289242  40.27371555 -086.56276139
111  40.27371387 -086.56289242 102
111  40.27373421 -086.56271336 102
111  40.27372912 -086.55815906 102
111  40.27367767 -086.55785343 102
112  40.27360739 -086.55778830  40.27356881 -086.55777620
111  40.27360739 -086.55778830 102
111  40.27346321 -086.55775029 102
111  40.27321896 -086.55775642 102
111  40.27302345 -086.55775734 102
111  40.27288825 -086.55777059 102
112  40.27278001 -086.55798517  40.27276888 -086.55817029
111  40.27278001 -086.55798517
111  40.27278080 -086.55740945 102
111  40.27281736 -086.55754652
112  40.27281736 -086.55754652  40.27285065 -086.55761655 102
111  40.27293035 -086.55762427 102
111  40.27321932 -086.55762774 102
111  40.27344950 -086.55762829 102
111  40.27360495 -086.55759842 102
112  40.27370424 -086.55746027  40.27371995 -086.55735015
111  40.27370424 -086.55746027 102
111  40.27372660 -086.55728274 102
111  40.27372368 -086.55145652 102
111  40.27369677 -086.55124513 102
112  40.27361646 -086.55114137  40.27356104 -086.55112140
111  40.27361646 -086.55114137 102
111  40.27345533 -086.55110312 102
111  40.27321517 -086.55110280 102
111  40.27304979 -086.55110258 102
111  40.27287073 -086.55114336 102
112  40.27279332 -086.55130481  40.27277503 -086.55144540
111  40.27279332 -086.55130481 102
111  40.27277762 -086.55148846
111  40.27277735 -086.55097448
111  40.27321544 -086.55097608 102
112  40.27358531 -086.55097743  40.27358547 -086.55097743
111  40.27358531 -086.55097743
112  40.27358531 -086.55097743  40.27372954 -086.55098439 102
112  40.27382058 -086.55130736  40.27382119 -086.55145981
111  40.27382058 -086.55130736 102
111  40.27382973 -086.56274286 102
111  40.27385038 -086.56290590
112  40.27385038 -086.56290590  40.27385702 -086.56304035 102
111  40.27397348 -086.56306566 102
111  40.27412898 -086.56301516
111  40.27411903 -086.56315887
111  40.27411432 -086.56322616 102
111  40.27394439 -086.56325784 102
112  40.27385227 -086.56339484  40.27383230 -086.56351194
111  40.27385227 -086.56339484 102
111  40.27383044 -086.56360288 102
111  40.27383320 -086.56680381 102
111  40.27383344 -086.56699800
112  40.27383344 -086.56699800  40.27383996 -086.56707956 102
112  40.27398305 -086.56723145  40.27412307 -086.56723419
111  40.27398305 -086.56723145 102
113  40.27408592 -086.56720189
110 1 0.00 0.0000 New Taxiway 4
111  40.27258469 -086.56889985
111  40.27250679 -086.56889899
113  40.27258436 -086.56882986
110 1 0.00 0.0000 New Taxiway 3
111  40.27200435 -086.56904583
112  40.27201413 -086.56884164  40.27205835 -086.56877213
112  40.27217576 -086.56872974  40.27222617 -086.56873194
113  40.27234825 -086.56874527
110 1 0.00 0.0000 New Taxiway 19
111  40.27278934 -086.56875379
111  40.27278745 -086.56864461
111  40.27286055 -086.56858237
114  40.27286055 -086.56858237  40.27280502 -086.56865759
110 2 0.00 0.0000 New Taxiway 48
111  40.27687317 -086.56289382
111  40.27714502 -086.56264992
111  40.27732985 -086.56300498
111  40.27705666 -086.56324758
113  40.27701999 -086.56317689
110 1 0.00 0.0000 New Taxiway 44
111  40.27670514 -086.56488226
112  40.27670514 -086.56488226  40.27674154 -086.56483849 102
111  40.27676572 -086.56467420 102
111  40.27676727 -086.56402764 102
111  40.27676709 -086.56341919
112  40.27676709 -086.56341919  40.27675936 -086.56339245 102
111  40.27674683 -086.56338733 102
111  40.27663823 -086.56338519
111  40.27663840 -086.56324434
111  40.27635550 -086.56324447
111  40.27635657 -086.56388722
111  40.27635687 -086.56406666
111  40.27611133 -086.56406707
111  40.27610875 -086.56349101
111  40.27594050 -086.56349238
111  40.27594394 -086.56406734
111  40.27585485 -086.56406748
111  40.27585432 -086.56461032
111  40.27568579 -086.56461070
111  40.27568634 -086.56361498
111  40.27554292 -086.56361269
