I
1050 Generated by WorldEditor 2.1.0r1

1   5957 0 0 05U Eureka
100 18.29 1 0 0.25 0 3 0 18  39.61357410 -116.00116054    0    0 2 0 0 0 36  39.59391308 -116.00608491    0    0 2 0 0 0
110 2 0.00 0.0000 Hangar
111  39.60052591 -116.00625194
111  39.60051692 -116.00626326
111  39.60055171 -116.00650246
111  39.60021581 -116.00658811
111  39.60018053 -116.00635902
111  39.60018932 -116.00635687
113  39.60018646 -116.00633759
110 1 0.00 0.0000 Taxiway
111  39.61357282 -116.00105280
111  39.61364104 -116.00159520
112  39.61364104 -116.00159520  39.61364539 -116.00166302
111  39.61361114 -116.00170745
111  39.61347814 -116.00183309
111  39.61334259 -116.00199449
112  39.61334259 -116.00199449  39.61328827 -116.00206422
111  39.61316789 -116.00216582
112  39.61316789 -116.00216582  39.61309709 -116.00222049
111  39.61284185 -116.00228026
112  39.61284185 -116.00228026  39.61279989 -116.00230557
111  39.61280360 -116.00238403
111  39.61281381 -116.00245772
111  39.61283737 -116.00262786
111  39.61240761 -116.00273665
111  39.61238024 -116.00256497
111  39.61236415 -116.00246411
112  39.61236415 -116.00246411  39.61233547 -116.00241182
111  39.61228383 -116.00241625
111  39.60057469 -116.00535373
111  39.60060818 -116.00559213
111  39.60060818 -116.00559213
111  39.60063035 -116.00574990
111  39.60064310 -116.00584067
111  39.60050775 -116.00606828
111  39.60052591 -116.00625194
111  39.60018646 -116.00633759
111  39.60018932 -116.00635687
111  39.60018053 -116.00635902
111  39.60021581 -116.00658811
111  39.60011905 -116.00661373
111  39.60006084 -116.00621723
112  39.60006084 -116.00621723  39.60005447 -116.00619138
111  39.60004602 -116.00618208
111  39.59998905 -116.00618086
111  39.59912686 -116.00638558
111  39.59905609 -116.00593521
112  39.59905609 -116.00593521  39.59901547 -116.00583746
111  39.59893661 -116.00576034
111  39.59561171 -116.00659495
112  39.59561171 -116.00659495  39.59558486 -116.00661014
111  39.59557906 -116.00665681
111  39.59559455 -116.00676883
111  39.59561904 -116.00694588
111  39.59518153 -116.00705206
111  39.59515327 -116.00687726
111  39.59513869 -116.00678705
112  39.59513869 -116.00678705  39.59512435 -116.00673791
111  39.59509399 -116.00672476
111  39.59474012 -116.00680722
112  39.59474012 -116.00680722  39.59468366 -116.00681571
111  39.59457389 -116.00680204
112  39.59457389 -116.00680204  39.59449823 -116.00679371
111  39.59431893 -116.00670680
111  39.59407067 -116.00659546
111  39.59399383 -116.00653029
111  39.59392049 -116.00614826
111  39.59428413 -116.00606201
