I
1050 Generated by WorldEditor 2.3.0r2

1    825 0 0 CYFJ Mont-Tremblant Intl Inc
100 45.72 1 0 0.25 0 2 1 03  46.39986636 -074.78253589  148    0 3 0 0 2 21  46.41781461 -074.77769732   81    0 3 0 0 2
110 3 0.00 0.0000 New Taxiway 17
111  46.40458160 -074.77927963
111  46.40460631 -074.77927281
111  46.40463496 -074.77939962
112  46.40457421 -074.77939957  46.40455052 -074.77941057
111  46.40457421 -074.77939957
111  46.40431773 -074.77955776
112  46.40431773 -074.77955776  46.40424697 -074.77966720
111  46.40406616 -074.77971309
111  46.40376938 -074.77973874
111  46.40375955 -074.77949933
111  46.40398950 -074.77947367
112  46.40424541 -074.77935826  46.40435980 -074.77926934
111  46.40424541 -074.77935826
113  46.40452325 -074.77910744
110 5 0.00 0.0000 New Taxiway 16
111  46.40487753 -074.77869726
111  46.40490045 -074.77877791
112  46.40487372 -074.77891154  46.40484424 -074.77895904
111  46.40477629 -074.77894313
113  46.40472226 -074.77888395
110 3 0.00 0.0000 New Taxiway 15
111  46.40529073 -074.77816660
111  46.40539715 -074.77828028
111  46.40534940 -074.77840486
111  46.40529160 -074.77846518
111  46.40518774 -074.77841455
113  46.40527815 -074.77819935
110 2 0.00 0.0000 New Taxiway 14
111  46.40508162 -074.77831955
111  46.40517203 -074.77810436
111  46.40527815 -074.77819935
113  46.40518774 -074.77841455
110 2 0.00 0.0000 New Taxiway 12
111  46.40472226 -074.77888395
111  46.40470262 -074.77885034
111  46.40465439 -074.77876783
111  46.40480966 -074.77858114
111  46.40484801 -074.77864675
113  46.40487753 -074.77869726
110 1 0.00 0.0000 New Taxiway 11
111  46.41589728 -074.77785590
111  46.41590543 -074.77773472
111  46.41618052 -074.77719382
111  46.41696090 -074.77698931
111  46.41707507 -074.77760511
111  46.41718375 -074.77842041
112  46.41718375 -074.77842041  46.41719171 -074.77851115
111  46.41714470 -074.77856820
111  46.41648073 -074.77876032
112  46.41636356 -074.77875540  46.41632565 -074.77873065
111  46.41636356 -074.77875540
111  46.41617791 -074.77857940
111  46.40981924 -074.78029340
111  46.40979801 -074.78024620
111  46.40201611 -074.78230933
111  46.40200885 -074.78225639
111  46.40089938 -074.78197928
111  46.40081286 -074.78127788
111  46.40160758 -074.78104740
111  46.40208031 -074.78157330
111  46.40526955 -074.78071525
112  46.40529086 -074.78058383  46.40528517 -074.78051922
111  46.40529086 -074.78058383
111  46.40513401 -074.77958423
111  46.40509538 -074.77933799
112  46.40506215 -074.77932295  46.40504241 -074.77932868
111  46.40506215 -074.77932295
111  46.40465045 -074.77946816
111  46.40463496 -074.77939962
111  46.40460631 -074.77927281
111  46.40458160 -074.77927963
111  46.40452325 -074.77910744
111  46.40470262 -074.77885034
