I
1050 Generated by WorldEditor 2.2.0r2

1    170 1 0 KSMO Santa Monica Municipal
100 46.02 1 0 0.00 0 2 1 3  34.01239819 -118.45537503    0   91 1 0 0 0 21  34.01925328 -118.44726615    0   95 1 0 0 1
102 H1  34.01644185 -118.44912371 314.27 12.20 12.20 1 0 0 0.00 1
110 2 0.00 0.0000 New Taxiway 23
111  34.01540450 -118.44937699
111  34.01542756 -118.44933249
111  34.01540358 -118.44931291
111  34.01543042 -118.44926550
111  34.01552953 -118.44933977
111  34.01550490 -118.44939264
111  34.01547875 -118.44937339
113  34.01545729 -118.44941861
110 2 0.00 0.0000 New Taxiway 66
111  34.01198090 -118.45451220
111  34.01203142 -118.45456921
111  34.01202842 -118.45457296
111  34.01187386 -118.45439989
111  34.01187701 -118.45439582
111  34.01192930 -118.45445454
111  34.01194955 -118.45442936
111  34.01198454 -118.45438587
111  34.01203326 -118.45444244
113  34.01199948 -118.45448744
110 2 0.00 0.0000 New Taxiway 21
111  34.01770356 -118.44812999
111  34.01762670 -118.44803206
111  34.01782018 -118.44780222
113  34.01789970 -118.44789735
110 2 0.00 0.0000 New Taxiway 30
111  34.01761858 -118.44670194
111  34.01761418 -118.44669664
111  34.01761880 -118.44669123
113  34.01762324 -118.44669653
110 2 0.00 0.0000 New Taxiway 29
112  34.01787168 -118.44632931  34.01803839 -118.44614067
111  34.01787168 -118.44632931
111  34.01807471 -118.44609289 20
111  34.01808025 -118.44608638
111  34.01811678 -118.44604343 20
111  34.01811985 -118.44603982 20
111  34.01812352 -118.44603551
111  34.01816232 -118.44598988 20
111  34.01816554 -118.44598610 20
111  34.01816922 -118.44598177
111  34.01820783 -118.44593637 20
111  34.01821055 -118.44593318 20
111  34.01821440 -118.44592865
111  34.01825242 -118.44588379 20
111  34.01825619 -118.44587955 20
111  34.01825914 -118.44587621
111  34.01829733 -118.44583101 20
111  34.01830075 -118.44582704 20
111  34.01830396 -118.44582334
111  34.01834288 -118.44577759 20
111  34.01834597 -118.44577384 20
111  34.01834930 -118.44577003
111  34.01838418 -118.44572902 20
111  34.01838679 -118.44572595 20
