I
1050 Generated by WorldEditor 2.0.0r4

1   5763 0 0 KRED Red Lodge
100 22.86 1 0 0.25 0 2 0 16  45.19041510 -109.25810778    0    0 1 0 0 0 34  45.17945627 -109.25735036    0    0 1 0 0 0
110 2 0.00 0.0000 New Taxiway 8
111  45.18593924 -109.25446495
111  45.18593463 -109.25453658
111  45.18591559 -109.25453452
111  45.18590865 -109.25465815
111  45.18568937 -109.25462203
113  45.18570462 -109.25442618
110 2 0.00 0.0000 New Taxiway 9
111  45.18643350 -109.25471116
111  45.18646722 -109.25470734
111  45.18647723 -109.25491556
111  45.18635856 -109.25492671
111  45.18634803 -109.25471880
113  45.18638201 -109.25471568
110 2 0.00 0.0000 New Taxiway 14
111  45.18682929 -109.25401736
111  45.18683017 -109.25403539
111  45.18688216 -109.25403151
111  45.18688177 -109.25401145
111  45.18691683 -109.25400751
111  45.18691856 -109.25402880
111  45.18698970 -109.25402350
111  45.18698823 -109.25399948
111  45.18703830 -109.25399395
111  45.18703878 -109.25401798
111  45.18706925 -109.25401544
111  45.18707204 -109.25414713
111  45.18693224 -109.25416077
111  45.18693311 -109.25418308
111  45.18688486 -109.25418899
111  45.18688366 -109.25416584
111  45.18674126 -109.25418160
111  45.18674039 -109.25412201
111  45.18672552 -109.25412356
113  45.18672371 -109.25402924
110 2 0.00 0.0000 New Taxiway 7
111  45.18576941 -109.25416927
111  45.18554854 -109.25415858
111  45.18555286 -109.25389631
111  45.18570854 -109.25390258
113  45.18577453 -109.25390790
110 2 0.00 0.0000 New Taxiway 10
111  45.18664882 -109.25466642
111  45.18664991 -109.25469631
111  45.18666171 -109.25469483
111  45.18667074 -109.25492632
111  45.18651987 -109.25493765
111  45.18651688 -109.25470464
111  45.18652504 -109.25470416
113  45.18652466 -109.25467674
110 2 0.00 0.0000 New Taxiway 12
111  45.18648732 -109.25407692
111  45.18659980 -109.25406569
111  45.18660563 -109.25418449
113  45.18649399 -109.25419631
110 2 0.00 0.0000 New Taxiway 11
111  45.18655062 -109.25448352
111  45.18655197 -109.25440533
111  45.18650077 -109.25440164
111  45.18650308 -109.25424156
111  45.18663615 -109.25424649
111  45.18663789 -109.25440533
111  45.18658524 -109.25440492
113  45.18658623 -109.25448088
110 2 0.00 0.0000 New Taxiway 17
111  45.18722755 -109.25344804
111  45.18738229 -109.25343083
111  45.18739128 -109.25354864
111  45.18738652 -109.25354932
111  45.18739326 -109.25370882
111  45.18725336 -109.25372852
111  45.18724746 -109.25359197
111  45.18723392 -109.25359258
113  45.18723334 -109.25356215
110 2 0.00 0.0000 New Taxiway 16
111  45.18705369 -109.25345543
111  45.18705905 -109.25345862
111  45.18706465 -109.25358123
111  45.18711274 -109.25357506
111  45.18712092 -109.25372881
111  45.18699560 -109.25374132
111  45.18698853 -109.25360991
111  45.18697957 -109.25361077
111  45.18697865 -109.25358959
111  45.18703280 -109.25358258
113  45.18702464 -109.25346133
110 2 0.00 0.0000 New Taxiway 15
111  45.18690237 -109.25363164
111  45.18693360 -109.25362720
111  45.18693692 -109.25368999
111  45.18690473 -109.25369333
111  45.18690717 -109.25375058
111  45.18675433 -109.25376954
111  45.18675170 -109.25371130
111  45.18671723 -109.25371438
111  45.18671554 -109.25365487
113  45.18674567 -109.25365111
110 2 0.00 0.0000 New Taxiway 6
111  45.18591008 -109.25537232
111  45.18590987 -109.25538546
111  45.18574811 -109.25538086
111  45.18575054 -109.25518237
113  45.18591245 -109.25518966
110 2 0.00 0.0000 New Taxiway 5
111  45.18605319 -109.25575771
111  45.18589912 -109.25574972
111  45.18589712 -109.25577951
111  45.18573379 -109.25577384
111  45.18573466 -109.25557454
111  45.18590162 -109.25557903
111  45.18590162 -109.25558968
113  45.18605659 -109.25559369
110 2 0.00 0.0000 New Taxiway 4
111  45.18603936 -109.25635858
111  45.18589163 -109.25635150
111  45.18589163 -109.25638400
111  45.18572014 -109.25637415
111  45.18572327 -109.25617714
111  45.18589323 -109.25618167
111  45.18589316 -109.25618955
113  45.18604314 -109.25619440
110 2 0.00 0.0000 New Taxiway 3
111  45.18616693 -109.25562944
111  45.18628435 -109.25563272
111  45.18628392 -109.25557858
111  45.18632018 -109.25558000
111  45.18632079 -109.25560443
111  45.18643661 -109.25560614
111  45.18643376 -109.25584738
111  45.18629818 -109.25584242
111  45.18629768 -109.25581192
111  45.18627941 -109.25581149
111  45.18628019 -109.25578781
113  45.18616359 -109.25578608
110 2 0.00 0.0000 New Taxiway 26
111  45.18629184 -109.25362771
111  45.18628932 -109.25376552
111  45.18603038 -109.25375060
113  45.18603074 -109.25360897
110 1 0.00 0.0000 New Taxiway 1
111  45.18588454 -109.25767135
112  45.18588454 -109.25767135  45.18600433 -109.25760398
111  45.18601305 -109.25750147
111  45.18601416 -109.25745315
111  45.18603936 -109.25635858
111  45.18604314 -109.25619440
111  45.18605319 -109.25575771
