I
1050 Generated by WorldEditor 2.2.0r2

1    105 0 0 00R Livington Muni
100 18.29 1 0 0.25 0 2 0 12  30.68917545 -095.02241574    0    0 1 0 0 0 30  30.68254892 -095.01345994    0    0 1 0 0 0
110 1 0.00 0.0000 New Taxiway 1
111  30.68837187 -095.02118918
112  30.68855542 -095.02122001  30.68865289 -095.02114902
111  30.68855542 -095.02122001
111  30.68877233 -095.02101369
112  30.68877233 -095.02101369  30.68878821 -095.02099420
111  30.68880391 -095.02095230
112  30.68880391 -095.02095230  30.68882266 -095.02088522
111  30.68879936 -095.02082076
111  30.68900838 -095.02110769
112  30.68889346 -095.02107182  30.68882323 -095.02108777
111  30.68889346 -095.02107182
112  30.68883478 -095.02109912  30.68881400 -095.02111384
111  30.68883478 -095.02109912
111  30.68862172 -095.02131418
112  30.68862172 -095.02131418  30.68854989 -095.02141565
111  30.68861608 -095.02151703
111  30.68849654 -095.02164155
112  30.68831606 -095.02160869  30.68822550 -095.02166801
111  30.68831606 -095.02160869
111  30.68810467 -095.02180527
111  30.68804694 -095.02185235
111  30.68801283 -095.02188017
111  30.68799553 -095.02185812
111  30.68797967 -095.02183790
111  30.68801073 -095.02180164
111  30.68814551 -095.02164182
111  30.68825434 -095.02153053
112  30.68825434 -095.02153053  30.68833424 -095.02142866
113  30.68824989 -095.02130973
110 1 0.00 0.0000 New Taxiway 2
111  30.68963769 -095.02194926
111  30.68958290 -095.02200370
111  30.68923441 -095.02235298
111  30.68907906 -095.02214356
112  30.68926449 -095.02216891  30.68936649 -095.02208917
111  30.68926449 -095.02216891
111  30.68947281 -095.02196289
112  30.68947281 -095.02196289  30.68949267 -095.02194224
111  30.68950821 -095.02190216
112  30.68950821 -095.02190216  30.68953066 -095.02183408
111  30.68950421 -095.02177472
111  30.68946587 -095.02172458
111  30.68955646 -095.02162363
111  30.68931630 -095.02129562
111  30.68981510 -095.02078232
111  30.69000344 -095.02103581
111  30.69005559 -095.02110661
111  30.69012580 -095.02119742
111  30.69027015 -095.02139279
111  30.69049882 -095.02170568
112  30.69049882 -095.02170568  30.69054474 -095.02176655
111  30.69063198 -095.02175908
111  30.69063749 -095.02183490
111  30.69056586 -095.02183663
