A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1      201 0 0 EGSO Crowfield
100   17.98   3   0 0.00 0 0 1 13   52.17312750  001.10642402    0.00    0.00 1  0 0 0 31   52.16919462  001.11569381    0.00    0.00 1  0 0 0
110   3 0.00   0.00 Grass
111  52.17306527  001.10635431 
111  52.17274562  001.10613362 
111  52.17270489  001.10633386 
111  52.17258470  001.10628469 
111  52.17252817  001.10655546 
111  52.17219080  001.10651176 
111  52.17211752  001.10680676 
112  52.17207164  001.10679037  52.17205084  001.10677804 
112  52.17202035  001.10685593  52.17201279  001.10691144 
111  52.17198874  001.10710079 
111  52.17185253  001.10774881 
111  52.17190982  001.10823928 
113  52.17216722  001.10847632 
110   2 0.00   0.00 Apron
111  52.17275920  001.10606688 
111  52.17205721  001.10568685 
111  52.17196675  001.10608565 
111  52.17187628  001.10603648 
111  52.17199836  001.10567046 
111  52.17195669  001.10562675 
111  52.17174021  001.10612935 
112  52.17174356  001.10625473  52.17176247  001.10628557 
111  52.17184570  001.10635333 
111  52.17178582  001.10664833 
111  52.17185034  001.10669794 
111  52.17181057  001.10689937 
111  52.17198874  001.10710079 
112  52.17202035  001.10685593  52.17202792  001.10680042 
112  52.17207164  001.10679037  52.17209244  001.10680271 
111  52.17211752  001.10680676 
111  52.17219080  001.10651176 
111  52.17252817  001.10655546 
111  52.17258470  001.10628469 
111  52.17270489  001.10633386 
113  52.17274562  001.10613362 
130 Airport Boundary 31
111  52.17338867  001.10652725 
111  52.17308455  001.10630091 
111  52.17275318  001.10604830 
111  52.17241197  001.10582629 
111  52.17206459  001.10543226 
111  52.17194559  001.10561286 
111  52.17172794  001.10611633 
111  52.17171955  001.10619432 
111  52.17173566  001.10627039 
111  52.17177931  001.10632978 
111  52.17166737  001.10674707 
111  52.17140623  001.10656729 
111  52.17112633  001.10764066 
111  52.17105925  001.10793165 
111  52.17099083  001.10829483 
111  52.17099063  001.10848355 
111  52.17102942  001.10863948 
111  52.17125014  001.10905232 
111  52.17134030  001.10915048 
111  52.17145178  001.10918145 
111  52.17155473  001.10916655 
111  52.17159515  001.10918244 
111  52.17162468  001.10924783 
111  52.17162580  001.10933175 
111  52.16900453  001.11551330 
111  52.16890782  001.11561756 
111  52.16908070  001.11605704 
111  52.16919262  001.11632273 
113  52.16922764  001.11639226 
14   52.17190868  001.10687028   30 0 ATC Tower
15   52.17222206  001.10657289  50.00 Parking 1
15   52.17207245  001.10688353  27.43 Parking 2
15   52.17200796  001.10717525  27.43 Parking 3
19   52.16848800  001.11480500 0 WS
19   52.17193045  001.10712693 0 WS

99
