I
1050 Generated by WorldEditor 2.0.0r4

1    198 1 0 CZBF Bathurst
1302 country Canada
1302 iata_code ZBF
1302 state Nouveau-Brunswick
1302 flatten 1
100 30.48 1 0 0.00 1 2 0 10  47.62877282 -065.74800522    0   72 3 0 0 1 28  47.63048486 -065.72992859    0   74 3 0 0 1
110 2 0.00 0.0000 Hangar 9
111  47.63140337 -065.74053883
111  47.63140765 -065.74049824
111  47.63141498 -065.74042878
111  47.63142063 -065.74037524
111  47.63151094 -065.74039879
113  47.63149568 -065.74055275
110 2 0.00 0.0000 Hangar 8
111  47.63137919 -065.74074994
111  47.63138454 -065.74070005
111  47.63139167 -065.74063361
111  47.63139787 -065.74057580
111  47.63144645 -065.74058738
111  47.63144162 -065.74063523
111  47.63148277 -065.74064231
111  47.63147298 -065.74071991
111  47.63143399 -065.74071088
113  47.63142929 -065.74075752
110 2 0.00 0.0000 Hangar 7
111  47.63135492 -065.74094291
111  47.63136525 -065.74078267
111  47.63148178 -065.74079312
113  47.63146518 -065.74096418
110 2 0.00 0.0000 Hangar 6
111  47.63131442 -065.74131819
111  47.63131936 -065.74126630
111  47.63132719 -065.74118347
111  47.63133231 -065.74113876
111  47.63145024 -065.74116494
113  47.63143273 -065.74133868
110 2 0.00 0.0000 Hangar 5
111  47.63127629 -065.74165064
111  47.63128145 -065.74159218
111  47.63129687 -065.74141738
111  47.63147830 -065.74144140
113  47.63145945 -065.74167131
110 2 0.00 0.0000 Hangar 4
111  47.63124862 -065.74185721
111  47.63125356 -065.74180531
111  47.63125928 -065.74174271
111  47.63126561 -065.74168446
111  47.63138354 -065.74171466
113  47.63136693 -065.74187769
110 2 0.00 0.0000 Hangar 3
111  47.63122045 -065.74205536
111  47.63122548 -065.74200428
111  47.63123164 -065.74194163
111  47.63123744 -065.74188261
111  47.63135537 -065.74191281
113  47.63133877 -065.74207584
110 2 0.00 0.0000 Hangar 2
111  47.63120224 -065.74225380
111  47.63120759 -065.74220674
111  47.63121402 -065.74215021
111  47.63122084 -065.74209020
111  47.63130472 -065.74210956
113  47.63128527 -065.74227597
110 2 0.00 0.0000 Hangar 1
111  47.63118165 -065.74255293
111  47.63120565 -065.74230590
111  47.63140169 -065.74235473
113  47.63137666 -065.74259529
110 1 0.00 0.0000 APRON
111  47.63131691 -065.74069045
111  47.63131056 -065.74075976
112  47.63131056 -065.74075976  47.63131056 -065.74077696
111  47.63132032 -065.74077841
111  47.63136525 -065.74078267
111  47.63135492 -065.74094291
111  47.63130174 -065.74094521
112  47.63130174 -065.74094521  47.63129305 -065.74094521
111  47.63128878 -065.74095371
111  47.63126442 -065.74115737
112  47.63126442 -065.74115737  47.63127225 -065.74117930
111  47.63128781 -065.74117922
111  47.63132719 -065.74118347
111  47.63131936 -065.74126630
111  47.63125141 -065.74126026
111  47.63123457 -065.74141160
111  47.63129687 -065.74141738
111  47.63128145 -065.74159218
112  47.63128145 -065.74159218  47.63122862 -065.74155451
111  47.63120835 -065.74160882
111  47.63120022 -065.74171649
112  47.63120022 -065.74171649  47.63120595 -065.74173038
111  47.63121435 -065.74173283
111  47.63125928 -065.74174271
111  47.63125356 -065.74180531
111  47.63119947 -065.74180119
112  47.63119947 -065.74180119  47.63118890 -065.74180209
111  47.63118504 -065.74182220
111  47.63117576 -065.74191064
112  47.63117576 -065.74191064  47.63118150 -065.74193077
111  47.63119989 -065.74193550
111  47.63123164 -065.74194163
111  47.63122548 -065.74200428
111  47.63119025 -065.74199757
112  47.63119025 -065.74199757  47.63117063 -065.74200429
111  47.63116081 -065.74203033
111  47.63114925 -065.74213474
111  47.63121402 -065.74215021
